"Notes","Year","Year Code","Census Division of Residence","Census Division of Residence Code","Age of Mother 9","Age of Mother 9 Code","Source of Payment for Delivery","Source of Payment for Delivery Code","Month Prenatal Care Began","Month Prenatal Care Began Code",Births,Average Number of Prenatal Visits
,"2024","2024","Division 3: East North Central","CENS-D3","30-34 years","30-34","Self Pay","3","3rd month","03",2037,10.57
,"2024","2024","Division 3: East North Central","CENS-D3","30-34 years","30-34","Self Pay","3","4th month","04",870,8.84
,"2024","2024","Division 3: East North Central","CENS-D3","30-34 years","30-34","Self Pay","3","5th month","05",508,7.42
,"2024","2024","Division 3: East North Central","CENS-D3","30-34 years","30-34","Self Pay","3","6th month","06",346,6.53
,"2024","2024","Division 3: East North Central","CENS-D3","30-34 years","30-34","Self Pay","3","7th month","07",304,5.33
,"2024","2024","Division 3: East North Central","CENS-D3","30-34 years","30-34","Self Pay","3","8th month","08",219,4.08
,"2024","2024","Division 3: East North Central","CENS-D3","30-34 years","30-34","Self Pay","3","9th month","09",83,2.88
,"2024","2024","Division 3: East North Central","CENS-D3","30-34 years","30-34","Self Pay","3","Unknown or Not Stated","99",77,5.33
,"2024","2024","Division 3: East North Central","CENS-D3","30-34 years","30-34","Other","4","No prenatal care","00",59,0.00
,"2024","2024","Division 3: East North Central","CENS-D3","30-34 years","30-34","Other","4","1st month","01",75,13.07
,"2024","2024","Division 3: East North Central","CENS-D3","30-34 years","30-34","Other","4","2nd month","02",860,12.75
,"2024","2024","Division 3: East North Central","CENS-D3","30-34 years","30-34","Other","4","3rd month","03",1116,11.59
,"2024","2024","Division 3: East North Central","CENS-D3","30-34 years","30-34","Other","4","4th month","04",322,10.12
,"2024","2024","Division 3: East North Central","CENS-D3","30-34 years","30-34","Other","4","5th month","05",137,8.61
,"2024","2024","Division 3: East North Central","CENS-D3","30-34 years","30-34","Other","4","6th month","06",79,7.03
,"2024","2024","Division 3: East North Central","CENS-D3","30-34 years","30-34","Other","4","7th month","07",58,6.12
,"2024","2024","Division 3: East North Central","CENS-D3","30-34 years","30-34","Other","4","8th month","08",50,4.74
,"2024","2024","Division 3: East North Central","CENS-D3","30-34 years","30-34","Other","4","9th month","09",25,2.84
,"2024","2024","Division 3: East North Central","CENS-D3","30-34 years","30-34","Other","4","Unknown or Not Stated","99",26,15.00
,"2024","2024","Division 3: East North Central","CENS-D3","30-34 years","30-34","Unknown or Not Stated","9","No prenatal care","00",46,0.00
,"2024","2024","Division 3: East North Central","CENS-D3","30-34 years","30-34","Unknown or Not Stated","9","1st month","01",23,12.74
,"2024","2024","Division 3: East North Central","CENS-D3","30-34 years","30-34","Unknown or Not Stated","9","2nd month","02",224,12.87
,"2024","2024","Division 3: East North Central","CENS-D3","30-34 years","30-34","Unknown or Not Stated","9","3rd month","03",273,11.65
,"2024","2024","Division 3: East North Central","CENS-D3","30-34 years","30-34","Unknown or Not Stated","9","4th month","04",59,9.54
,"2024","2024","Division 3: East North Central","CENS-D3","30-34 years","30-34","Unknown or Not Stated","9","5th month","05",35,9.09
,"2024","2024","Division 3: East North Central","CENS-D3","30-34 years","30-34","Unknown or Not Stated","9","6th month","06",19,5.74
,"2024","2024","Division 3: East North Central","CENS-D3","30-34 years","30-34","Unknown or Not Stated","9","7th month","07",22,6.77
,"2024","2024","Division 3: East North Central","CENS-D3","30-34 years","30-34","Unknown or Not Stated","9","8th month","08",13,4.23
,"2024","2024","Division 3: East North Central","CENS-D3","30-34 years","30-34","Unknown or Not Stated","9","Unknown or Not Stated","99",77,6.20
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Medicaid","1","No prenatal care","00",619,0.00
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Medicaid","1","1st month","01",656,12.76
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Medicaid","1","2nd month","02",5673,12.98
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Medicaid","1","3rd month","03",6712,11.80
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Medicaid","1","4th month","04",2548,10.20
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Medicaid","1","5th month","05",1349,8.66
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Medicaid","1","6th month","06",888,7.60
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Medicaid","1","7th month","07",622,6.14
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Medicaid","1","8th month","08",485,4.82
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Medicaid","1","9th month","09",156,2.99
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Medicaid","1","Unknown or Not Stated","99",336,8.87
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Private Insurance","2","No prenatal care","00",372,0.00
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Private Insurance","2","1st month","01",1245,13.42
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Private Insurance","2","2nd month","02",21109,13.37
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Private Insurance","2","3rd month","03",21938,12.21
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Private Insurance","2","4th month","04",3398,10.60
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Private Insurance","2","5th month","05",1247,9.16
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Private Insurance","2","6th month","06",789,8.46
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Private Insurance","2","7th month","07",771,7.24
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Private Insurance","2","8th month","08",378,5.31
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Private Insurance","2","9th month","09",120,3.77
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Private Insurance","2","Unknown or Not Stated","99",603,9.41
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Self Pay","3","No prenatal care","00",166,0.00
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Self Pay","3","1st month","01",29,12.55
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Self Pay","3","2nd month","02",427,12.02
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Self Pay","3","3rd month","03",1056,10.60
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Self Pay","3","4th month","04",561,8.80
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Self Pay","3","5th month","05",320,7.43
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Self Pay","3","6th month","06",214,6.04
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Self Pay","3","7th month","07",216,5.30
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Self Pay","3","8th month","08",168,4.05
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Self Pay","3","9th month","09",60,2.93
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Self Pay","3","Unknown or Not Stated","99",48,5.23
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Other","4","No prenatal care","00",25,0.00
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Other","4","1st month","01",36,12.28
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Other","4","2nd month","02",419,13.08
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Other","4","3rd month","03",543,11.61
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Other","4","4th month","04",157,10.04
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Other","4","5th month","05",69,7.97
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Other","4","6th month","06",45,6.93
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Other","4","7th month","07",36,7.00
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Other","4","8th month","08",31,4.06
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Other","4","Unknown or Not Stated","99",15,10.00
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Unknown or Not Stated","9","No prenatal care","00",32,0.00
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Unknown or Not Stated","9","1st month","01",10,14.44
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Unknown or Not Stated","9","2nd month","02",138,12.96
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Unknown or Not Stated","9","3rd month","03",168,11.76
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Unknown or Not Stated","9","4th month","04",42,9.61
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Unknown or Not Stated","9","5th month","05",27,8.26
,"2024","2024","Division 3: East North Central","CENS-D3","35-39 years","35-39","Unknown or Not Stated","9","Unknown or Not Stated","99",31,7.33
,"2024","2024","Division 3: East North Central","CENS-D3","40-44 years","40-44","Medicaid","1","No prenatal care","00",163,0.00
,"2024","2024","Division 3: East North Central","CENS-D3","40-44 years","40-44","Medicaid","1","1st month","01",166,12.67
,"2024","2024","Division 3: East North Central","CENS-D3","40-44 years","40-44","Medicaid","1","2nd month","02",1207,13.45
,"2024","2024","Division 3: East North Central","CENS-D3","40-44 years","40-44","Medicaid","1","3rd month","03",1618,12.17
,"2024","2024","Division 3: East North Central","CENS-D3","40-44 years","40-44","Medicaid","1","4th month","04",633,10.35
,"2024","2024","Division 3: East North Central","CENS-D3","40-44 years","40-44","Medicaid","1","5th month","05",368,8.68
,"2024","2024","Division 3: East North Central","CENS-D3","40-44 years","40-44","Medicaid","1","6th month","06",199,7.74
,"2024","2024","Division 3: East North Central","CENS-D3","40-44 years","40-44","Medicaid","1","7th month","07",169,6.47
,"2024","2024","Division 3: East North Central","CENS-D3","40-44 years","40-44","Medicaid","1","8th month","08",129,4.76
,"2024","2024","Division 3: East North Central","CENS-D3","40-44 years","40-44","Medicaid","1","9th month","09",36,2.50
,"2024","2024","Division 3: East North Central","CENS-D3","40-44 years","40-44","Medicaid","1","Unknown or Not Stated","99",71,9.88
,"2024","2024","Division 3: East North Central","CENS-D3","40-44 years","40-44","Private Insurance","2","No prenatal care","00",92,0.00
,"2024","2024","Division 3: East North Central","CENS-D3","40-44 years","40-44","Private Insurance","2","1st month","01",229,13.78
,"2024","2024","Division 3: East North Central","CENS-D3","40-44 years","40-44","Private Insurance","2","2nd month","02",3429,13.81
,"2024","2024","Division 3: East North Central","CENS-D3","40-44 years","40-44","Private Insurance","2","3rd month","03",4216,12.63
,"2024","2024","Division 3: East North Central","CENS-D3","40-44 years","40-44","Private Insurance","2","4th month","04",813,11.07
,"2024","2024","Division 3: East North Central","CENS-D3","40-44 years","40-44","Private Insurance","2","5th month","05",299,9.22
,"2024","2024","Division 3: East North Central","CENS-D3","40-44 years","40-44","Private Insurance","2","6th month","06",167,8.88
,"2024","2024","Division 3: East North Central","CENS-D3","40-44 years","40-44","Private Insurance","2","7th month","07",181,7.19
,"2024","2024","Division 3: East North Central","CENS-D3","40-44 years","40-44","Private Insurance","2","8th month","08",88,5.31
,"2024","2024","Division 3: East North Central","CENS-D3","40-44 years","40-44","Private Insurance","2","9th month","09",23,4.26
,"2024","2024","Division 3: East North Central","CENS-D3","40-44 years","40-44","Private Insurance","2","Unknown or Not Stated","99",137,11.64
,"2024","2024","Division 3: East North Central","CENS-D3","40-44 years","40-44","Self Pay","3","No prenatal care","00",55,0.00
,"2024","2024","Division 3: East North Central","CENS-D3","40-44 years","40-44","Self Pay","3","1st month","01",11,10.45
,"2024","2024","Division 3: East North Central","CENS-D3","40-44 years","40-44","Self Pay","3","2nd month","02",88,11.42
,"2024","2024","Division 3: East North Central","CENS-D3","40-44 years","40-44","Self Pay","3","3rd month","03",208,10.61
,"2024","2024","Division 3: East North Central","CENS-D3","40-44 years","40-44","Self Pay","3","4th month","04",142,8.71
,"2024","2024","Division 3: East North Central","CENS-D3","40-44 years","40-44","Self Pay","3","5th month","05",87,7.99
,"2024","2024","Division 3: East North Central","CENS-D3","40-44 years","40-44","Self Pay","3","6th month","06",86,5.99
,"2024","2024","Division 3: East North Central","CENS-D3","40-44 years","40-44","Self Pay","3","7th month","07",70,4.89
,"2024","2024","Division 3: East North Central","CENS-D3","40-44 years","40-44","Self Pay","3","8th month","08",60,3.68
,"2024","2024","Division 3: East North Central","CENS-D3","40-44 years","40-44","Self Pay","3","9th month","09",25,2.36
,"2024","2024","Division 3: East North Central","CENS-D3","40-44 years","40-44","Self Pay","3","Unknown or Not Stated","99",23,4.43
,"2024","2024","Division 3: East North Central","CENS-D3","40-44 years","40-44","Other","4","No prenatal care","00",12,0.00
,"2024","2024","Division 3: East North Central","CENS-D3","40-44 years","40-44","Other","4","2nd month","02",81,13.85
,"2024","2024","Division 3: East North Central","CENS-D3","40-44 years","40-44","Other","4","3rd month","03",118,12.49
,"2024","2024","Division 3: East North Central","CENS-D3","40-44 years","40-44","Other","4","4th month","04",46,10.11
,"2024","2024","Division 3: East North Central","CENS-D3","40-44 years","40-44","Other","4","5th month","05",26,8.92
,"2024","2024","Division 3: East North Central","CENS-D3","40-44 years","40-44","Other","4","6th month","06",11,7.00
,"2024","2024","Division 3: East North Central","CENS-D3","40-44 years","40-44","Unknown or Not Stated","9","2nd month","02",17,11.69
,"2024","2024","Division 3: East North Central","CENS-D3","40-44 years","40-44","Unknown or Not Stated","9","3rd month","03",30,12.23
,"2024","2024","Division 3: East North Central","CENS-D3","40-44 years","40-44","Unknown or Not Stated","9","Unknown or Not Stated","99",14,19.00
,"2024","2024","Division 3: East North Central","CENS-D3","45-49 years","45-49","Medicaid","1","2nd month","02",43,14.02
,"2024","2024","Division 3: East North Central","CENS-D3","45-49 years","45-49","Medicaid","1","3rd month","03",76,12.12
,"2024","2024","Division 3: East North Central","CENS-D3","45-49 years","45-49","Medicaid","1","4th month","04",43,11.05
,"2024","2024","Division 3: East North Central","CENS-D3","45-49 years","45-49","Medicaid","1","5th month","05",15,8.47
,"2024","2024","Division 3: East North Central","CENS-D3","45-49 years","45-49","Medicaid","1","6th month","06",14,7.79
,"2024","2024","Division 3: East North Central","CENS-D3","45-49 years","45-49","Medicaid","1","7th month","07",11,6.45
,"2024","2024","Division 3: East North Central","CENS-D3","45-49 years","45-49","Private Insurance","2","1st month","01",19,12.84
,"2024","2024","Division 3: East North Central","CENS-D3","45-49 years","45-49","Private Insurance","2","2nd month","02",186,14.44
,"2024","2024","Division 3: East North Central","CENS-D3","45-49 years","45-49","Private Insurance","2","3rd month","03",297,13.08
,"2024","2024","Division 3: East North Central","CENS-D3","45-49 years","45-49","Private Insurance","2","4th month","04",58,10.40
,"2024","2024","Division 3: East North Central","CENS-D3","45-49 years","45-49","Private Insurance","2","5th month","05",15,7.93
,"2024","2024","Division 3: East North Central","CENS-D3","45-49 years","45-49","Private Insurance","2","7th month","07",13,6.54
,"2024","2024","Division 3: East North Central","CENS-D3","45-49 years","45-49","Private Insurance","2","Unknown or Not Stated","99",11,10.00
,"2024","2024","Division 3: East North Central","CENS-D3","45-49 years","45-49","Self Pay","3","3rd month","03",18,10.67
,"2024","2024","Division 3: East North Central","CENS-D3","45-49 years","45-49","Self Pay","3","4th month","04",10,8.60
,"2024","2024","Division 3: East North Central","CENS-D3","50 years and over","50+","Private Insurance","2","2nd month","02",17,18.82
,"2024","2024","Division 3: East North Central","CENS-D3","50 years and over","50+","Private Insurance","2","3rd month","03",28,13.29
,"2024","2024","Division 4: West North Central","CENS-D4","Under 15 years","15","Medicaid","1","2nd month","02",15,11.20
,"2024","2024","Division 4: West North Central","CENS-D4","Under 15 years","15","Medicaid","1","3rd month","03",20,11.25
,"2024","2024","Division 4: West North Central","CENS-D4","Under 15 years","15","Medicaid","1","4th month","04",11,10.55
,"2024","2024","Division 4: West North Central","CENS-D4","Under 15 years","15","Medicaid","1","5th month","05",16,7.00
,"2024","2024","Division 4: West North Central","CENS-D4","Under 15 years","15","Medicaid","1","6th month","06",13,8.38
,"2024","2024","Division 4: West North Central","CENS-D4","15-19 years","15-19","Medicaid","1","No prenatal care","00",204,0.00
,"2024","2024","Division 4: West North Central","CENS-D4","15-19 years","15-19","Medicaid","1","1st month","01",119,12.38
,"2024","2024","Division 4: West North Central","CENS-D4","15-19 years","15-19","Medicaid","1","2nd month","02",1732,11.65
,"2024","2024","Division 4: West North Central","CENS-D4","15-19 years","15-19","Medicaid","1","3rd month","03",2180,10.78
,"2024","2024","Division 4: West North Central","CENS-D4","15-19 years","15-19","Medicaid","1","4th month","04",872,9.86
,"2024","2024","Division 4: West North Central","CENS-D4","15-19 years","15-19","Medicaid","1","5th month","05",572,8.06
,"2024","2024","Division 4: West North Central","CENS-D4","15-19 years","15-19","Medicaid","1","6th month","06",341,7.13
,"2024","2024","Division 4: West North Central","CENS-D4","15-19 years","15-19","Medicaid","1","7th month","07",266,6.19
,"2024","2024","Division 4: West North Central","CENS-D4","15-19 years","15-19","Medicaid","1","8th month","08",179,4.49
,"2024","2024","Division 4: West North Central","CENS-D4","15-19 years","15-19","Medicaid","1","9th month","09",90,2.47
,"2024","2024","Division 4: West North Central","CENS-D4","15-19 years","15-19","Medicaid","1","Unknown or Not Stated","99",68,6.69
,"2024","2024","Division 4: West North Central","CENS-D4","15-19 years","15-19","Private Insurance","2","No prenatal care","00",38,0.00
,"2024","2024","Division 4: West North Central","CENS-D4","15-19 years","15-19","Private Insurance","2","1st month","01",35,11.74
,"2024","2024","Division 4: West North Central","CENS-D4","15-19 years","15-19","Private Insurance","2","2nd month","02",555,11.96
,"2024","2024","Division 4: West North Central","CENS-D4","15-19 years","15-19","Private Insurance","2","3rd month","03",678,11.29
,"2024","2024","Division 4: West North Central","CENS-D4","15-19 years","15-19","Private Insurance","2","4th month","04",190,10.29
,"2024","2024","Division 4: West North Central","CENS-D4","15-19 years","15-19","Private Insurance","2","5th month","05",125,8.76
,"2024","2024","Division 4: West North Central","CENS-D4","15-19 years","15-19","Private Insurance","2","6th month","06",68,8.23
,"2024","2024","Division 4: West North Central","CENS-D4","15-19 years","15-19","Private Insurance","2","7th month","07",54,6.24
,"2024","2024","Division 4: West North Central","CENS-D4","15-19 years","15-19","Private Insurance","2","8th month","08",41,4.61
,"2024","2024","Division 4: West North Central","CENS-D4","15-19 years","15-19","Private Insurance","2","9th month","09",27,4.00
,"2024","2024","Division 4: West North Central","CENS-D4","15-19 years","15-19","Private Insurance","2","Unknown or Not Stated","99",14,6.40
,"2024","2024","Division 4: West North Central","CENS-D4","15-19 years","15-19","Self Pay","3","No prenatal care","00",55,0.00
,"2024","2024","Division 4: West North Central","CENS-D4","15-19 years","15-19","Self Pay","3","2nd month","02",68,10.94
,"2024","2024","Division 4: West North Central","CENS-D4","15-19 years","15-19","Self Pay","3","3rd month","03",96,10.02
,"2024","2024","Division 4: West North Central","CENS-D4","15-19 years","15-19","Self Pay","3","4th month","04",64,9.05
,"2024","2024","Division 4: West North Central","CENS-D4","15-19 years","15-19","Self Pay","3","5th month","05",52,7.88
,"2024","2024","Division 4: West North Central","CENS-D4","15-19 years","15-19","Self Pay","3","6th month","06",55,6.60
,"2024","2024","Division 4: West North Central","CENS-D4","15-19 years","15-19","Self Pay","3","7th month","07",24,6.29
,"2024","2024","Division 4: West North Central","CENS-D4","15-19 years","15-19","Self Pay","3","8th month","08",35,3.85
,"2024","2024","Division 4: West North Central","CENS-D4","15-19 years","15-19","Self Pay","3","9th month","09",15,3.00
,"2024","2024","Division 4: West North Central","CENS-D4","15-19 years","15-19","Other","4","2nd month","02",55,11.67
,"2024","2024","Division 4: West North Central","CENS-D4","15-19 years","15-19","Other","4","3rd month","03",57,9.32
,"2024","2024","Division 4: West North Central","CENS-D4","15-19 years","15-19","Other","4","4th month","04",28,8.64
,"2024","2024","Division 4: West North Central","CENS-D4","15-19 years","15-19","Other","4","6th month","06",13,5.46
,"2024","2024","Division 4: West North Central","CENS-D4","15-19 years","15-19","Unknown or Not Stated","9","2nd month","02",13,11.83
,"2024","2024","Division 4: West North Central","CENS-D4","15-19 years","15-19","Unknown or Not Stated","9","3rd month","03",23,10.43
,"2024","2024","Division 4: West North Central","CENS-D4","15-19 years","15-19","Unknown or Not Stated","9","4th month","04",11,8.82
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Medicaid","1","No prenatal care","00",526,0.00
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Medicaid","1","1st month","01",503,12.82
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Medicaid","1","2nd month","02",7210,12.03
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Medicaid","1","3rd month","03",8150,10.97
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Medicaid","1","4th month","04",2602,9.49
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Medicaid","1","5th month","05",1490,8.06
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Medicaid","1","6th month","06",888,7.06
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Medicaid","1","7th month","07",615,6.25
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Medicaid","1","8th month","08",485,4.39
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Medicaid","1","9th month","09",224,2.80
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Medicaid","1","Unknown or Not Stated","99",205,7.21
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Private Insurance","2","No prenatal care","00",114,0.00
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Private Insurance","2","1st month","01",331,13.23
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Private Insurance","2","2nd month","02",6084,12.18
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Private Insurance","2","3rd month","03",6411,11.49
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Private Insurance","2","4th month","04",1189,10.23
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Private Insurance","2","5th month","05",482,8.84
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Private Insurance","2","6th month","06",271,7.87
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Private Insurance","2","7th month","07",213,7.01
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Private Insurance","2","8th month","08",144,5.04
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Private Insurance","2","9th month","09",42,3.45
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Private Insurance","2","Unknown or Not Stated","99",86,7.65
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Self Pay","3","No prenatal care","00",190,0.00
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Self Pay","3","1st month","01",25,11.20
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Self Pay","3","2nd month","02",476,10.95
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Self Pay","3","3rd month","03",674,10.29
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Self Pay","3","4th month","04",340,8.48
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Self Pay","3","5th month","05",218,6.96
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Self Pay","3","6th month","06",145,6.49
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Self Pay","3","7th month","07",100,5.12
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Self Pay","3","8th month","08",83,3.59
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Self Pay","3","9th month","09",51,2.08
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Self Pay","3","Unknown or Not Stated","99",49,5.47
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Other","4","No prenatal care","00",25,0.00
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Other","4","1st month","01",39,12.36
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Other","4","2nd month","02",539,11.93
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Other","4","3rd month","03",563,10.92
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Other","4","4th month","04",131,9.31
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Other","4","5th month","05",77,7.64
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Other","4","6th month","06",50,6.86
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Other","4","7th month","07",44,5.89
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Other","4","8th month","08",44,4.39
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Other","4","9th month","09",23,3.17
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Other","4","Unknown or Not Stated","99",12,6.00
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Unknown or Not Stated","9","No prenatal care","00",21,0.00
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Unknown or Not Stated","9","2nd month","02",91,11.76
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Unknown or Not Stated","9","3rd month","03",80,10.43
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Unknown or Not Stated","9","4th month","04",40,8.47
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Unknown or Not Stated","9","5th month","05",25,7.17
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Unknown or Not Stated","9","6th month","06",18,5.67
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Unknown or Not Stated","9","7th month","07",12,6.08
,"2024","2024","Division 4: West North Central","CENS-D4","20-24 years","20-24","Unknown or Not Stated","9","Unknown or Not Stated","99",18,5.60
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Medicaid","1","No prenatal care","00",581,0.00
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Medicaid","1","1st month","01",502,12.94
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Medicaid","1","2nd month","02",7889,12.12
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Medicaid","1","3rd month","03",9316,11.08
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Medicaid","1","4th month","04",2875,9.62
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Medicaid","1","5th month","05",1509,8.00
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Medicaid","1","6th month","06",903,7.07
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Medicaid","1","7th month","07",625,6.04
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Medicaid","1","8th month","08",492,4.49
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Medicaid","1","9th month","09",232,2.53
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Medicaid","1","Unknown or Not Stated","99",198,8.14
,"2024","2024","Division 4: West North Central","CENS-D4","25-29 years","25-29","Private Insurance","2","No prenatal care","00",147,0.00
