"Notes","Year","Year Code","State of Residence","State of Residence Code","Delivery Method","Delivery Method Code","Previous Cesarean Delivery","Previous Cesarean Delivery Code","Maternal Morbidity Checked","Maternal Morbidity Checked Code",Births
,"2020","2020","South Dakota","46","Vaginal","1","No","2","Unknown or Not Stated","9",10
,"2020","2020","South Dakota","46","Cesarean","2","Yes","1","None checked","1",1164
,"2020","2020","South Dakota","46","Cesarean","2","No","2","At least one checked","0",17
,"2020","2020","South Dakota","46","Cesarean","2","No","2","None checked","1",1509
,"2020","2020","Tennessee","47","Vaginal","1","Yes","1","At least one checked","0",40
,"2020","2020","Tennessee","47","Vaginal","1","Yes","1","None checked","1",1491
,"2020","2020","Tennessee","47","Vaginal","1","No","2","At least one checked","0",1295
,"2020","2020","Tennessee","47","Vaginal","1","No","2","None checked","1",50582
,"2020","2020","Tennessee","47","Cesarean","2","Yes","1","At least one checked","0",126
,"2020","2020","Tennessee","47","Cesarean","2","Yes","1","None checked","1",10478
,"2020","2020","Tennessee","47","Cesarean","2","No","2","At least one checked","0",229
,"2020","2020","Tennessee","47","Cesarean","2","No","2","None checked","1",14439
,"2020","2020","Texas","48","Vaginal","1","Yes","1","At least one checked","0",50
,"2020","2020","Texas","48","Vaginal","1","Yes","1","None checked","1",5495
,"2020","2020","Texas","48","Vaginal","1","No","2","At least one checked","0",1735
,"2020","2020","Texas","48","Vaginal","1","No","2","None checked","1",232653
,"2020","2020","Texas","48","Vaginal","1","Unknown or Not Stated","9","None checked","1",336
,"2020","2020","Texas","48","Cesarean","2","Yes","1","At least one checked","0",394
,"2020","2020","Texas","48","Cesarean","2","Yes","1","None checked","1",53700
,"2020","2020","Texas","48","Cesarean","2","No","2","At least one checked","0",595
,"2020","2020","Texas","48","Cesarean","2","No","2","None checked","1",72827
,"2020","2020","Texas","48","Cesarean","2","Unknown or Not Stated","9","None checked","1",57
,"2020","2020","Texas","48","Unknown or Not Stated","9","Yes","1","None checked","1",26
,"2020","2020","Texas","48","Unknown or Not Stated","9","No","2","None checked","1",214
,"2020","2020","Texas","48","Unknown or Not Stated","9","Unknown or Not Stated","9","None checked","1",85
,"2020","2020","Utah","49","Vaginal","1","Yes","1","At least one checked","0",47
,"2020","2020","Utah","49","Vaginal","1","Yes","1","None checked","1",1524
,"2020","2020","Utah","49","Vaginal","1","No","2","At least one checked","0",581
,"2020","2020","Utah","49","Vaginal","1","No","2","None checked","1",32987
,"2020","2020","Utah","49","Cesarean","2","Yes","1","At least one checked","0",113
,"2020","2020","Utah","49","Cesarean","2","Yes","1","None checked","1",4588
,"2020","2020","Utah","49","Cesarean","2","No","2","At least one checked","0",155
,"2020","2020","Utah","49","Cesarean","2","No","2","None checked","1",5706
,"2020","2020","Vermont","50","Vaginal","1","Yes","1","None checked","1",163
,"2020","2020","Vermont","50","Vaginal","1","No","2","At least one checked","0",79
,"2020","2020","Vermont","50","Vaginal","1","No","2","None checked","1",3502
,"2020","2020","Vermont","50","Cesarean","2","Yes","1","None checked","1",483
,"2020","2020","Vermont","50","Cesarean","2","No","2","At least one checked","0",14
,"2020","2020","Vermont","50","Cesarean","2","No","2","None checked","1",880
,"2020","2020","Virginia","51","Vaginal","1","Yes","1","At least one checked","0",28
,"2020","2020","Virginia","51","Vaginal","1","Yes","1","None checked","1",2396
,"2020","2020","Virginia","51","Vaginal","1","No","2","At least one checked","0",427
,"2020","2020","Virginia","51","Vaginal","1","No","2","None checked","1",61016
,"2020","2020","Virginia","51","Cesarean","2","Yes","1","At least one checked","0",69
,"2020","2020","Virginia","51","Cesarean","2","Yes","1","None checked","1",13876
,"2020","2020","Virginia","51","Cesarean","2","No","2","At least one checked","0",104
,"2020","2020","Virginia","51","Cesarean","2","No","2","None checked","1",16780
,"2020","2020","Virginia","51","Unknown or Not Stated","9","No","2","None checked","1",35
,"2020","2020","Washington","53","Vaginal","1","Yes","1","At least one checked","0",49
,"2020","2020","Washington","53","Vaginal","1","Yes","1","None checked","1",2096
,"2020","2020","Washington","53","Vaginal","1","Yes","1","Unknown or Not Stated","9",16
,"2020","2020","Washington","53","Vaginal","1","No","2","At least one checked","0",867
,"2020","2020","Washington","53","Vaginal","1","No","2","None checked","1",55713
,"2020","2020","Washington","53","Vaginal","1","No","2","Unknown or Not Stated","9",142
,"2020","2020","Washington","53","Vaginal","1","Unknown or Not Stated","9","None checked","1",200
,"2020","2020","Washington","53","Vaginal","1","Unknown or Not Stated","9","Unknown or Not Stated","9",166
,"2020","2020","Washington","53","Cesarean","2","Yes","1","At least one checked","0",108
,"2020","2020","Washington","53","Cesarean","2","Yes","1","None checked","1",8963
,"2020","2020","Washington","53","Cesarean","2","Yes","1","Unknown or Not Stated","9",52
,"2020","2020","Washington","53","Cesarean","2","No","2","At least one checked","0",197
,"2020","2020","Washington","53","Cesarean","2","No","2","None checked","1",14128
,"2020","2020","Washington","53","Cesarean","2","No","2","Unknown or Not Stated","9",48
,"2020","2020","Washington","53","Cesarean","2","Unknown or Not Stated","9","None checked","1",80
,"2020","2020","Washington","53","Cesarean","2","Unknown or Not Stated","9","Unknown or Not Stated","9",67
,"2020","2020","Washington","53","Unknown or Not Stated","9","Yes","1","None checked","1",12
,"2020","2020","Washington","53","Unknown or Not Stated","9","No","2","None checked","1",105
,"2020","2020","Washington","53","Unknown or Not Stated","9","No","2","Unknown or Not Stated","9",11
,"2020","2020","Washington","53","Unknown or Not Stated","9","Unknown or Not Stated","9","Unknown or Not Stated","9",49
,"2020","2020","West Virginia","54","Vaginal","1","Yes","1","None checked","1",247
,"2020","2020","West Virginia","54","Vaginal","1","No","2","At least one checked","0",137
,"2020","2020","West Virginia","54","Vaginal","1","No","2","None checked","1",10867
,"2020","2020","West Virginia","54","Vaginal","1","No","2","Unknown or Not Stated","9",66
,"2020","2020","West Virginia","54","Vaginal","1","Unknown or Not Stated","9","None checked","1",70
,"2020","2020","West Virginia","54","Cesarean","2","Yes","1","At least one checked","0",33
,"2020","2020","West Virginia","54","Cesarean","2","Yes","1","None checked","1",2350
,"2020","2020","West Virginia","54","Cesarean","2","Yes","1","Unknown or Not Stated","9",23
,"2020","2020","West Virginia","54","Cesarean","2","No","2","At least one checked","0",47
,"2020","2020","West Virginia","54","Cesarean","2","No","2","None checked","1",3389
,"2020","2020","West Virginia","54","Cesarean","2","No","2","Unknown or Not Stated","9",63
,"2020","2020","West Virginia","54","Cesarean","2","Unknown or Not Stated","9","None checked","1",14
,"2020","2020","Wisconsin","55","Vaginal","1","Yes","1","At least one checked","0",63
,"2020","2020","Wisconsin","55","Vaginal","1","Yes","1","None checked","1",1764
,"2020","2020","Wisconsin","55","Vaginal","1","No","2","At least one checked","0",967
,"2020","2020","Wisconsin","55","Vaginal","1","No","2","None checked","1",41515
,"2020","2020","Wisconsin","55","Vaginal","1","No","2","Unknown or Not Stated","9",48
,"2020","2020","Wisconsin","55","Vaginal","1","Unknown or Not Stated","9","None checked","1",50
,"2020","2020","Wisconsin","55","Cesarean","2","Yes","1","At least one checked","0",84
,"2020","2020","Wisconsin","55","Cesarean","2","Yes","1","None checked","1",6869
,"2020","2020","Wisconsin","55","Cesarean","2","No","2","At least one checked","0",152
,"2020","2020","Wisconsin","55","Cesarean","2","No","2","None checked","1",9018
,"2020","2020","Wisconsin","55","Unknown or Not Stated","9","No","2","None checked","1",23
,"2020","2020","Wyoming","56","Vaginal","1","Yes","1","None checked","1",111
,"2020","2020","Wyoming","56","Vaginal","1","No","2","At least one checked","0",66
,"2020","2020","Wyoming","56","Vaginal","1","No","2","None checked","1",4335
,"2020","2020","Wyoming","56","Cesarean","2","Yes","1","None checked","1",720
,"2020","2020","Wyoming","56","Cesarean","2","No","2","At least one checked","0",13
,"2020","2020","Wyoming","56","Cesarean","2","No","2","None checked","1",875
,"2021","2021","Alabama","01","Vaginal","1","Yes","1","At least one checked","0",19
,"2021","2021","Alabama","01","Vaginal","1","Yes","1","None checked","1",926
,"2021","2021","Alabama","01","Vaginal","1","No","2","At least one checked","0",410
,"2021","2021","Alabama","01","Vaginal","1","No","2","None checked","1",36296
,"2021","2021","Alabama","01","Cesarean","2","Yes","1","At least one checked","0",109
,"2021","2021","Alabama","01","Cesarean","2","Yes","1","None checked","1",7514
,"2021","2021","Alabama","01","Cesarean","2","No","2","At least one checked","0",166
,"2021","2021","Alabama","01","Cesarean","2","No","2","None checked","1",12609
,"2021","2021","Alaska","02","Vaginal","1","Yes","1","None checked","1",247
,"2021","2021","Alaska","02","Vaginal","1","No","2","At least one checked","0",190
,"2021","2021","Alaska","02","Vaginal","1","No","2","None checked","1",6581
,"2021","2021","Alaska","02","Vaginal","1","No","2","Unknown or Not Stated","9",18
,"2021","2021","Alaska","02","Vaginal","1","Unknown or Not Stated","9","None checked","1",44
,"2021","2021","Alaska","02","Cesarean","2","Yes","1","At least one checked","0",16
,"2021","2021","Alaska","02","Cesarean","2","Yes","1","None checked","1",818
,"2021","2021","Alaska","02","Cesarean","2","No","2","At least one checked","0",34
,"2021","2021","Alaska","02","Cesarean","2","No","2","None checked","1",1384
,"2021","2021","Arizona","04","Vaginal","1","Yes","1","At least one checked","0",27
,"2021","2021","Arizona","04","Vaginal","1","Yes","1","None checked","1",1904
,"2021","2021","Arizona","04","Vaginal","1","No","2","At least one checked","0",597
,"2021","2021","Arizona","04","Vaginal","1","No","2","None checked","1",53017
,"2021","2021","Arizona","04","Cesarean","2","Yes","1","At least one checked","0",156
,"2021","2021","Arizona","04","Cesarean","2","Yes","1","None checked","1",9041
,"2021","2021","Arizona","04","Cesarean","2","No","2","At least one checked","0",255
,"2021","2021","Arizona","04","Cesarean","2","No","2","None checked","1",12916
,"2021","2021","Arkansas","05","Vaginal","1","Yes","1","At least one checked","0",13
,"2021","2021","Arkansas","05","Vaginal","1","Yes","1","None checked","1",500
,"2021","2021","Arkansas","05","Vaginal","1","No","2","At least one checked","0",354
,"2021","2021","Arkansas","05","Vaginal","1","No","2","None checked","1",22749
,"2021","2021","Arkansas","05","Cesarean","2","Yes","1","At least one checked","0",53
,"2021","2021","Arkansas","05","Cesarean","2","Yes","1","None checked","1",5029
,"2021","2021","Arkansas","05","Cesarean","2","No","2","At least one checked","0",89
,"2021","2021","Arkansas","05","Cesarean","2","No","2","None checked","1",7168
,"2021","2021","California","06","Vaginal","1","Yes","1","At least one checked","0",194
,"2021","2021","California","06","Vaginal","1","Yes","1","None checked","1",8202
,"2021","2021","California","06","Vaginal","1","No","2","At least one checked","0",3540
,"2021","2021","California","06","Vaginal","1","No","2","None checked","1",278529
,"2021","2021","California","06","Vaginal","1","No","2","Unknown or Not Stated","9",513
,"2021","2021","California","06","Vaginal","1","Unknown or Not Stated","9","None checked","1",11
,"2021","2021","California","06","Vaginal","1","Unknown or Not Stated","9","Unknown or Not Stated","9",210
,"2021","2021","California","06","Cesarean","2","Yes","1","At least one checked","0",485
,"2021","2021","California","06","Cesarean","2","Yes","1","None checked","1",56887
,"2021","2021","California","06","Cesarean","2","Yes","1","Unknown or Not Stated","9",25
,"2021","2021","California","06","Cesarean","2","No","2","At least one checked","0",760
,"2021","2021","California","06","Cesarean","2","No","2","None checked","1",71182
,"2021","2021","California","06","Cesarean","2","No","2","Unknown or Not Stated","9",42
,"2021","2021","California","06","Cesarean","2","Unknown or Not Stated","9","Unknown or Not Stated","9",13
,"2021","2021","Colorado","08","Vaginal","1","Yes","1","At least one checked","0",38
,"2021","2021","Colorado","08","Vaginal","1","Yes","1","None checked","1",1588
,"2021","2021","Colorado","08","Vaginal","1","No","2","At least one checked","0",619
,"2021","2021","Colorado","08","Vaginal","1","No","2","None checked","1",43475
,"2021","2021","Colorado","08","Cesarean","2","Yes","1","At least one checked","0",88
,"2021","2021","Colorado","08","Cesarean","2","Yes","1","None checked","1",5918
,"2021","2021","Colorado","08","Cesarean","2","No","2","At least one checked","0",133
,"2021","2021","Colorado","08","Cesarean","2","No","2","None checked","1",11072
,"2021","2021","Connecticut","09","Vaginal","1","Yes","1","At least one checked","0",16
,"2021","2021","Connecticut","09","Vaginal","1","Yes","1","None checked","1",823
,"2021","2021","Connecticut","09","Vaginal","1","No","2","At least one checked","0",357
,"2021","2021","Connecticut","09","Vaginal","1","No","2","None checked","1",21830
,"2021","2021","Connecticut","09","Vaginal","1","Unknown or Not Stated","9","None checked","1",25
,"2021","2021","Connecticut","09","Cesarean","2","Yes","1","At least one checked","0",70
,"2021","2021","Connecticut","09","Cesarean","2","Yes","1","None checked","1",4953
,"2021","2021","Connecticut","09","Cesarean","2","No","2","At least one checked","0",97
,"2021","2021","Connecticut","09","Cesarean","2","No","2","None checked","1",7491
,"2021","2021","Delaware","10","Vaginal","1","Yes","1","None checked","1",174
,"2021","2021","Delaware","10","Vaginal","1","No","2","At least one checked","0",116
,"2021","2021","Delaware","10","Vaginal","1","No","2","None checked","1",6782
,"2021","2021","Delaware","10","Vaginal","1","No","2","Unknown or Not Stated","9",27
,"2021","2021","Delaware","10","Vaginal","1","Unknown or Not Stated","9","None checked","1",22
,"2021","2021","Delaware","10","Cesarean","2","Yes","1","None checked","1",1236
,"2021","2021","Delaware","10","Cesarean","2","No","2","At least one checked","0",23
,"2021","2021","Delaware","10","Cesarean","2","No","2","None checked","1",2049
,"2021","2021","Delaware","10","Cesarean","2","No","2","Unknown or Not Stated","9",11
,"2021","2021","Delaware","10","Unknown or Not Stated","9","No","2","None checked","1",12
,"2021","2021","District of Columbia","11","Vaginal","1","Yes","1","None checked","1",251
,"2021","2021","District of Columbia","11","Vaginal","1","No","2","At least one checked","0",94
,"2021","2021","District of Columbia","11","Vaginal","1","No","2","None checked","1",5606
,"2021","2021","District of Columbia","11","Cesarean","2","Yes","1","None checked","1",807
,"2021","2021","District of Columbia","11","Cesarean","2","No","2","At least one checked","0",21
,"2021","2021","District of Columbia","11","Cesarean","2","No","2","None checked","1",1860
,"2021","2021","Florida","12","Vaginal","1","Yes","1","At least one checked","0",45
,"2021","2021","Florida","12","Vaginal","1","Yes","1","None checked","1",3541
,"2021","2021","Florida","12","Vaginal","1","No","2","At least one checked","0",1022
,"2021","2021","Florida","12","Vaginal","1","No","2","None checked","1",133414
,"2021","2021","Florida","12","Vaginal","1","No","2","Unknown or Not Stated","9",210
,"2021","2021","Florida","12","Vaginal","1","Unknown or Not Stated","9","None checked","1",209
,"2021","2021","Florida","12","Vaginal","1","Unknown or Not Stated","9","Unknown or Not Stated","9",165
,"2021","2021","Florida","12","Cesarean","2","Yes","1","At least one checked","0",236
,"2021","2021","Florida","12","Cesarean","2","Yes","1","None checked","1",29177
,"2021","2021","Florida","12","Cesarean","2","Yes","1","Unknown or Not Stated","9",33
,"2021","2021","Florida","12","Cesarean","2","No","2","At least one checked","0",465
,"2021","2021","Florida","12","Cesarean","2","No","2","None checked","1",47079
,"2021","2021","Florida","12","Cesarean","2","No","2","Unknown or Not Stated","9",139
,"2021","2021","Florida","12","Cesarean","2","Unknown or Not Stated","9","None checked","1",71
,"2021","2021","Florida","12","Cesarean","2","Unknown or Not Stated","9","Unknown or Not Stated","9",93
,"2021","2021","Florida","12","Unknown or Not Stated","9","Yes","1","None checked","1",12
,"2021","2021","Florida","12","Unknown or Not Stated","9","No","2","None checked","1",170
,"2021","2021","Florida","12","Unknown or Not Stated","9","No","2","Unknown or Not Stated","9",27
,"2021","2021","Florida","12","Unknown or Not Stated","9","Unknown or Not Stated","9","Unknown or Not Stated","9",128
,"2021","2021","Georgia","13","Vaginal","1","Yes","1","At least one checked","0",22
,"2021","2021","Georgia","13","Vaginal","1","Yes","1","None checked","1",1596
,"2021","2021","Georgia","13","Vaginal","1","No","2","At least one checked","0",786
,"2021","2021","Georgia","13","Vaginal","1","No","2","None checked","1",77929
,"2021","2021","Georgia","13","Vaginal","1","No","2","Unknown or Not Stated","9",74
,"2021","2021","Georgia","13","Vaginal","1","Unknown or Not Stated","9","None checked","1",91
,"2021","2021","Georgia","13","Vaginal","1","Unknown or Not Stated","9","Unknown or Not Stated","9",31
,"2021","2021","Georgia","13","Cesarean","2","Yes","1","At least one checked","0",202
,"2021","2021","Georgia","13","Cesarean","2","Yes","1","None checked","1",15335
,"2021","2021","Georgia","13","Cesarean","2","No","2","At least one checked","0",379
,"2021","2021","Georgia","13","Cesarean","2","No","2","None checked","1",27492
,"2021","2021","Georgia","13","Cesarean","2","No","2","Unknown or Not Stated","9",31
,"2021","2021","Georgia","13","Cesarean","2","Unknown or Not Stated","9","None checked","1",25
,"2021","2021","Georgia","13","Unknown or Not Stated","9","Yes","1","None checked","1",10
,"2021","2021","Georgia","13","Unknown or Not Stated","9","No","2","None checked","1",39
,"2021","2021","Georgia","13","Unknown or Not Stated","9","Unknown or Not Stated","9","Unknown or Not Stated","9",13
,"2021","2021","Hawaii","15","Vaginal","1","Yes","1","None checked","1",304
,"2021","2021","Hawaii","15","Vaginal","1","No","2","At least one checked","0",94
,"2021","2021","Hawaii","15","Vaginal","1","No","2","None checked","1",10891
,"2021","2021","Hawaii","15","Cesarean","2","Yes","1","At least one checked","0",11
,"2021","2021","Hawaii","15","Cesarean","2","Yes","1","None checked","1",1589
,"2021","2021","Hawaii","15","Cesarean","2","No","2","At least one checked","0",18
,"2021","2021","Hawaii","15","Cesarean","2","No","2","None checked","1",2704
,"2021","2021","Idaho","16","Vaginal","1","Yes","1","At least one checked","0",12
,"2021","2021","Idaho","16","Vaginal","1","Yes","1","None checked","1",526
,"2021","2021","Idaho","16","Vaginal","1","No","2","At least one checked","0",257
,"2021","2021","Idaho","16","Vaginal","1","No","2","None checked","1",16199
,"2021","2021","Idaho","16","Cesarean","2","Yes","1","At least one checked","0",27
,"2021","2021","Idaho","16","Cesarean","2","Yes","1","None checked","1",2181
,"2021","2021","Idaho","16","Cesarean","2","No","2","At least one checked","0",65
,"2021","2021","Idaho","16","Cesarean","2","No","2","None checked","1",3130
,"2021","2021","Illinois","17","Vaginal","1","Yes","1","At least one checked","0",67
,"2021","2021","Illinois","17","Vaginal","1","Yes","1","None checked","1",3260
,"2021","2021","Illinois","17","Vaginal","1","No","2","At least one checked","0",1420
,"2021","2021","Illinois","17","Vaginal","1","No","2","None checked","1",86048
,"2021","2021","Illinois","17","Vaginal","1","No","2","Unknown or Not Stated","9",47
,"2021","2021","Illinois","17","Vaginal","1","Unknown or Not Stated","9","None checked","1",71
,"2021","2021","Illinois","17","Vaginal","1","Unknown or Not Stated","9","Unknown or Not Stated","9",31
,"2021","2021","Illinois","17","Cesarean","2","Yes","1","At least one checked","0",306
,"2021","2021","Illinois","17","Cesarean","2","Yes","1","None checked","1",17003
,"2021","2021","Illinois","17","Cesarean","2","No","2","At least one checked","0",552
,"2021","2021","Illinois","17","Cesarean","2","No","2","None checked","1",23300
,"2021","2021","Illinois","17","Cesarean","2","No","2","Unknown or Not Stated","9",13
,"2021","2021","Illinois","17","Unknown or Not Stated","9","No","2","None checked","1",30
,"2021","2021","Indiana","18","Vaginal","1","Yes","1","At least one checked","0",27
,"2021","2021","Indiana","18","Vaginal","1","Yes","1","None checked","1",1586
,"2021","2021","Indiana","18","Vaginal","1","No","2","At least one checked","0",804
,"2021","2021","Indiana","18","Vaginal","1","No","2","None checked","1",52892
,"2021","2021","Indiana","18","Vaginal","1","No","2","Unknown or Not Stated","9",20
,"2021","2021","Indiana","18","Vaginal","1","Unknown or Not Stated","9","None checked","1",319
,"2021","2021","Indiana","18","Vaginal","1","Unknown or Not Stated","9","Unknown or Not Stated","9",12
,"2021","2021","Indiana","18","Cesarean","2","Yes","1","At least one checked","0",130
,"2021","2021","Indiana","18","Cesarean","2","Yes","1","None checked","1",9151
,"2021","2021","Indiana","18","Cesarean","2","No","2","At least one checked","0",251
,"2021","2021","Indiana","18","Cesarean","2","No","2","None checked","1",14607
,"2021","2021","Indiana","18","Cesarean","2","Unknown or Not Stated","9","At least one checked","0",14
,"2021","2021","Indiana","18","Cesarean","2","Unknown or Not Stated","9","None checked","1",100
,"2021","2021","Iowa","19","Vaginal","1","Yes","1","At least one checked","0",37
,"2021","2021","Iowa","19","Vaginal","1","Yes","1","None checked","1",854
,"2021","2021","Iowa","19","Vaginal","1","No","2","At least one checked","0",539
,"2021","2021","Iowa","19","Vaginal","1","No","2","None checked","1",24459
,"2021","2021","Iowa","19","Cesarean","2","Yes","1","At least one checked","0",116
,"2021","2021","Iowa","19","Cesarean","2","Yes","1","None checked","1",4302
,"2021","2021","Iowa","19","Cesarean","2","No","2","At least one checked","0",192
,"2021","2021","Iowa","19","Cesarean","2","No","2","None checked","1",6324
,"2021","2021","Kansas","20","Vaginal","1","Yes","1","At least one checked","0",11
,"2021","2021","Kansas","20","Vaginal","1","Yes","1","None checked","1",885
,"2021","2021","Kansas","20","Vaginal","1","No","2","At least one checked","0",300
,"2021","2021","Kansas","20","Vaginal","1","No","2","None checked","1",23231
,"2021","2021","Kansas","20","Cesarean","2","Yes","1","At least one checked","0",50
,"2021","2021","Kansas","20","Cesarean","2","Yes","1","None checked","1",4473
,"2021","2021","Kansas","20","Cesarean","2","No","2","At least one checked","0",56
,"2021","2021","Kansas","20","Cesarean","2","No","2","None checked","1",5687
,"2021","2021","Kentucky","21","Vaginal","1","Yes","1","At least one checked","0",14
,"2021","2021","Kentucky","21","Vaginal","1","Yes","1","None checked","1",982
,"2021","2021","Kentucky","21","Vaginal","1","No","2","At least one checked","0",462
,"2021","2021","Kentucky","21","Vaginal","1","No","2","None checked","1",32386
,"2021","2021","Kentucky","21","Vaginal","1","No","2","Unknown or Not Stated","9",40
,"2021","2021","Kentucky","21","Vaginal","1","Unknown or Not Stated","9","None checked","1",83
,"2021","2021","Kentucky","21","Vaginal","1","Unknown or Not Stated","9","Unknown or Not Stated","9",92
,"2021","2021","Kentucky","21","Cesarean","2","Yes","1","At least one checked","0",117
,"2021","2021","Kentucky","21","Cesarean","2","Yes","1","None checked","1",7731
,"2021","2021","Kentucky","21","Cesarean","2","No","2","At least one checked","0",159
,"2021","2021","Kentucky","21","Cesarean","2","No","2","None checked","1",10035
,"2021","2021","Kentucky","21","Cesarean","2","No","2","Unknown or Not Stated","9",19
,"2021","2021","Kentucky","21","Cesarean","2","Unknown or Not Stated","9","None checked","1",14
,"2021","2021","Kentucky","21","Cesarean","2","Unknown or Not Stated","9","Unknown or Not Stated","9",41
,"2021","2021","Kentucky","21","Unknown or Not Stated","9","No","2","None checked","1",16
,"2021","2021","Louisiana","22","Vaginal","1","Yes","1","At least one checked","0",17
,"2021","2021","Louisiana","22","Vaginal","1","Yes","1","None checked","1",974
,"2021","2021","Louisiana","22","Vaginal","1","No","2","At least one checked","0",394
,"2021","2021","Louisiana","22","Vaginal","1","No","2","None checked","1",34730
,"2021","2021","Louisiana","22","Cesarean","2","Yes","1","At least one checked","0",122
,"2021","2021","Louisiana","22","Cesarean","2","Yes","1","None checked","1",8932
,"2021","2021","Louisiana","22","Cesarean","2","No","2","At least one checked","0",177
,"2021","2021","Louisiana","22","Cesarean","2","No","2","None checked","1",12087
,"2021","2021","Maine","23","Vaginal","1","Yes","1","At least one checked","0",12
,"2021","2021","Maine","23","Vaginal","1","Yes","1","None checked","1",263
,"2021","2021","Maine","23","Vaginal","1","No","2","At least one checked","0",248
,"2021","2021","Maine","23","Vaginal","1","No","2","None checked","1",7769
,"2021","2021","Maine","23","Cesarean","2","Yes","1","At least one checked","0",12
,"2021","2021","Maine","23","Cesarean","2","Yes","1","None checked","1",1411
,"2021","2021","Maine","23","Cesarean","2","No","2","At least one checked","0",33
,"2021","2021","Maine","23","Cesarean","2","No","2","None checked","1",2246
,"2021","2021","Maryland","24","Vaginal","1","Yes","1","At least one checked","0",37
,"2021","2021","Maryland","24","Vaginal","1","Yes","1","None checked","1",1808
,"2021","2021","Maryland","24","Vaginal","1","No","2","At least one checked","0",606
,"2021","2021","Maryland","24","Vaginal","1","No","2","None checked","1",42319
,"2021","2021","Maryland","24","Vaginal","1","No","2","Unknown or Not Stated","9",33
,"2021","2021","Maryland","24","Vaginal","1","Unknown or Not Stated","9","None checked","1",29
,"2021","2021","Maryland","24","Cesarean","2","Yes","1","At least one checked","0",163
,"2021","2021","Maryland","24","Cesarean","2","Yes","1","None checked","1",9378
,"2021","2021","Maryland","24","Cesarean","2","No","2","At least one checked","0",268
,"2021","2021","Maryland","24","Cesarean","2","No","2","None checked","1",13613
,"2021","2021","Maryland","24","Cesarean","2","Unknown or Not Stated","9","None checked","1",11
,"2021","2021","Massachusetts","25","Vaginal","1","Yes","1","At least one checked","0",61
,"2021","2021","Massachusetts","25","Vaginal","1","Yes","1","None checked","1",1639
,"2021","2021","Massachusetts","25","Vaginal","1","No","2","At least one checked","0",976
,"2021","2021","Massachusetts","25","Vaginal","1","No","2","None checked","1",43999
,"2021","2021","Massachusetts","25","Cesarean","2","Yes","1","At least one checked","0",140
,"2021","2021","Massachusetts","25","Cesarean","2","Yes","1","None checked","1",8651
,"2021","2021","Massachusetts","25","Cesarean","2","No","2","At least one checked","0",208
,"2021","2021","Massachusetts","25","Cesarean","2","No","2","None checked","1",12756
,"2021","2021","Massachusetts","25","Unknown or Not Stated","9","No","2","None checked","1",13
,"2021","2021","Massachusetts","25","Unknown or Not Stated","9","No","2","Unknown or Not Stated","9",472
,"2021","2021","Massachusetts","25","Unknown or Not Stated","9","Unknown or Not Stated","9","Unknown or Not Stated","9",209
,"2021","2021","Michigan","26","Vaginal","1","Yes","1","At least one checked","0",59
,"2021","2021","Michigan","26","Vaginal","1","Yes","1","None checked","1",2202
,"2021","2021","Michigan","26","Vaginal","1","No","2","At least one checked","0",1014
,"2021","2021","Michigan","26","Vaginal","1","No","2","None checked","1",66549
,"2021","2021","Michigan","26","Vaginal","1","No","2","Unknown or Not Stated","9",102
,"2021","2021","Michigan","26","Vaginal","1","Unknown or Not Stated","9","None checked","1",68
,"2021","2021","Michigan","26","Vaginal","1","Unknown or Not Stated","9","Unknown or Not Stated","9",11
,"2021","2021","Michigan","26","Cesarean","2","Yes","1","At least one checked","0",169
,"2021","2021","Michigan","26","Cesarean","2","Yes","1","None checked","1",13483
,"2021","2021","Michigan","26","Cesarean","2","Yes","1","Unknown or Not Stated","9",20
,"2021","2021","Michigan","26","Cesarean","2","No","2","At least one checked","0",322
,"2021","2021","Michigan","26","Cesarean","2","No","2","None checked","1",20811
,"2021","2021","Michigan","26","Cesarean","2","No","2","Unknown or Not Stated","9",30
,"2021","2021","Michigan","26","Cesarean","2","Unknown or Not Stated","9","None checked","1",10
,"2021","2021","Michigan","26","Unknown or Not Stated","9","No","2","None checked","1",48
,"2021","2021","Michigan","26","Unknown or Not Stated","9","No","2","Unknown or Not Stated","9",24
,"2021","2021","Michigan","26","Unknown or Not Stated","9","Unknown or Not Stated","9","None checked","1",40
,"2021","2021","Michigan","26","Unknown or Not Stated","9","Unknown or Not Stated","9","Unknown or Not Stated","9",11
,"2021","2021","Minnesota","27","Vaginal","1","Yes","1","At least one checked","0",87
,"2021","2021","Minnesota","27","Vaginal","1","Yes","1","None checked","1",1986
,"2021","2021","Minnesota","27","Vaginal","1","No","2","At least one checked","0",882
,"2021","2021","Minnesota","27","Vaginal","1","No","2","None checked","1",42736
,"2021","2021","Minnesota","27","Vaginal","1","No","2","Unknown or Not Stated","9",20
,"2021","2021","Minnesota","27","Vaginal","1","Unknown or Not Stated","9","None checked","1",28
,"2021","2021","Minnesota","27","Cesarean","2","Yes","1","At least one checked","0",107
,"2021","2021","Minnesota","27","Cesarean","2","Yes","1","None checked","1",7398
,"2021","2021","Minnesota","27","Cesarean","2","No","2","At least one checked","0",180
,"2021","2021","Minnesota","27","Cesarean","2","No","2","None checked","1",10934
,"2021","2021","Minnesota","27","Unknown or Not Stated","9","No","2","None checked","1",34
,"2021","2021","Mississippi","28","Vaginal","1","Yes","1","None checked","1",481
