"Notes","Year","Year Code","State of Residence","State of Residence Code","Source of Payment for Delivery","Source of Payment for Delivery Code","Delivery Method","Delivery Method Code","Maternal Morbidity Checked","Maternal Morbidity Checked Code",Births
,"2019","2019","Maine","23","Private Insurance","2","Vaginal","1","None checked","1",4361
,"2019","2019","Maine","23","Private Insurance","2","Cesarean","2","At least one checked","0",19
,"2019","2019","Maine","23","Private Insurance","2","Cesarean","2","None checked","1",2002
,"2019","2019","Maine","23","Self Pay","3","Vaginal","1","None checked","1",464
,"2019","2019","Maine","23","Self Pay","3","Cesarean","2","None checked","1",74
,"2019","2019","Maine","23","Other","4","Vaginal","1","None checked","1",203
,"2019","2019","Maine","23","Other","4","Cesarean","2","None checked","1",109
,"2019","2019","Maine","23","Unknown or Not Stated","9","Vaginal","1","None checked","1",29
,"2019","2019","Maine","23","Unknown or Not Stated","9","Cesarean","2","None checked","1",10
,"2019","2019","Maryland","24","Medicaid","1","Vaginal","1","At least one checked","0",161
,"2019","2019","Maryland","24","Medicaid","1","Vaginal","1","None checked","1",18928
,"2019","2019","Maryland","24","Medicaid","1","Cesarean","2","At least one checked","0",145
,"2019","2019","Maryland","24","Medicaid","1","Cesarean","2","None checked","1",8949
,"2019","2019","Maryland","24","Private Insurance","2","Vaginal","1","At least one checked","0",463
,"2019","2019","Maryland","24","Private Insurance","2","Vaginal","1","None checked","1",24144
,"2019","2019","Maryland","24","Private Insurance","2","Cesarean","2","At least one checked","0",115
,"2019","2019","Maryland","24","Private Insurance","2","Cesarean","2","None checked","1",12613
,"2019","2019","Maryland","24","Self Pay","3","Vaginal","1","At least one checked","0",19
,"2019","2019","Maryland","24","Self Pay","3","Vaginal","1","None checked","1",1455
,"2019","2019","Maryland","24","Self Pay","3","Cesarean","2","At least one checked","0",11
,"2019","2019","Maryland","24","Self Pay","3","Cesarean","2","None checked","1",488
,"2019","2019","Maryland","24","Other","4","Vaginal","1","At least one checked","0",55
,"2019","2019","Maryland","24","Other","4","Vaginal","1","None checked","1",1595
,"2019","2019","Maryland","24","Other","4","Cesarean","2","None checked","1",693
,"2019","2019","Maryland","24","Unknown or Not Stated","9","Vaginal","1","None checked","1",207
,"2019","2019","Maryland","24","Unknown or Not Stated","9","Cesarean","2","None checked","1",98
,"2019","2019","Massachusetts","25","Medicaid","1","Vaginal","1","At least one checked","0",215
,"2019","2019","Massachusetts","25","Medicaid","1","Vaginal","1","None checked","1",14147
,"2019","2019","Massachusetts","25","Medicaid","1","Cesarean","2","At least one checked","0",118
,"2019","2019","Massachusetts","25","Medicaid","1","Cesarean","2","None checked","1",6564
,"2019","2019","Massachusetts","25","Private Insurance","2","Vaginal","1","At least one checked","0",635
,"2019","2019","Massachusetts","25","Private Insurance","2","Vaginal","1","None checked","1",30311
,"2019","2019","Massachusetts","25","Private Insurance","2","Cesarean","2","At least one checked","0",160
,"2019","2019","Massachusetts","25","Private Insurance","2","Cesarean","2","None checked","1",13973
,"2019","2019","Massachusetts","25","Self Pay","3","Vaginal","1","None checked","1",324
,"2019","2019","Massachusetts","25","Self Pay","3","Cesarean","2","None checked","1",123
,"2019","2019","Massachusetts","25","Other","4","Vaginal","1","At least one checked","0",17
,"2019","2019","Massachusetts","25","Other","4","Vaginal","1","None checked","1",1622
,"2019","2019","Massachusetts","25","Other","4","Cesarean","2","At least one checked","0",10
,"2019","2019","Massachusetts","25","Other","4","Cesarean","2","None checked","1",691
,"2019","2019","Massachusetts","25","Unknown or Not Stated","9","Vaginal","1","None checked","1",27
,"2019","2019","Massachusetts","25","Unknown or Not Stated","9","Cesarean","2","None checked","1",18
,"2019","2019","Massachusetts","25","Unknown or Not Stated","9","Unknown or Not Stated","9","Unknown or Not Stated","9",140
,"2019","2019","Michigan","26","Medicaid","1","Vaginal","1","At least one checked","0",288
,"2019","2019","Michigan","26","Medicaid","1","Vaginal","1","None checked","1",29820
,"2019","2019","Michigan","26","Medicaid","1","Vaginal","1","Unknown or Not Stated","9",37
,"2019","2019","Michigan","26","Medicaid","1","Cesarean","2","At least one checked","0",202
,"2019","2019","Michigan","26","Medicaid","1","Cesarean","2","None checked","1",13667
,"2019","2019","Michigan","26","Medicaid","1","Cesarean","2","Unknown or Not Stated","9",18
,"2019","2019","Michigan","26","Private Insurance","2","Vaginal","1","At least one checked","0",813
,"2019","2019","Michigan","26","Private Insurance","2","Vaginal","1","None checked","1",40040
,"2019","2019","Michigan","26","Private Insurance","2","Vaginal","1","Unknown or Not Stated","9",32
,"2019","2019","Michigan","26","Private Insurance","2","Cesarean","2","At least one checked","0",182
,"2019","2019","Michigan","26","Private Insurance","2","Cesarean","2","None checked","1",19854
,"2019","2019","Michigan","26","Private Insurance","2","Cesarean","2","Unknown or Not Stated","9",22
,"2019","2019","Michigan","26","Self Pay","3","Vaginal","1","At least one checked","0",24
,"2019","2019","Michigan","26","Self Pay","3","Vaginal","1","None checked","1",1434
,"2019","2019","Michigan","26","Self Pay","3","Cesarean","2","None checked","1",256
,"2019","2019","Michigan","26","Other","4","Vaginal","1","At least one checked","0",14
,"2019","2019","Michigan","26","Other","4","Vaginal","1","None checked","1",600
,"2019","2019","Michigan","26","Other","4","Cesarean","2","None checked","1",240
,"2019","2019","Michigan","26","Unknown or Not Stated","9","Vaginal","1","None checked","1",234
,"2019","2019","Michigan","26","Unknown or Not Stated","9","Cesarean","2","None checked","1",60
,"2019","2019","Minnesota","27","Medicaid","1","Vaginal","1","At least one checked","0",254
,"2019","2019","Minnesota","27","Medicaid","1","Vaginal","1","None checked","1",15417
,"2019","2019","Minnesota","27","Medicaid","1","Cesarean","2","At least one checked","0",107
,"2019","2019","Minnesota","27","Medicaid","1","Cesarean","2","None checked","1",5695
,"2019","2019","Minnesota","27","Private Insurance","2","Vaginal","1","At least one checked","0",721
,"2019","2019","Minnesota","27","Private Insurance","2","Vaginal","1","None checked","1",29051
,"2019","2019","Minnesota","27","Private Insurance","2","Cesarean","2","At least one checked","0",162
,"2019","2019","Minnesota","27","Private Insurance","2","Cesarean","2","None checked","1",11646
,"2019","2019","Minnesota","27","Self Pay","3","Vaginal","1","At least one checked","0",30
,"2019","2019","Minnesota","27","Self Pay","3","Vaginal","1","None checked","1",1360
,"2019","2019","Minnesota","27","Self Pay","3","Cesarean","2","None checked","1",244
,"2019","2019","Minnesota","27","Self Pay","3","Unknown or Not Stated","9","None checked","1",23
,"2019","2019","Minnesota","27","Other","4","Vaginal","1","At least one checked","0",17
,"2019","2019","Minnesota","27","Other","4","Vaginal","1","None checked","1",789
,"2019","2019","Minnesota","27","Other","4","Cesarean","2","None checked","1",337
,"2019","2019","Minnesota","27","Unknown or Not Stated","9","Vaginal","1","None checked","1",77
,"2019","2019","Minnesota","27","Unknown or Not Stated","9","Cesarean","2","None checked","1",17
,"2019","2019","Minnesota","27","Unknown or Not Stated","9","Unknown or Not Stated","9","None checked","1",10
,"2019","2019","Minnesota","27","Unknown or Not Stated","9","Unknown or Not Stated","9","Unknown or Not Stated","9",22
,"2019","2019","Mississippi","28","Medicaid","1","Vaginal","1","At least one checked","0",119
,"2019","2019","Mississippi","28","Medicaid","1","Vaginal","1","None checked","1",13650
,"2019","2019","Mississippi","28","Medicaid","1","Cesarean","2","At least one checked","0",103
,"2019","2019","Mississippi","28","Medicaid","1","Cesarean","2","None checked","1",8561
,"2019","2019","Mississippi","28","Private Insurance","2","Vaginal","1","At least one checked","0",121
,"2019","2019","Mississippi","28","Private Insurance","2","Vaginal","1","None checked","1",7297
,"2019","2019","Mississippi","28","Private Insurance","2","Cesarean","2","At least one checked","0",27
,"2019","2019","Mississippi","28","Private Insurance","2","Cesarean","2","None checked","1",4857
,"2019","2019","Mississippi","28","Self Pay","3","Vaginal","1","At least one checked","0",11
,"2019","2019","Mississippi","28","Self Pay","3","Vaginal","1","None checked","1",997
,"2019","2019","Mississippi","28","Self Pay","3","Cesarean","2","None checked","1",337
,"2019","2019","Mississippi","28","Other","4","Vaginal","1","None checked","1",315
,"2019","2019","Mississippi","28","Other","4","Cesarean","2","None checked","1",187
,"2019","2019","Mississippi","28","Unknown or Not Stated","9","Vaginal","1","None checked","1",17
,"2019","2019","Missouri","29","Medicaid","1","Vaginal","1","At least one checked","0",183
,"2019","2019","Missouri","29","Medicaid","1","Vaginal","1","None checked","1",19168
,"2019","2019","Missouri","29","Medicaid","1","Cesarean","2","At least one checked","0",126
,"2019","2019","Missouri","29","Medicaid","1","Cesarean","2","None checked","1",7991
,"2019","2019","Missouri","29","Medicaid","1","Unknown or Not Stated","9","None checked","1",28
,"2019","2019","Missouri","29","Private Insurance","2","Vaginal","1","At least one checked","0",458
,"2019","2019","Missouri","29","Private Insurance","2","Vaginal","1","None checked","1",26634
,"2019","2019","Missouri","29","Private Insurance","2","Cesarean","2","At least one checked","0",131
,"2019","2019","Missouri","29","Private Insurance","2","Cesarean","2","None checked","1",12381
,"2019","2019","Missouri","29","Private Insurance","2","Unknown or Not Stated","9","None checked","1",26
,"2019","2019","Missouri","29","Self Pay","3","Vaginal","1","At least one checked","0",25
,"2019","2019","Missouri","29","Self Pay","3","Vaginal","1","None checked","1",2295
,"2019","2019","Missouri","29","Self Pay","3","Cesarean","2","At least one checked","0",12
,"2019","2019","Missouri","29","Self Pay","3","Cesarean","2","None checked","1",443
,"2019","2019","Missouri","29","Self Pay","3","Unknown or Not Stated","9","None checked","1",20
,"2019","2019","Missouri","29","Other","4","Vaginal","1","At least one checked","0",26
,"2019","2019","Missouri","29","Other","4","Vaginal","1","None checked","1",975
,"2019","2019","Missouri","29","Other","4","Cesarean","2","None checked","1",286
,"2019","2019","Missouri","29","Other","4","Unknown or Not Stated","9","None checked","1",14
,"2019","2019","Missouri","29","Unknown or Not Stated","9","Vaginal","1","None checked","1",601
,"2019","2019","Missouri","29","Unknown or Not Stated","9","Cesarean","2","None checked","1",267
,"2019","2019","Missouri","29","Unknown or Not Stated","9","Unknown or Not Stated","9","None checked","1",20
,"2019","2019","Montana","30","Medicaid","1","Vaginal","1","At least one checked","0",42
,"2019","2019","Montana","30","Medicaid","1","Vaginal","1","None checked","1",3208
,"2019","2019","Montana","30","Medicaid","1","Cesarean","2","At least one checked","0",32
,"2019","2019","Montana","30","Medicaid","1","Cesarean","2","None checked","1",1269
,"2019","2019","Montana","30","Private Insurance","2","Vaginal","1","At least one checked","0",84
,"2019","2019","Montana","30","Private Insurance","2","Vaginal","1","None checked","1",3573
,"2019","2019","Montana","30","Private Insurance","2","Cesarean","2","At least one checked","0",18
,"2019","2019","Montana","30","Private Insurance","2","Cesarean","2","None checked","1",1534
,"2019","2019","Montana","30","Self Pay","3","Vaginal","1","At least one checked","0",10
,"2019","2019","Montana","30","Self Pay","3","Vaginal","1","None checked","1",605
,"2019","2019","Montana","30","Self Pay","3","Cesarean","2","None checked","1",112
,"2019","2019","Montana","30","Other","4","Vaginal","1","None checked","1",384
,"2019","2019","Montana","30","Other","4","Cesarean","2","None checked","1",178
,"2019","2019","Nebraska","31","Medicaid","1","Vaginal","1","At least one checked","0",103
,"2019","2019","Nebraska","31","Medicaid","1","Vaginal","1","None checked","1",5974
,"2019","2019","Nebraska","31","Medicaid","1","Cesarean","2","At least one checked","0",49
,"2019","2019","Nebraska","31","Medicaid","1","Cesarean","2","None checked","1",2377
,"2019","2019","Nebraska","31","Private Insurance","2","Vaginal","1","At least one checked","0",241
,"2019","2019","Nebraska","31","Private Insurance","2","Vaginal","1","None checked","1",9688
,"2019","2019","Nebraska","31","Private Insurance","2","Cesarean","2","At least one checked","0",55
,"2019","2019","Nebraska","31","Private Insurance","2","Cesarean","2","None checked","1",4243
,"2019","2019","Nebraska","31","Self Pay","3","Vaginal","1","At least one checked","0",10
,"2019","2019","Nebraska","31","Self Pay","3","Vaginal","1","None checked","1",711
,"2019","2019","Nebraska","31","Self Pay","3","Cesarean","2","None checked","1",177
,"2019","2019","Nebraska","31","Other","4","Vaginal","1","At least one checked","0",11
,"2019","2019","Nebraska","31","Other","4","Vaginal","1","None checked","1",568
,"2019","2019","Nebraska","31","Other","4","Cesarean","2","None checked","1",193
,"2019","2019","Nebraska","31","Unknown or Not Stated","9","Vaginal","1","None checked","1",238
,"2019","2019","Nebraska","31","Unknown or Not Stated","9","Cesarean","2","None checked","1",94
,"2019","2019","Nevada","32","Medicaid","1","Vaginal","1","At least one checked","0",86
,"2019","2019","Nevada","32","Medicaid","1","Vaginal","1","None checked","1",10033
,"2019","2019","Nevada","32","Medicaid","1","Cesarean","2","At least one checked","0",70
,"2019","2019","Nevada","32","Medicaid","1","Cesarean","2","None checked","1",4915
,"2019","2019","Nevada","32","Private Insurance","2","Vaginal","1","At least one checked","0",157
,"2019","2019","Nevada","32","Private Insurance","2","Vaginal","1","None checked","1",11113
,"2019","2019","Nevada","32","Private Insurance","2","Cesarean","2","At least one checked","0",60
,"2019","2019","Nevada","32","Private Insurance","2","Cesarean","2","None checked","1",5724
