"Notes","Year","Year Code","Census Division of Residence","Census Division of Residence Code","Age of Mother 9","Age of Mother 9 Code","Source of Payment for Delivery","Source of Payment for Delivery Code","Month Prenatal Care Began","Month Prenatal Care Began Code",Births,Average Number of Prenatal Visits
,"2019","2019","Division 7: West South Central","CENS-D7","30-34 years","30-34","Self Pay","3","5th month","05",489,8.80
,"2019","2019","Division 7: West South Central","CENS-D7","30-34 years","30-34","Self Pay","3","6th month","06",336,7.65
,"2019","2019","Division 7: West South Central","CENS-D7","30-34 years","30-34","Self Pay","3","7th month","07",314,6.49
,"2019","2019","Division 7: West South Central","CENS-D7","30-34 years","30-34","Self Pay","3","8th month","08",372,4.73
,"2019","2019","Division 7: West South Central","CENS-D7","30-34 years","30-34","Self Pay","3","9th month","09",165,2.75
,"2019","2019","Division 7: West South Central","CENS-D7","30-34 years","30-34","Self Pay","3","Unknown or Not Stated","99",150,5.93
,"2019","2019","Division 7: West South Central","CENS-D7","30-34 years","30-34","Other","4","No prenatal care","00",78,0.00
,"2019","2019","Division 7: West South Central","CENS-D7","30-34 years","30-34","Other","4","1st month","01",118,12.83
,"2019","2019","Division 7: West South Central","CENS-D7","30-34 years","30-34","Other","4","2nd month","02",540,13.02
,"2019","2019","Division 7: West South Central","CENS-D7","30-34 years","30-34","Other","4","3rd month","03",439,11.68
,"2019","2019","Division 7: West South Central","CENS-D7","30-34 years","30-34","Other","4","4th month","04",161,10.39
,"2019","2019","Division 7: West South Central","CENS-D7","30-34 years","30-34","Other","4","5th month","05",91,9.08
,"2019","2019","Division 7: West South Central","CENS-D7","30-34 years","30-34","Other","4","6th month","06",45,8.96
,"2019","2019","Division 7: West South Central","CENS-D7","30-34 years","30-34","Other","4","7th month","07",38,6.71
,"2019","2019","Division 7: West South Central","CENS-D7","30-34 years","30-34","Other","4","8th month","08",33,4.82
,"2019","2019","Division 7: West South Central","CENS-D7","30-34 years","30-34","Other","4","9th month","09",16,2.94
,"2019","2019","Division 7: West South Central","CENS-D7","30-34 years","30-34","Other","4","Unknown or Not Stated","99",33,7.00
,"2019","2019","Division 7: West South Central","CENS-D7","30-34 years","30-34","Unknown or Not Stated","9","No prenatal care","00",25,0.00
,"2019","2019","Division 7: West South Central","CENS-D7","30-34 years","30-34","Unknown or Not Stated","9","1st month","01",289,11.32
,"2019","2019","Division 7: West South Central","CENS-D7","30-34 years","30-34","Unknown or Not Stated","9","2nd month","02",721,11.93
,"2019","2019","Division 7: West South Central","CENS-D7","30-34 years","30-34","Unknown or Not Stated","9","3rd month","03",401,11.36
,"2019","2019","Division 7: West South Central","CENS-D7","30-34 years","30-34","Unknown or Not Stated","9","4th month","04",132,9.78
,"2019","2019","Division 7: West South Central","CENS-D7","30-34 years","30-34","Unknown or Not Stated","9","5th month","05",59,10.00
,"2019","2019","Division 7: West South Central","CENS-D7","30-34 years","30-34","Unknown or Not Stated","9","6th month","06",49,9.16
,"2019","2019","Division 7: West South Central","CENS-D7","30-34 years","30-34","Unknown or Not Stated","9","7th month","07",45,7.29
,"2019","2019","Division 7: West South Central","CENS-D7","30-34 years","30-34","Unknown or Not Stated","9","8th month","08",22,7.09
,"2019","2019","Division 7: West South Central","CENS-D7","30-34 years","30-34","Unknown or Not Stated","9","9th month","09",12,3.58
,"2019","2019","Division 7: West South Central","CENS-D7","30-34 years","30-34","Unknown or Not Stated","9","Unknown or Not Stated","99",14,8.00
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Medicaid","1","No prenatal care","00",920,0.00
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Medicaid","1","1st month","01",1310,12.10
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Medicaid","1","2nd month","02",6045,12.57
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Medicaid","1","3rd month","03",5687,11.48
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Medicaid","1","4th month","04",2989,10.13
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Medicaid","1","5th month","05",1702,8.94
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Medicaid","1","6th month","06",971,7.88
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Medicaid","1","7th month","07",737,6.39
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Medicaid","1","8th month","08",613,4.58
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Medicaid","1","9th month","09",317,2.33
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Medicaid","1","Unknown or Not Stated","99",410,8.65
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Private Insurance","2","No prenatal care","00",581,0.00
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Private Insurance","2","1st month","01",2958,13.18
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Private Insurance","2","2nd month","02",15088,12.47
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Private Insurance","2","3rd month","03",12927,11.35
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Private Insurance","2","4th month","04",2938,10.27
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Private Insurance","2","5th month","05",992,8.81
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Private Insurance","2","6th month","06",577,8.11
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Private Insurance","2","7th month","07",444,7.04
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Private Insurance","2","8th month","08",284,4.71
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Private Insurance","2","9th month","09",162,2.30
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Private Insurance","2","Unknown or Not Stated","99",736,5.17
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Self Pay","3","No prenatal care","00",332,0.00
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Self Pay","3","1st month","01",280,12.10
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Self Pay","3","2nd month","02",939,11.89
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Self Pay","3","3rd month","03",1274,11.13
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Self Pay","3","4th month","04",582,9.85
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Self Pay","3","5th month","05",299,8.81
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Self Pay","3","6th month","06",185,7.61
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Self Pay","3","7th month","07",187,6.21
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Self Pay","3","8th month","08",240,4.70
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Self Pay","3","9th month","09",96,2.60
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Self Pay","3","Unknown or Not Stated","99",73,6.90
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Other","4","No prenatal care","00",56,0.00
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Other","4","1st month","01",46,11.85
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Other","4","2nd month","02",234,13.14
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Other","4","3rd month","03",191,11.68
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Other","4","4th month","04",67,10.26
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Other","4","5th month","05",47,8.40
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Other","4","6th month","06",28,8.37
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Other","4","7th month","07",14,6.86
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Other","4","8th month","08",13,4.92
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Other","4","Unknown or Not Stated","99",23,2.57
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Unknown or Not Stated","9","No prenatal care","00",14,0.00
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Unknown or Not Stated","9","1st month","01",136,11.95
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Unknown or Not Stated","9","2nd month","02",325,12.21
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Unknown or Not Stated","9","3rd month","03",153,11.73
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Unknown or Not Stated","9","4th month","04",49,11.29
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Unknown or Not Stated","9","5th month","05",23,11.43
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Unknown or Not Stated","9","6th month","06",18,8.67
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Unknown or Not Stated","9","7th month","07",15,8.13
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Unknown or Not Stated","9","8th month","08",16,5.44
,"2019","2019","Division 7: West South Central","CENS-D7","35-39 years","35-39","Unknown or Not Stated","9","Unknown or Not Stated","99",18,7.00
,"2019","2019","Division 7: West South Central","CENS-D7","40-44 years","40-44","Medicaid","1","No prenatal care","00",217,0.00
,"2019","2019","Division 7: West South Central","CENS-D7","40-44 years","40-44","Medicaid","1","1st month","01",276,12.21
,"2019","2019","Division 7: West South Central","CENS-D7","40-44 years","40-44","Medicaid","1","2nd month","02",1216,12.71
,"2019","2019","Division 7: West South Central","CENS-D7","40-44 years","40-44","Medicaid","1","3rd month","03",1281,11.65
,"2019","2019","Division 7: West South Central","CENS-D7","40-44 years","40-44","Medicaid","1","4th month","04",676,10.38
,"2019","2019","Division 7: West South Central","CENS-D7","40-44 years","40-44","Medicaid","1","5th month","05",425,8.73
,"2019","2019","Division 7: West South Central","CENS-D7","40-44 years","40-44","Medicaid","1","6th month","06",264,7.96
,"2019","2019","Division 7: West South Central","CENS-D7","40-44 years","40-44","Medicaid","1","7th month","07",181,6.65
,"2019","2019","Division 7: West South Central","CENS-D7","40-44 years","40-44","Medicaid","1","8th month","08",128,4.69
,"2019","2019","Division 7: West South Central","CENS-D7","40-44 years","40-44","Medicaid","1","9th month","09",64,2.55
,"2019","2019","Division 7: West South Central","CENS-D7","40-44 years","40-44","Medicaid","1","Unknown or Not Stated","99",95,7.83
,"2019","2019","Division 7: West South Central","CENS-D7","40-44 years","40-44","Private Insurance","2","No prenatal care","00",133,0.00
,"2019","2019","Division 7: West South Central","CENS-D7","40-44 years","40-44","Private Insurance","2","1st month","01",562,13.83
,"2019","2019","Division 7: West South Central","CENS-D7","40-44 years","40-44","Private Insurance","2","2nd month","02",2550,12.64
,"2019","2019","Division 7: West South Central","CENS-D7","40-44 years","40-44","Private Insurance","2","3rd month","03",2362,11.52
,"2019","2019","Division 7: West South Central","CENS-D7","40-44 years","40-44","Private Insurance","2","4th month","04",626,10.35
,"2019","2019","Division 7: West South Central","CENS-D7","40-44 years","40-44","Private Insurance","2","5th month","05",239,9.57
,"2019","2019","Division 7: West South Central","CENS-D7","40-44 years","40-44","Private Insurance","2","6th month","06",138,8.31
,"2019","2019","Division 7: West South Central","CENS-D7","40-44 years","40-44","Private Insurance","2","7th month","07",102,6.86
,"2019","2019","Division 7: West South Central","CENS-D7","40-44 years","40-44","Private Insurance","2","8th month","08",72,4.65
,"2019","2019","Division 7: West South Central","CENS-D7","40-44 years","40-44","Private Insurance","2","9th month","09",25,2.96
,"2019","2019","Division 7: West South Central","CENS-D7","40-44 years","40-44","Private Insurance","2","Unknown or Not Stated","99",149,3.07
,"2019","2019","Division 7: West South Central","CENS-D7","40-44 years","40-44","Self Pay","3","No prenatal care","00",105,0.00
,"2019","2019","Division 7: West South Central","CENS-D7","40-44 years","40-44","Self Pay","3","1st month","01",53,11.64
,"2019","2019","Division 7: West South Central","CENS-D7","40-44 years","40-44","Self Pay","3","2nd month","02",206,11.69
,"2019","2019","Division 7: West South Central","CENS-D7","40-44 years","40-44","Self Pay","3","3rd month","03",273,11.23
,"2019","2019","Division 7: West South Central","CENS-D7","40-44 years","40-44","Self Pay","3","4th month","04",159,10.03
,"2019","2019","Division 7: West South Central","CENS-D7","40-44 years","40-44","Self Pay","3","5th month","05",78,8.88
,"2019","2019","Division 7: West South Central","CENS-D7","40-44 years","40-44","Self Pay","3","6th month","06",69,7.49
,"2019","2019","Division 7: West South Central","CENS-D7","40-44 years","40-44","Self Pay","3","7th month","07",58,6.07
,"2019","2019","Division 7: West South Central","CENS-D7","40-44 years","40-44","Self Pay","3","8th month","08",60,4.28
,"2019","2019","Division 7: West South Central","CENS-D7","40-44 years","40-44","Self Pay","3","9th month","09",19,2.58
,"2019","2019","Division 7: West South Central","CENS-D7","40-44 years","40-44","Self Pay","3","Unknown or Not Stated","99",15,13.00
,"2019","2019","Division 7: West South Central","CENS-D7","40-44 years","40-44","Other","4","1st month","01",11,12.09
,"2019","2019","Division 7: West South Central","CENS-D7","40-44 years","40-44","Other","4","2nd month","02",36,12.78
,"2019","2019","Division 7: West South Central","CENS-D7","40-44 years","40-44","Other","4","3rd month","03",42,11.62
,"2019","2019","Division 7: West South Central","CENS-D7","40-44 years","40-44","Other","4","4th month","04",19,10.50
,"2019","2019","Division 7: West South Central","CENS-D7","40-44 years","40-44","Other","4","5th month","05",12,10.67
,"2019","2019","Division 7: West South Central","CENS-D7","40-44 years","40-44","Unknown or Not Stated","9","1st month","01",28,12.21
,"2019","2019","Division 7: West South Central","CENS-D7","40-44 years","40-44","Unknown or Not Stated","9","2nd month","02",66,13.09
,"2019","2019","Division 7: West South Central","CENS-D7","40-44 years","40-44","Unknown or Not Stated","9","3rd month","03",52,12.02
,"2019","2019","Division 7: West South Central","CENS-D7","45-49 years","45-49","Medicaid","1","No prenatal care","00",10,0.00
,"2019","2019","Division 7: West South Central","CENS-D7","45-49 years","45-49","Medicaid","1","1st month","01",12,11.58
,"2019","2019","Division 7: West South Central","CENS-D7","45-49 years","45-49","Medicaid","1","2nd month","02",43,13.14
,"2019","2019","Division 7: West South Central","CENS-D7","45-49 years","45-49","Medicaid","1","3rd month","03",69,11.57
,"2019","2019","Division 7: West South Central","CENS-D7","45-49 years","45-49","Medicaid","1","4th month","04",33,12.45
,"2019","2019","Division 7: West South Central","CENS-D7","45-49 years","45-49","Medicaid","1","5th month","05",18,9.44
,"2019","2019","Division 7: West South Central","CENS-D7","45-49 years","45-49","Medicaid","1","6th month","06",17,7.47
,"2019","2019","Division 7: West South Central","CENS-D7","45-49 years","45-49","Medicaid","1","7th month","07",16,6.00
,"2019","2019","Division 7: West South Central","CENS-D7","45-49 years","45-49","Medicaid","1","8th month","08",11,4.27
,"2019","2019","Division 7: West South Central","CENS-D7","45-49 years","45-49","Medicaid","1","Unknown or Not Stated","99",10,Not Applicable
,"2019","2019","Division 7: West South Central","CENS-D7","45-49 years","45-49","Private Insurance","2","No prenatal care","00",11,0.00
,"2019","2019","Division 7: West South Central","CENS-D7","45-49 years","45-49","Private Insurance","2","1st month","01",55,14.22
,"2019","2019","Division 7: West South Central","CENS-D7","45-49 years","45-49","Private Insurance","2","2nd month","02",128,13.43
,"2019","2019","Division 7: West South Central","CENS-D7","45-49 years","45-49","Private Insurance","2","3rd month","03",149,11.58
,"2019","2019","Division 7: West South Central","CENS-D7","45-49 years","45-49","Private Insurance","2","4th month","04",52,11.12
,"2019","2019","Division 7: West South Central","CENS-D7","45-49 years","45-49","Private Insurance","2","5th month","05",23,9.39
,"2019","2019","Division 7: West South Central","CENS-D7","45-49 years","45-49","Private Insurance","2","6th month","06",11,7.27
,"2019","2019","Division 7: West South Central","CENS-D7","45-49 years","45-49","Private Insurance","2","Unknown or Not Stated","99",10,1.00
,"2019","2019","Division 7: West South Central","CENS-D7","45-49 years","45-49","Self Pay","3","2nd month","02",10,11.70
,"2019","2019","Division 7: West South Central","CENS-D7","45-49 years","45-49","Self Pay","3","3rd month","03",26,11.58
,"2019","2019","Division 7: West South Central","CENS-D7","50 years and over","50+","Private Insurance","2","3rd month","03",13,11.69
,"2019","2019","Division 8: Mountain","CENS-D8","Under 15 years","15","Medicaid","1","No prenatal care","00",10,0.00
,"2019","2019","Division 8: Mountain","CENS-D8","Under 15 years","15","Medicaid","1","2nd month","02",12,10.42
,"2019","2019","Division 8: Mountain","CENS-D8","Under 15 years","15","Medicaid","1","3rd month","03",23,11.65
,"2019","2019","Division 8: Mountain","CENS-D8","Under 15 years","15","Medicaid","1","4th month","04",12,8.17
,"2019","2019","Division 8: Mountain","CENS-D8","Under 15 years","15","Medicaid","1","5th month","05",13,7.92
,"2019","2019","Division 8: Mountain","CENS-D8","Under 15 years","15","Medicaid","1","7th month","07",11,6.55
,"2019","2019","Division 8: Mountain","CENS-D8","Under 15 years","15","Medicaid","1","8th month","08",10,5.70
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Medicaid","1","No prenatal care","00",383,0.00
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Medicaid","1","1st month","01",453,12.13
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Medicaid","1","2nd month","02",2967,11.90
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Medicaid","1","3rd month","03",2480,10.81
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Medicaid","1","4th month","04",1219,9.64
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Medicaid","1","5th month","05",801,8.50
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Medicaid","1","6th month","06",554,7.24
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Medicaid","1","7th month","07",473,6.57
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Medicaid","1","8th month","08",338,4.79
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Medicaid","1","9th month","09",177,2.94
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Medicaid","1","Unknown or Not Stated","99",270,5.15
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Private Insurance","2","No prenatal care","00",60,0.00
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Private Insurance","2","1st month","01",80,12.49
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Private Insurance","2","2nd month","02",621,12.04
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Private Insurance","2","3rd month","03",540,11.33
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Private Insurance","2","4th month","04",193,9.82
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Private Insurance","2","5th month","05",154,8.54
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Private Insurance","2","6th month","06",90,7.71
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Private Insurance","2","7th month","07",75,7.36
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Private Insurance","2","8th month","08",58,5.10
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Private Insurance","2","9th month","09",28,3.71
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Private Insurance","2","Unknown or Not Stated","99",60,4.33
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Self Pay","3","No prenatal care","00",94,0.00
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Self Pay","3","1st month","01",17,10.25
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Self Pay","3","2nd month","02",94,11.22
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Self Pay","3","3rd month","03",119,10.39
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Self Pay","3","4th month","04",57,9.05
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Self Pay","3","5th month","05",42,8.17
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Self Pay","3","6th month","06",32,6.09
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Self Pay","3","7th month","07",31,6.35
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Self Pay","3","8th month","08",27,4.67
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Self Pay","3","9th month","09",13,2.00
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Self Pay","3","Unknown or Not Stated","99",23,2.75
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Other","4","No prenatal care","00",21,0.00
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Other","4","1st month","01",18,14.11
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Other","4","2nd month","02",136,11.71
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Other","4","3rd month","03",173,9.79
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Other","4","4th month","04",64,9.47
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Other","4","5th month","05",40,8.10
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Other","4","6th month","06",22,7.68
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Other","4","7th month","07",24,6.12
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Other","4","8th month","08",27,4.15
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Other","4","9th month","09",14,2.29
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Other","4","Unknown or Not Stated","99",20,6.17
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Unknown or Not Stated","9","No prenatal care","00",11,0.00
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Unknown or Not Stated","9","2nd month","02",43,11.21
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Unknown or Not Stated","9","3rd month","03",44,9.89
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Unknown or Not Stated","9","4th month","04",20,9.10
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Unknown or Not Stated","9","5th month","05",17,9.76
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Unknown or Not Stated","9","6th month","06",13,6.46
,"2019","2019","Division 8: Mountain","CENS-D8","15-19 years","15-19","Unknown or Not Stated","9","Unknown or Not Stated","99",16,Not Applicable
,"2019","2019","Division 8: Mountain","CENS-D8","20-24 years","20-24","Medicaid","1","No prenatal care","00",1167,0.00
,"2019","2019","Division 8: Mountain","CENS-D8","20-24 years","20-24","Medicaid","1","1st month","01",1743,12.75
,"2019","2019","Division 8: Mountain","CENS-D8","20-24 years","20-24","Medicaid","1","2nd month","02",11222,12.07
,"2019","2019","Division 8: Mountain","CENS-D8","20-24 years","20-24","Medicaid","1","3rd month","03",8529,11.00
,"2019","2019","Division 8: Mountain","CENS-D8","20-24 years","20-24","Medicaid","1","4th month","04",3549,9.65
,"2019","2019","Division 8: Mountain","CENS-D8","20-24 years","20-24","Medicaid","1","5th month","05",2147,8.48
,"2019","2019","Division 8: Mountain","CENS-D8","20-24 years","20-24","Medicaid","1","6th month","06",1286,7.37
,"2019","2019","Division 8: Mountain","CENS-D8","20-24 years","20-24","Medicaid","1","7th month","07",1121,6.33
,"2019","2019","Division 8: Mountain","CENS-D8","20-24 years","20-24","Medicaid","1","8th month","08",858,4.63
,"2019","2019","Division 8: Mountain","CENS-D8","20-24 years","20-24","Medicaid","1","9th month","09",391,2.94
,"2019","2019","Division 8: Mountain","CENS-D8","20-24 years","20-24","Medicaid","1","Unknown or Not Stated","99",902,6.52
,"2019","2019","Division 8: Mountain","CENS-D8","20-24 years","20-24","Private Insurance","2","No prenatal care","00",186,0.00
,"2019","2019","Division 8: Mountain","CENS-D8","20-24 years","20-24","Private Insurance","2","1st month","01",837,13.19
,"2019","2019","Division 8: Mountain","CENS-D8","20-24 years","20-24","Private Insurance","2","2nd month","02",8302,12.26
,"2019","2019","Division 8: Mountain","CENS-D8","20-24 years","20-24","Private Insurance","2","3rd month","03",5709,11.44
,"2019","2019","Division 8: Mountain","CENS-D8","20-24 years","20-24","Private Insurance","2","4th month","04",1440,10.31
,"2019","2019","Division 8: Mountain","CENS-D8","20-24 years","20-24","Private Insurance","2","5th month","05",638,8.95
,"2019","2019","Division 8: Mountain","CENS-D8","20-24 years","20-24","Private Insurance","2","6th month","06",403,8.02
,"2019","2019","Division 8: Mountain","CENS-D8","20-24 years","20-24","Private Insurance","2","7th month","07",336,6.99
,"2019","2019","Division 8: Mountain","CENS-D8","20-24 years","20-24","Private Insurance","2","8th month","08",274,5.27
,"2019","2019","Division 8: Mountain","CENS-D8","20-24 years","20-24","Private Insurance","2","9th month","09",97,2.98
,"2019","2019","Division 8: Mountain","CENS-D8","20-24 years","20-24","Private Insurance","2","Unknown or Not Stated","99",421,7.19
,"2019","2019","Division 8: Mountain","CENS-D8","20-24 years","20-24","Self Pay","3","No prenatal care","00",259,0.00
,"2019","2019","Division 8: Mountain","CENS-D8","20-24 years","20-24","Self Pay","3","1st month","01",81,11.60
,"2019","2019","Division 8: Mountain","CENS-D8","20-24 years","20-24","Self Pay","3","2nd month","02",622,11.52
,"2019","2019","Division 8: Mountain","CENS-D8","20-24 years","20-24","Self Pay","3","3rd month","03",661,10.97
,"2019","2019","Division 8: Mountain","CENS-D8","20-24 years","20-24","Self Pay","3","4th month","04",263,9.57
,"2019","2019","Division 8: Mountain","CENS-D8","20-24 years","20-24","Self Pay","3","5th month","05",169,8.20
,"2019","2019","Division 8: Mountain","CENS-D8","20-24 years","20-24","Self Pay","3","6th month","06",122,7.39
,"2019","2019","Division 8: Mountain","CENS-D8","20-24 years","20-24","Self Pay","3","7th month","07",97,6.05
,"2019","2019","Division 8: Mountain","CENS-D8","20-24 years","20-24","Self Pay","3","8th month","08",83,4.45
,"2019","2019","Division 8: Mountain","CENS-D8","20-24 years","20-24","Self Pay","3","9th month","09",52,2.92
,"2019","2019","Division 8: Mountain","CENS-D8","20-24 years","20-24","Self Pay","3","Unknown or Not Stated","99",60,3.00
,"2019","2019","Division 8: Mountain","CENS-D8","20-24 years","20-24","Other","4","No prenatal care","00",111,0.00
,"2019","2019","Division 8: Mountain","CENS-D8","20-24 years","20-24","Other","4","1st month","01",140,13.09
,"2019","2019","Division 8: Mountain","CENS-D8","20-24 years","20-24","Other","4","2nd month","02",1132,11.88
,"2019","2019","Division 8: Mountain","CENS-D8","20-24 years","20-24","Other","4","3rd month","03",1169,9.94
,"2019","2019","Division 8: Mountain","CENS-D8","20-24 years","20-24","Other","4","4th month","04",305,9.76
,"2019","2019","Division 8: Mountain","CENS-D8","20-24 years","20-24","Other","4","5th month","05",174,8.01
,"2019","2019","Division 8: Mountain","CENS-D8","20-24 years","20-24","Other","4","6th month","06",118,7.44
,"2019","2019","Division 8: Mountain","CENS-D8","20-24 years","20-24","Other","4","7th month","07",101,6.45
,"2019","2019","Division 8: Mountain","CENS-D8","20-24 years","20-24","Other","4","8th month","08",110,4.79
,"2019","2019","Division 8: Mountain","CENS-D8","20-24 years","20-24","Other","4","9th month","09",53,2.75
,"2019","2019","Division 8: Mountain","CENS-D8","20-24 years","20-24","Other","4","Unknown or Not Stated","99",51,4.86
