"Notes","Year","Year Code","Census Division of Residence","Census Division of Residence Code","Age of Mother 9","Age of Mother 9 Code","Source of Payment for Delivery","Source of Payment for Delivery Code","Month Prenatal Care Began","Month Prenatal Care Began Code",Births,Average Number of Prenatal Visits
,"2019","2019","Division 1: New England","CENS-D1","15-19 years","15-19","Medicaid","1","No prenatal care","00",26,0.00
,"2019","2019","Division 1: New England","CENS-D1","15-19 years","15-19","Medicaid","1","1st month","01",62,14.51
,"2019","2019","Division 1: New England","CENS-D1","15-19 years","15-19","Medicaid","1","2nd month","02",887,12.71
,"2019","2019","Division 1: New England","CENS-D1","15-19 years","15-19","Medicaid","1","3rd month","03",872,12.07
,"2019","2019","Division 1: New England","CENS-D1","15-19 years","15-19","Medicaid","1","4th month","04",321,10.57
,"2019","2019","Division 1: New England","CENS-D1","15-19 years","15-19","Medicaid","1","5th month","05",142,9.27
,"2019","2019","Division 1: New England","CENS-D1","15-19 years","15-19","Medicaid","1","6th month","06",106,9.10
,"2019","2019","Division 1: New England","CENS-D1","15-19 years","15-19","Medicaid","1","7th month","07",89,7.24
,"2019","2019","Division 1: New England","CENS-D1","15-19 years","15-19","Medicaid","1","8th month","08",64,5.59
,"2019","2019","Division 1: New England","CENS-D1","15-19 years","15-19","Medicaid","1","9th month","09",28,3.89
,"2019","2019","Division 1: New England","CENS-D1","15-19 years","15-19","Medicaid","1","Unknown or Not Stated","99",49,8.59
,"2019","2019","Division 1: New England","CENS-D1","15-19 years","15-19","Private Insurance","2","1st month","01",10,11.89
,"2019","2019","Division 1: New England","CENS-D1","15-19 years","15-19","Private Insurance","2","2nd month","02",256,12.31
,"2019","2019","Division 1: New England","CENS-D1","15-19 years","15-19","Private Insurance","2","3rd month","03",244,11.86
,"2019","2019","Division 1: New England","CENS-D1","15-19 years","15-19","Private Insurance","2","4th month","04",69,10.97
,"2019","2019","Division 1: New England","CENS-D1","15-19 years","15-19","Private Insurance","2","5th month","05",42,9.76
,"2019","2019","Division 1: New England","CENS-D1","15-19 years","15-19","Private Insurance","2","6th month","06",28,8.89
,"2019","2019","Division 1: New England","CENS-D1","15-19 years","15-19","Private Insurance","2","7th month","07",35,7.33
,"2019","2019","Division 1: New England","CENS-D1","15-19 years","15-19","Private Insurance","2","8th month","08",18,6.11
,"2019","2019","Division 1: New England","CENS-D1","15-19 years","15-19","Private Insurance","2","Unknown or Not Stated","99",11,11.14
,"2019","2019","Division 1: New England","CENS-D1","15-19 years","15-19","Self Pay","3","2nd month","02",18,13.22
,"2019","2019","Division 1: New England","CENS-D1","15-19 years","15-19","Self Pay","3","3rd month","03",23,11.26
,"2019","2019","Division 1: New England","CENS-D1","15-19 years","15-19","Self Pay","3","4th month","04",11,10.09
,"2019","2019","Division 1: New England","CENS-D1","15-19 years","15-19","Self Pay","3","5th month","05",12,9.67
,"2019","2019","Division 1: New England","CENS-D1","15-19 years","15-19","Other","4","2nd month","02",26,13.31
,"2019","2019","Division 1: New England","CENS-D1","15-19 years","15-19","Other","4","3rd month","03",29,11.62
,"2019","2019","Division 1: New England","CENS-D1","15-19 years","15-19","Other","4","5th month","05",10,8.40
,"2019","2019","Division 1: New England","CENS-D1","20-24 years","20-24","Medicaid","1","No prenatal care","00",58,0.00
,"2019","2019","Division 1: New England","CENS-D1","20-24 years","20-24","Medicaid","1","1st month","01",270,13.56
,"2019","2019","Division 1: New England","CENS-D1","20-24 years","20-24","Medicaid","1","2nd month","02",4212,13.09
,"2019","2019","Division 1: New England","CENS-D1","20-24 years","20-24","Medicaid","1","3rd month","03",3659,12.11
,"2019","2019","Division 1: New England","CENS-D1","20-24 years","20-24","Medicaid","1","4th month","04",1004,10.78
,"2019","2019","Division 1: New England","CENS-D1","20-24 years","20-24","Medicaid","1","5th month","05",515,9.36
,"2019","2019","Division 1: New England","CENS-D1","20-24 years","20-24","Medicaid","1","6th month","06",310,8.44
,"2019","2019","Division 1: New England","CENS-D1","20-24 years","20-24","Medicaid","1","7th month","07",231,7.19
,"2019","2019","Division 1: New England","CENS-D1","20-24 years","20-24","Medicaid","1","8th month","08",184,5.58
,"2019","2019","Division 1: New England","CENS-D1","20-24 years","20-24","Medicaid","1","9th month","09",66,3.54
,"2019","2019","Division 1: New England","CENS-D1","20-24 years","20-24","Medicaid","1","Unknown or Not Stated","99",144,10.88
,"2019","2019","Division 1: New England","CENS-D1","20-24 years","20-24","Private Insurance","2","No prenatal care","00",32,0.00
,"2019","2019","Division 1: New England","CENS-D1","20-24 years","20-24","Private Insurance","2","1st month","01",174,13.87
,"2019","2019","Division 1: New England","CENS-D1","20-24 years","20-24","Private Insurance","2","2nd month","02",2538,13.21
,"2019","2019","Division 1: New England","CENS-D1","20-24 years","20-24","Private Insurance","2","3rd month","03",1947,12.51
,"2019","2019","Division 1: New England","CENS-D1","20-24 years","20-24","Private Insurance","2","4th month","04",414,11.17
,"2019","2019","Division 1: New England","CENS-D1","20-24 years","20-24","Private Insurance","2","5th month","05",215,10.08
,"2019","2019","Division 1: New England","CENS-D1","20-24 years","20-24","Private Insurance","2","6th month","06",135,9.02
,"2019","2019","Division 1: New England","CENS-D1","20-24 years","20-24","Private Insurance","2","7th month","07",88,7.36
,"2019","2019","Division 1: New England","CENS-D1","20-24 years","20-24","Private Insurance","2","8th month","08",68,6.22
,"2019","2019","Division 1: New England","CENS-D1","20-24 years","20-24","Private Insurance","2","9th month","09",28,4.75
,"2019","2019","Division 1: New England","CENS-D1","20-24 years","20-24","Private Insurance","2","Unknown or Not Stated","99",54,10.97
,"2019","2019","Division 1: New England","CENS-D1","20-24 years","20-24","Self Pay","3","No prenatal care","00",24,0.00
,"2019","2019","Division 1: New England","CENS-D1","20-24 years","20-24","Self Pay","3","2nd month","02",102,12.67
,"2019","2019","Division 1: New England","CENS-D1","20-24 years","20-24","Self Pay","3","3rd month","03",144,12.47
,"2019","2019","Division 1: New England","CENS-D1","20-24 years","20-24","Self Pay","3","4th month","04",63,11.11
,"2019","2019","Division 1: New England","CENS-D1","20-24 years","20-24","Self Pay","3","5th month","05",23,10.00
,"2019","2019","Division 1: New England","CENS-D1","20-24 years","20-24","Self Pay","3","6th month","06",31,9.23
,"2019","2019","Division 1: New England","CENS-D1","20-24 years","20-24","Self Pay","3","7th month","07",19,6.74
,"2019","2019","Division 1: New England","CENS-D1","20-24 years","20-24","Self Pay","3","8th month","08",25,5.64
,"2019","2019","Division 1: New England","CENS-D1","20-24 years","20-24","Self Pay","3","9th month","09",11,3.73
,"2019","2019","Division 1: New England","CENS-D1","20-24 years","20-24","Self Pay","3","Unknown or Not Stated","99",12,7.50
,"2019","2019","Division 1: New England","CENS-D1","20-24 years","20-24","Other","4","1st month","01",17,15.53
,"2019","2019","Division 1: New England","CENS-D1","20-24 years","20-24","Other","4","2nd month","02",208,12.81
,"2019","2019","Division 1: New England","CENS-D1","20-24 years","20-24","Other","4","3rd month","03",229,12.12
,"2019","2019","Division 1: New England","CENS-D1","20-24 years","20-24","Other","4","4th month","04",61,10.39
,"2019","2019","Division 1: New England","CENS-D1","20-24 years","20-24","Other","4","5th month","05",34,10.12
,"2019","2019","Division 1: New England","CENS-D1","20-24 years","20-24","Other","4","6th month","06",21,8.24
,"2019","2019","Division 1: New England","CENS-D1","20-24 years","20-24","Other","4","7th month","07",15,7.73
,"2019","2019","Division 1: New England","CENS-D1","20-24 years","20-24","Other","4","8th month","08",17,6.00
,"2019","2019","Division 1: New England","CENS-D1","20-24 years","20-24","Unknown or Not Stated","9","2nd month","02",11,12.64
,"2019","2019","Division 1: New England","CENS-D1","20-24 years","20-24","Unknown or Not Stated","9","Unknown or Not Stated","99",12,5.00
,"2019","2019","Division 1: New England","CENS-D1","25-29 years","25-29","Medicaid","1","No prenatal care","00",98,0.00
,"2019","2019","Division 1: New England","CENS-D1","25-29 years","25-29","Medicaid","1","1st month","01",360,13.83
,"2019","2019","Division 1: New England","CENS-D1","25-29 years","25-29","Medicaid","1","2nd month","02",5659,13.18
,"2019","2019","Division 1: New England","CENS-D1","25-29 years","25-29","Medicaid","1","3rd month","03",5493,12.21
,"2019","2019","Division 1: New England","CENS-D1","25-29 years","25-29","Medicaid","1","4th month","04",1345,10.69
,"2019","2019","Division 1: New England","CENS-D1","25-29 years","25-29","Medicaid","1","5th month","05",601,9.49
,"2019","2019","Division 1: New England","CENS-D1","25-29 years","25-29","Medicaid","1","6th month","06",403,8.60
,"2019","2019","Division 1: New England","CENS-D1","25-29 years","25-29","Medicaid","1","7th month","07",335,7.51
,"2019","2019","Division 1: New England","CENS-D1","25-29 years","25-29","Medicaid","1","8th month","08",260,5.75
,"2019","2019","Division 1: New England","CENS-D1","25-29 years","25-29","Medicaid","1","9th month","09",110,4.13
,"2019","2019","Division 1: New England","CENS-D1","25-29 years","25-29","Medicaid","1","Unknown or Not Stated","99",185,9.90
,"2019","2019","Division 1: New England","CENS-D1","25-29 years","25-29","Private Insurance","2","No prenatal care","00",46,0.00
,"2019","2019","Division 1: New England","CENS-D1","25-29 years","25-29","Private Insurance","2","1st month","01",525,13.83
,"2019","2019","Division 1: New England","CENS-D1","25-29 years","25-29","Private Insurance","2","2nd month","02",9001,13.39
,"2019","2019","Division 1: New England","CENS-D1","25-29 years","25-29","Private Insurance","2","3rd month","03",6671,12.52
,"2019","2019","Division 1: New England","CENS-D1","25-29 years","25-29","Private Insurance","2","4th month","04",950,11.33
,"2019","2019","Division 1: New England","CENS-D1","25-29 years","25-29","Private Insurance","2","5th month","05",326,10.63
,"2019","2019","Division 1: New England","CENS-D1","25-29 years","25-29","Private Insurance","2","6th month","06",260,9.29
,"2019","2019","Division 1: New England","CENS-D1","25-29 years","25-29","Private Insurance","2","7th month","07",184,8.39
,"2019","2019","Division 1: New England","CENS-D1","25-29 years","25-29","Private Insurance","2","8th month","08",143,6.61
,"2019","2019","Division 1: New England","CENS-D1","25-29 years","25-29","Private Insurance","2","9th month","09",47,4.11
,"2019","2019","Division 1: New England","CENS-D1","25-29 years","25-29","Private Insurance","2","Unknown or Not Stated","99",172,11.16
,"2019","2019","Division 1: New England","CENS-D1","25-29 years","25-29","Self Pay","3","No prenatal care","00",34,0.00
,"2019","2019","Division 1: New England","CENS-D1","25-29 years","25-29","Self Pay","3","1st month","01",14,13.36
,"2019","2019","Division 1: New England","CENS-D1","25-29 years","25-29","Self Pay","3","2nd month","02",207,13.36
,"2019","2019","Division 1: New England","CENS-D1","25-29 years","25-29","Self Pay","3","3rd month","03",297,12.10
,"2019","2019","Division 1: New England","CENS-D1","25-29 years","25-29","Self Pay","3","4th month","04",108,11.03
,"2019","2019","Division 1: New England","CENS-D1","25-29 years","25-29","Self Pay","3","5th month","05",44,8.84
,"2019","2019","Division 1: New England","CENS-D1","25-29 years","25-29","Self Pay","3","6th month","06",32,8.00
,"2019","2019","Division 1: New England","CENS-D1","25-29 years","25-29","Self Pay","3","7th month","07",40,7.70
,"2019","2019","Division 1: New England","CENS-D1","25-29 years","25-29","Self Pay","3","8th month","08",29,5.38
,"2019","2019","Division 1: New England","CENS-D1","25-29 years","25-29","Self Pay","3","9th month","09",23,2.96
,"2019","2019","Division 1: New England","CENS-D1","25-29 years","25-29","Self Pay","3","Unknown or Not Stated","99",18,9.43
,"2019","2019","Division 1: New England","CENS-D1","25-29 years","25-29","Other","4","1st month","01",36,12.63
,"2019","2019","Division 1: New England","CENS-D1","25-29 years","25-29","Other","4","2nd month","02",543,13.08
,"2019","2019","Division 1: New England","CENS-D1","25-29 years","25-29","Other","4","3rd month","03",452,11.78
,"2019","2019","Division 1: New England","CENS-D1","25-29 years","25-29","Other","4","4th month","04",106,10.96
,"2019","2019","Division 1: New England","CENS-D1","25-29 years","25-29","Other","4","5th month","05",53,9.62
,"2019","2019","Division 1: New England","CENS-D1","25-29 years","25-29","Other","4","6th month","06",38,8.53
,"2019","2019","Division 1: New England","CENS-D1","25-29 years","25-29","Other","4","7th month","07",25,7.32
,"2019","2019","Division 1: New England","CENS-D1","25-29 years","25-29","Other","4","8th month","08",24,4.92
,"2019","2019","Division 1: New England","CENS-D1","25-29 years","25-29","Unknown or Not Stated","9","3rd month","03",22,10.90
,"2019","2019","Division 1: New England","CENS-D1","25-29 years","25-29","Unknown or Not Stated","9","Unknown or Not Stated","99",38,Not Applicable
,"2019","2019","Division 1: New England","CENS-D1","30-34 years","30-34","Medicaid","1","No prenatal care","00",83,0.00
,"2019","2019","Division 1: New England","CENS-D1","30-34 years","30-34","Medicaid","1","1st month","01",244,13.50
,"2019","2019","Division 1: New England","CENS-D1","30-34 years","30-34","Medicaid","1","2nd month","02",4423,13.21
,"2019","2019","Division 1: New England","CENS-D1","30-34 years","30-34","Medicaid","1","3rd month","03",4559,12.20
,"2019","2019","Division 1: New England","CENS-D1","30-34 years","30-34","Medicaid","1","4th month","04",1103,11.06
,"2019","2019","Division 1: New England","CENS-D1","30-34 years","30-34","Medicaid","1","5th month","05",535,9.21
,"2019","2019","Division 1: New England","CENS-D1","30-34 years","30-34","Medicaid","1","6th month","06",313,8.88
,"2019","2019","Division 1: New England","CENS-D1","30-34 years","30-34","Medicaid","1","7th month","07",284,7.46
,"2019","2019","Division 1: New England","CENS-D1","30-34 years","30-34","Medicaid","1","8th month","08",234,5.62
,"2019","2019","Division 1: New England","CENS-D1","30-34 years","30-34","Medicaid","1","9th month","09",82,3.98
,"2019","2019","Division 1: New England","CENS-D1","30-34 years","30-34","Medicaid","1","Unknown or Not Stated","99",168,10.23
,"2019","2019","Division 1: New England","CENS-D1","30-34 years","30-34","Private Insurance","2","No prenatal care","00",42,0.00
,"2019","2019","Division 1: New England","CENS-D1","30-34 years","30-34","Private Insurance","2","1st month","01",936,13.47
,"2019","2019","Division 1: New England","CENS-D1","30-34 years","30-34","Private Insurance","2","2nd month","02",18661,13.20
,"2019","2019","Division 1: New England","CENS-D1","30-34 years","30-34","Private Insurance","2","3rd month","03",13731,12.50
,"2019","2019","Division 1: New England","CENS-D1","30-34 years","30-34","Private Insurance","2","4th month","04",1502,11.39
,"2019","2019","Division 1: New England","CENS-D1","30-34 years","30-34","Private Insurance","2","5th month","05",564,10.53
,"2019","2019","Division 1: New England","CENS-D1","30-34 years","30-34","Private Insurance","2","6th month","06",376,9.57
,"2019","2019","Division 1: New England","CENS-D1","30-34 years","30-34","Private Insurance","2","7th month","07",341,8.23
,"2019","2019","Division 1: New England","CENS-D1","30-34 years","30-34","Private Insurance","2","8th month","08",224,6.32
,"2019","2019","Division 1: New England","CENS-D1","30-34 years","30-34","Private Insurance","2","9th month","09",63,5.08
,"2019","2019","Division 1: New England","CENS-D1","30-34 years","30-34","Private Insurance","2","Unknown or Not Stated","99",342,11.19
,"2019","2019","Division 1: New England","CENS-D1","30-34 years","30-34","Self Pay","3","No prenatal care","00",35,0.00
,"2019","2019","Division 1: New England","CENS-D1","30-34 years","30-34","Self Pay","3","1st month","01",14,10.58
,"2019","2019","Division 1: New England","CENS-D1","30-34 years","30-34","Self Pay","3","2nd month","02",243,13.05
,"2019","2019","Division 1: New England","CENS-D1","30-34 years","30-34","Self Pay","3","3rd month","03",340,12.16
,"2019","2019","Division 1: New England","CENS-D1","30-34 years","30-34","Self Pay","3","4th month","04",119,11.35
,"2019","2019","Division 1: New England","CENS-D1","30-34 years","30-34","Self Pay","3","5th month","05",38,9.92
,"2019","2019","Division 1: New England","CENS-D1","30-34 years","30-34","Self Pay","3","6th month","06",23,8.91
,"2019","2019","Division 1: New England","CENS-D1","30-34 years","30-34","Self Pay","3","7th month","07",25,7.88
,"2019","2019","Division 1: New England","CENS-D1","30-34 years","30-34","Self Pay","3","8th month","08",48,5.17
,"2019","2019","Division 1: New England","CENS-D1","30-34 years","30-34","Self Pay","3","9th month","09",21,3.67
,"2019","2019","Division 1: New England","CENS-D1","30-34 years","30-34","Self Pay","3","Unknown or Not Stated","99",15,7.00
,"2019","2019","Division 1: New England","CENS-D1","30-34 years","30-34","Other","4","No prenatal care","00",10,0.00
,"2019","2019","Division 1: New England","CENS-D1","30-34 years","30-34","Other","4","1st month","01",20,15.85
,"2019","2019","Division 1: New England","CENS-D1","30-34 years","30-34","Other","4","2nd month","02",533,12.88
,"2019","2019","Division 1: New England","CENS-D1","30-34 years","30-34","Other","4","3rd month","03",449,12.35
,"2019","2019","Division 1: New England","CENS-D1","30-34 years","30-34","Other","4","4th month","04",92,10.55
,"2019","2019","Division 1: New England","CENS-D1","30-34 years","30-34","Other","4","5th month","05",51,9.78
,"2019","2019","Division 1: New England","CENS-D1","30-34 years","30-34","Other","4","6th month","06",23,8.74
,"2019","2019","Division 1: New England","CENS-D1","30-34 years","30-34","Other","4","7th month","07",29,6.41
,"2019","2019","Division 1: New England","CENS-D1","30-34 years","30-34","Other","4","8th month","08",31,5.35
,"2019","2019","Division 1: New England","CENS-D1","30-34 years","30-34","Other","4","9th month","09",10,3.10
,"2019","2019","Division 1: New England","CENS-D1","30-34 years","30-34","Other","4","Unknown or Not Stated","99",14,12.14
,"2019","2019","Division 1: New England","CENS-D1","30-34 years","30-34","Unknown or Not Stated","9","2nd month","02",19,13.26
,"2019","2019","Division 1: New England","CENS-D1","30-34 years","30-34","Unknown or Not Stated","9","3rd month","03",19,11.63
,"2019","2019","Division 1: New England","CENS-D1","30-34 years","30-34","Unknown or Not Stated","9","Unknown or Not Stated","99",48,Not Applicable
,"2019","2019","Division 1: New England","CENS-D1","35-39 years","35-39","Medicaid","1","No prenatal care","00",45,0.00
,"2019","2019","Division 1: New England","CENS-D1","35-39 years","35-39","Medicaid","1","1st month","01",131,13.51
,"2019","2019","Division 1: New England","CENS-D1","35-39 years","35-39","Medicaid","1","2nd month","02",2174,13.17
,"2019","2019","Division 1: New England","CENS-D1","35-39 years","35-39","Medicaid","1","3rd month","03",2416,12.42
,"2019","2019","Division 1: New England","CENS-D1","35-39 years","35-39","Medicaid","1","4th month","04",651,10.92
,"2019","2019","Division 1: New England","CENS-D1","35-39 years","35-39","Medicaid","1","5th month","05",269,9.96
,"2019","2019","Division 1: New England","CENS-D1","35-39 years","35-39","Medicaid","1","6th month","06",179,8.56
,"2019","2019","Division 1: New England","CENS-D1","35-39 years","35-39","Medicaid","1","7th month","07",144,7.32
,"2019","2019","Division 1: New England","CENS-D1","35-39 years","35-39","Medicaid","1","8th month","08",152,5.84
,"2019","2019","Division 1: New England","CENS-D1","35-39 years","35-39","Medicaid","1","9th month","09",37,2.78
,"2019","2019","Division 1: New England","CENS-D1","35-39 years","35-39","Medicaid","1","Unknown or Not Stated","99",97,9.41
,"2019","2019","Division 1: New England","CENS-D1","35-39 years","35-39","Private Insurance","2","No prenatal care","00",39,0.00
,"2019","2019","Division 1: New England","CENS-D1","35-39 years","35-39","Private Insurance","2","1st month","01",501,13.18
,"2019","2019","Division 1: New England","CENS-D1","35-39 years","35-39","Private Insurance","2","2nd month","02",9765,13.11
,"2019","2019","Division 1: New England","CENS-D1","35-39 years","35-39","Private Insurance","2","3rd month","03",8571,12.45
,"2019","2019","Division 1: New England","CENS-D1","35-39 years","35-39","Private Insurance","2","4th month","04",956,11.31
,"2019","2019","Division 1: New England","CENS-D1","35-39 years","35-39","Private Insurance","2","5th month","05",314,10.30
,"2019","2019","Division 1: New England","CENS-D1","35-39 years","35-39","Private Insurance","2","6th month","06",226,9.72
,"2019","2019","Division 1: New England","CENS-D1","35-39 years","35-39","Private Insurance","2","7th month","07",167,8.48
,"2019","2019","Division 1: New England","CENS-D1","35-39 years","35-39","Private Insurance","2","8th month","08",133,6.56
,"2019","2019","Division 1: New England","CENS-D1","35-39 years","35-39","Private Insurance","2","9th month","09",40,4.33
,"2019","2019","Division 1: New England","CENS-D1","35-39 years","35-39","Private Insurance","2","Unknown or Not Stated","99",197,10.89
,"2019","2019","Division 1: New England","CENS-D1","35-39 years","35-39","Self Pay","3","No prenatal care","00",16,0.00
,"2019","2019","Division 1: New England","CENS-D1","35-39 years","35-39","Self Pay","3","1st month","01",10,13.00
,"2019","2019","Division 1: New England","CENS-D1","35-39 years","35-39","Self Pay","3","2nd month","02",118,12.69
,"2019","2019","Division 1: New England","CENS-D1","35-39 years","35-39","Self Pay","3","3rd month","03",237,12.30
,"2019","2019","Division 1: New England","CENS-D1","35-39 years","35-39","Self Pay","3","4th month","04",82,11.21
,"2019","2019","Division 1: New England","CENS-D1","35-39 years","35-39","Self Pay","3","5th month","05",33,10.82
,"2019","2019","Division 1: New England","CENS-D1","35-39 years","35-39","Self Pay","3","6th month","06",17,6.94
,"2019","2019","Division 1: New England","CENS-D1","35-39 years","35-39","Self Pay","3","7th month","07",12,7.33
,"2019","2019","Division 1: New England","CENS-D1","35-39 years","35-39","Self Pay","3","8th month","08",33,5.67
,"2019","2019","Division 1: New England","CENS-D1","35-39 years","35-39","Self Pay","3","Unknown or Not Stated","99",13,9.29
,"2019","2019","Division 1: New England","CENS-D1","35-39 years","35-39","Other","4","1st month","01",26,12.84
,"2019","2019","Division 1: New England","CENS-D1","35-39 years","35-39","Other","4","2nd month","02",272,12.94
,"2019","2019","Division 1: New England","CENS-D1","35-39 years","35-39","Other","4","3rd month","03",237,12.29
,"2019","2019","Division 1: New England","CENS-D1","35-39 years","35-39","Other","4","4th month","04",50,10.60
,"2019","2019","Division 1: New England","CENS-D1","35-39 years","35-39","Other","4","5th month","05",29,8.79
,"2019","2019","Division 1: New England","CENS-D1","35-39 years","35-39","Other","4","6th month","06",11,8.09
,"2019","2019","Division 1: New England","CENS-D1","35-39 years","35-39","Other","4","7th month","07",15,6.87
,"2019","2019","Division 1: New England","CENS-D1","35-39 years","35-39","Other","4","8th month","08",11,5.45
,"2019","2019","Division 1: New England","CENS-D1","35-39 years","35-39","Unknown or Not Stated","9","Unknown or Not Stated","99",40,Not Applicable
,"2019","2019","Division 1: New England","CENS-D1","40-44 years","40-44","Medicaid","1","No prenatal care","00",11,0.00
,"2019","2019","Division 1: New England","CENS-D1","40-44 years","40-44","Medicaid","1","1st month","01",32,13.94
,"2019","2019","Division 1: New England","CENS-D1","40-44 years","40-44","Medicaid","1","2nd month","02",447,13.74
,"2019","2019","Division 1: New England","CENS-D1","40-44 years","40-44","Medicaid","1","3rd month","03",619,12.35
,"2019","2019","Division 1: New England","CENS-D1","40-44 years","40-44","Medicaid","1","4th month","04",188,11.33
,"2019","2019","Division 1: New England","CENS-D1","40-44 years","40-44","Medicaid","1","5th month","05",68,9.43
,"2019","2019","Division 1: New England","CENS-D1","40-44 years","40-44","Medicaid","1","6th month","06",49,8.59
,"2019","2019","Division 1: New England","CENS-D1","40-44 years","40-44","Medicaid","1","7th month","07",40,8.30
,"2019","2019","Division 1: New England","CENS-D1","40-44 years","40-44","Medicaid","1","8th month","08",35,5.37
,"2019","2019","Division 1: New England","CENS-D1","40-44 years","40-44","Medicaid","1","9th month","09",19,3.84
,"2019","2019","Division 1: New England","CENS-D1","40-44 years","40-44","Medicaid","1","Unknown or Not Stated","99",25,9.33
,"2019","2019","Division 1: New England","CENS-D1","40-44 years","40-44","Private Insurance","2","1st month","01",90,13.53
,"2019","2019","Division 1: New England","CENS-D1","40-44 years","40-44","Private Insurance","2","2nd month","02",1726,13.26
,"2019","2019","Division 1: New England","CENS-D1","40-44 years","40-44","Private Insurance","2","3rd month","03",1876,12.88
,"2019","2019","Division 1: New England","CENS-D1","40-44 years","40-44","Private Insurance","2","4th month","04",212,11.90
,"2019","2019","Division 1: New England","CENS-D1","40-44 years","40-44","Private Insurance","2","5th month","05",68,9.74
,"2019","2019","Division 1: New England","CENS-D1","40-44 years","40-44","Private Insurance","2","6th month","06",46,10.02
,"2019","2019","Division 1: New England","CENS-D1","40-44 years","40-44","Private Insurance","2","7th month","07",35,9.00
,"2019","2019","Division 1: New England","CENS-D1","40-44 years","40-44","Private Insurance","2","8th month","08",31,7.00
,"2019","2019","Division 1: New England","CENS-D1","40-44 years","40-44","Private Insurance","2","Unknown or Not Stated","99",43,11.39
,"2019","2019","Division 1: New England","CENS-D1","40-44 years","40-44","Self Pay","3","2nd month","02",36,13.86
,"2019","2019","Division 1: New England","CENS-D1","40-44 years","40-44","Self Pay","3","3rd month","03",42,12.62
,"2019","2019","Division 1: New England","CENS-D1","40-44 years","40-44","Self Pay","3","4th month","04",19,11.53
,"2019","2019","Division 1: New England","CENS-D1","40-44 years","40-44","Other","4","2nd month","02",53,12.92
,"2019","2019","Division 1: New England","CENS-D1","40-44 years","40-44","Other","4","3rd month","03",60,12.30
,"2019","2019","Division 1: New England","CENS-D1","40-44 years","40-44","Other","4","4th month","04",20,10.35
,"2019","2019","Division 1: New England","CENS-D1","45-49 years","45-49","Medicaid","1","2nd month","02",29,14.46
,"2019","2019","Division 1: New England","CENS-D1","45-49 years","45-49","Medicaid","1","3rd month","03",47,12.51
,"2019","2019","Division 1: New England","CENS-D1","45-49 years","45-49","Medicaid","1","4th month","04",15,9.64
,"2019","2019","Division 1: New England","CENS-D1","45-49 years","45-49","Private Insurance","2","1st month","01",12,13.25
,"2019","2019","Division 1: New England","CENS-D1","45-49 years","45-49","Private Insurance","2","2nd month","02",90,13.78
,"2019","2019","Division 1: New England","CENS-D1","45-49 years","45-49","Private Insurance","2","3rd month","03",148,12.86
,"2019","2019","Division 1: New England","CENS-D1","45-49 years","45-49","Private Insurance","2","4th month","04",20,11.60
,"2019","2019","Division 1: New England","CENS-D1","50 years and over","50+","Private Insurance","2","2nd month","02",12,13.67
,"2019","2019","Division 1: New England","CENS-D1","50 years and over","50+","Private Insurance","2","3rd month","03",19,15.68
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","Under 15 years","15","Medicaid","1","2nd month","02",17,10.31
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","Under 15 years","15","Medicaid","1","3rd month","03",18,11.06
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","Under 15 years","15","Medicaid","1","4th month","04",14,9.86
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","Under 15 years","15","Medicaid","1","5th month","05",12,8.25
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","Under 15 years","15","Medicaid","1","6th month","06",12,8.09
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","Under 15 years","15","Medicaid","1","8th month","08",13,4.23
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Medicaid","1","No prenatal care","00",265,0.00
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Medicaid","1","1st month","01",393,12.16
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Medicaid","1","2nd month","02",2879,12.05
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Medicaid","1","3rd month","03",2973,11.02
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Medicaid","1","4th month","04",1336,9.67
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Medicaid","1","5th month","05",770,8.66
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Medicaid","1","6th month","06",578,7.74
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Medicaid","1","7th month","07",503,6.48
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Medicaid","1","8th month","08",373,4.74
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Medicaid","1","9th month","09",141,2.86
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Medicaid","1","Unknown or Not Stated","99",340,7.16
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Private Insurance","2","No prenatal care","00",56,0.00
,"2019","2019","Division 2: Middle Atlantic","CENS-D2","15-19 years","15-19","Private Insurance","2","1st month","01",96,12.94
