"Notes","Year","Year Code","State of Residence","State of Residence Code","Delivery Method","Delivery Method Code","Previous Cesarean Delivery","Previous Cesarean Delivery Code","Maternal Morbidity Checked","Maternal Morbidity Checked Code",Births
,"2022","2022","District of Columbia","11","Cesarean","2","Yes","1","None checked","1",731
,"2022","2022","District of Columbia","11","Cesarean","2","No","2","At least one checked","0",39
,"2022","2022","District of Columbia","11","Cesarean","2","No","2","None checked","1",1906
,"2022","2022","Florida","12","Vaginal","1","Yes","1","At least one checked","0",43
,"2022","2022","Florida","12","Vaginal","1","Yes","1","None checked","1",3688
,"2022","2022","Florida","12","Vaginal","1","No","2","At least one checked","0",1147
,"2022","2022","Florida","12","Vaginal","1","No","2","None checked","1",138350
,"2022","2022","Florida","12","Vaginal","1","No","2","Unknown or Not Stated","9",200
,"2022","2022","Florida","12","Vaginal","1","Unknown or Not Stated","9","None checked","1",173
,"2022","2022","Florida","12","Vaginal","1","Unknown or Not Stated","9","Unknown or Not Stated","9",108
,"2022","2022","Florida","12","Cesarean","2","Yes","1","At least one checked","0",240
,"2022","2022","Florida","12","Cesarean","2","Yes","1","None checked","1",29025
,"2022","2022","Florida","12","Cesarean","2","Yes","1","Unknown or Not Stated","9",82
,"2022","2022","Florida","12","Cesarean","2","No","2","At least one checked","0",473
,"2022","2022","Florida","12","Cesarean","2","No","2","None checked","1",50513
,"2022","2022","Florida","12","Cesarean","2","No","2","Unknown or Not Stated","9",114
,"2022","2022","Florida","12","Cesarean","2","Unknown or Not Stated","9","None checked","1",50
,"2022","2022","Florida","12","Cesarean","2","Unknown or Not Stated","9","Unknown or Not Stated","9",29
,"2022","2022","Florida","12","Unknown or Not Stated","9","No","2","None checked","1",159
,"2022","2022","Florida","12","Unknown or Not Stated","9","Unknown or Not Stated","9","Unknown or Not Stated","9",14
,"2022","2022","Georgia","13","Vaginal","1","Yes","1","At least one checked","0",14
,"2022","2022","Georgia","13","Vaginal","1","Yes","1","None checked","1",1606
,"2022","2022","Georgia","13","Vaginal","1","No","2","At least one checked","0",890
,"2022","2022","Georgia","13","Vaginal","1","No","2","None checked","1",78955
,"2022","2022","Georgia","13","Vaginal","1","No","2","Unknown or Not Stated","9",39
,"2022","2022","Georgia","13","Vaginal","1","Unknown or Not Stated","9","None checked","1",104
,"2022","2022","Georgia","13","Vaginal","1","Unknown or Not Stated","9","Unknown or Not Stated","9",35
,"2022","2022","Georgia","13","Cesarean","2","Yes","1","At least one checked","0",226
,"2022","2022","Georgia","13","Cesarean","2","Yes","1","None checked","1",15937
,"2022","2022","Georgia","13","Cesarean","2","Yes","1","Unknown or Not Stated","9",10
,"2022","2022","Georgia","13","Cesarean","2","No","2","At least one checked","0",371
,"2022","2022","Georgia","13","Cesarean","2","No","2","None checked","1",27809
,"2022","2022","Georgia","13","Cesarean","2","No","2","Unknown or Not Stated","9",13
,"2022","2022","Georgia","13","Cesarean","2","Unknown or Not Stated","9","None checked","1",31
,"2022","2022","Georgia","13","Cesarean","2","Unknown or Not Stated","9","Unknown or Not Stated","9",15
,"2022","2022","Georgia","13","Unknown or Not Stated","9","No","2","None checked","1",42
,"2022","2022","Georgia","13","Unknown or Not Stated","9","Unknown or Not Stated","9","Unknown or Not Stated","9",18
,"2022","2022","Hawaii","15","Vaginal","1","Yes","1","None checked","1",324
,"2022","2022","Hawaii","15","Vaginal","1","No","2","At least one checked","0",135
,"2022","2022","Hawaii","15","Vaginal","1","No","2","None checked","1",10774
,"2022","2022","Hawaii","15","Cesarean","2","Yes","1","At least one checked","0",14
,"2022","2022","Hawaii","15","Cesarean","2","Yes","1","None checked","1",1473
,"2022","2022","Hawaii","15","Cesarean","2","No","2","At least one checked","0",26
,"2022","2022","Hawaii","15","Cesarean","2","No","2","None checked","1",2781
,"2022","2022","Idaho","16","Vaginal","1","Yes","1","At least one checked","0",14
,"2022","2022","Idaho","16","Vaginal","1","Yes","1","None checked","1",640
,"2022","2022","Idaho","16","Vaginal","1","No","2","At least one checked","0",249
,"2022","2022","Idaho","16","Vaginal","1","No","2","None checked","1",15977
,"2022","2022","Idaho","16","Vaginal","1","Unknown or Not Stated","9","None checked","1",16
,"2022","2022","Idaho","16","Cesarean","2","Yes","1","At least one checked","0",33
,"2022","2022","Idaho","16","Cesarean","2","Yes","1","None checked","1",2131
,"2022","2022","Idaho","16","Cesarean","2","No","2","At least one checked","0",63
,"2022","2022","Idaho","16","Cesarean","2","No","2","None checked","1",3250
,"2022","2022","Illinois","17","Vaginal","1","Yes","1","At least one checked","0",63
,"2022","2022","Illinois","17","Vaginal","1","Yes","1","None checked","1",3335
,"2022","2022","Illinois","17","Vaginal","1","No","2","At least one checked","0",1386
,"2022","2022","Illinois","17","Vaginal","1","No","2","None checked","1",83668
,"2022","2022","Illinois","17","Vaginal","1","No","2","Unknown or Not Stated","9",34
,"2022","2022","Illinois","17","Vaginal","1","Unknown or Not Stated","9","None checked","1",76
,"2022","2022","Illinois","17","Vaginal","1","Unknown or Not Stated","9","Unknown or Not Stated","9",38
,"2022","2022","Illinois","17","Cesarean","2","Yes","1","At least one checked","0",314
,"2022","2022","Illinois","17","Cesarean","2","Yes","1","None checked","1",16441
,"2022","2022","Illinois","17","Cesarean","2","No","2","At least one checked","0",509
,"2022","2022","Illinois","17","Cesarean","2","No","2","None checked","1",22428
,"2022","2022","Illinois","17","Cesarean","2","Unknown or Not Stated","9","None checked","1",15
,"2022","2022","Illinois","17","Unknown or Not Stated","9","No","2","None checked","1",12
,"2022","2022","Indiana","18","Vaginal","1","Yes","1","At least one checked","0",37
,"2022","2022","Indiana","18","Vaginal","1","Yes","1","None checked","1",1696
,"2022","2022","Indiana","18","Vaginal","1","No","2","At least one checked","0",755
,"2022","2022","Indiana","18","Vaginal","1","No","2","None checked","1",52549
,"2022","2022","Indiana","18","Vaginal","1","No","2","Unknown or Not Stated","9",17
,"2022","2022","Indiana","18","Vaginal","1","Unknown or Not Stated","9","None checked","1",297
,"2022","2022","Indiana","18","Cesarean","2","Yes","1","At least one checked","0",120
,"2022","2022","Indiana","18","Cesarean","2","Yes","1","None checked","1",9409
,"2022","2022","Indiana","18","Cesarean","2","No","2","At least one checked","0",220
,"2022","2022","Indiana","18","Cesarean","2","No","2","None checked","1",14430
,"2022","2022","Indiana","18","Cesarean","2","No","2","Unknown or Not Stated","9",11
,"2022","2022","Indiana","18","Cesarean","2","Unknown or Not Stated","9","None checked","1",81
,"2022","2022","Iowa","19","Vaginal","1","Yes","1","At least one checked","0",30
,"2022","2022","Iowa","19","Vaginal","1","Yes","1","None checked","1",858
,"2022","2022","Iowa","19","Vaginal","1","No","2","At least one checked","0",491
,"2022","2022","Iowa","19","Vaginal","1","No","2","None checked","1",24329
,"2022","2022","Iowa","19","Cesarean","2","Yes","1","At least one checked","0",101
,"2022","2022","Iowa","19","Cesarean","2","Yes","1","None checked","1",4379
,"2022","2022","Iowa","19","Cesarean","2","No","2","At least one checked","0",145
,"2022","2022","Iowa","19","Cesarean","2","No","2","None checked","1",6161
,"2022","2022","Kansas","20","Vaginal","1","Yes","1","At least one checked","0",13
,"2022","2022","Kansas","20","Vaginal","1","Yes","1","None checked","1",875
,"2022","2022","Kansas","20","Vaginal","1","No","2","At least one checked","0",277
,"2022","2022","Kansas","20","Vaginal","1","No","2","None checked","1",22880
,"2022","2022","Kansas","20","Cesarean","2","Yes","1","At least one checked","0",46
,"2022","2022","Kansas","20","Cesarean","2","Yes","1","None checked","1",4347
,"2022","2022","Kansas","20","Cesarean","2","No","2","At least one checked","0",75
,"2022","2022","Kansas","20","Cesarean","2","No","2","None checked","1",5884
,"2022","2022","Kentucky","21","Vaginal","1","Yes","1","At least one checked","0",22
,"2022","2022","Kentucky","21","Vaginal","1","Yes","1","None checked","1",985
,"2022","2022","Kentucky","21","Vaginal","1","No","2","At least one checked","0",525
,"2022","2022","Kentucky","21","Vaginal","1","No","2","None checked","1",32520
,"2022","2022","Kentucky","21","Vaginal","1","No","2","Unknown or Not Stated","9",89
,"2022","2022","Kentucky","21","Vaginal","1","Unknown or Not Stated","9","None checked","1",71
,"2022","2022","Kentucky","21","Vaginal","1","Unknown or Not Stated","9","Unknown or Not Stated","9",25
,"2022","2022","Kentucky","21","Cesarean","2","Yes","1","At least one checked","0",81
,"2022","2022","Kentucky","21","Cesarean","2","Yes","1","None checked","1",7842
,"2022","2022","Kentucky","21","Cesarean","2","Yes","1","Unknown or Not Stated","9",14
,"2022","2022","Kentucky","21","Cesarean","2","No","2","At least one checked","0",153
,"2022","2022","Kentucky","21","Cesarean","2","No","2","None checked","1",9872
,"2022","2022","Kentucky","21","Cesarean","2","No","2","Unknown or Not Stated","9",24
,"2022","2022","Kentucky","21","Cesarean","2","Unknown or Not Stated","9","None checked","1",22
,"2022","2022","Kentucky","21","Unknown or Not Stated","9","No","2","None checked","1",30
,"2022","2022","Kentucky","21","Unknown or Not Stated","9","Unknown or Not Stated","9","Unknown or Not Stated","9",11
,"2022","2022","Louisiana","22","Vaginal","1","Yes","1","At least one checked","0",14
,"2022","2022","Louisiana","22","Vaginal","1","Yes","1","None checked","1",952
,"2022","2022","Louisiana","22","Vaginal","1","No","2","At least one checked","0",382
,"2022","2022","Louisiana","22","Vaginal","1","No","2","None checked","1",35074
,"2022","2022","Louisiana","22","Cesarean","2","Yes","1","At least one checked","0",95
,"2022","2022","Louisiana","22","Cesarean","2","Yes","1","None checked","1",8357
,"2022","2022","Louisiana","22","Cesarean","2","No","2","At least one checked","0",144
,"2022","2022","Louisiana","22","Cesarean","2","No","2","None checked","1",11460
,"2022","2022","Maine","23","Vaginal","1","Yes","1","At least one checked","0",16
,"2022","2022","Maine","23","Vaginal","1","Yes","1","None checked","1",225
,"2022","2022","Maine","23","Vaginal","1","No","2","At least one checked","0",267
,"2022","2022","Maine","23","Vaginal","1","No","2","None checked","1",7740
,"2022","2022","Maine","23","Cesarean","2","Yes","1","At least one checked","0",21
,"2022","2022","Maine","23","Cesarean","2","Yes","1","None checked","1",1397
,"2022","2022","Maine","23","Cesarean","2","No","2","At least one checked","0",27
,"2022","2022","Maine","23","Cesarean","2","No","2","None checked","1",2385
,"2022","2022","Maryland","24","Vaginal","1","Yes","1","At least one checked","0",52
,"2022","2022","Maryland","24","Vaginal","1","Yes","1","None checked","1",1879
,"2022","2022","Maryland","24","Vaginal","1","No","2","At least one checked","0",631
,"2022","2022","Maryland","24","Vaginal","1","No","2","None checked","1",42562
,"2022","2022","Maryland","24","Vaginal","1","No","2","Unknown or Not Stated","9",11
,"2022","2022","Maryland","24","Vaginal","1","Unknown or Not Stated","9","None checked","1",22
,"2022","2022","Maryland","24","Cesarean","2","Yes","1","At least one checked","0",150
,"2022","2022","Maryland","24","Cesarean","2","Yes","1","None checked","1",9449
,"2022","2022","Maryland","24","Cesarean","2","No","2","At least one checked","0",230
,"2022","2022","Maryland","24","Cesarean","2","No","2","None checked","1",13755
,"2022","2022","Maryland","24","Cesarean","2","Unknown or Not Stated","9","None checked","1",11
,"2022","2022","Maryland","24","Unknown or Not Stated","9","No","2","None checked","1",10
,"2022","2022","Massachusetts","25","Vaginal","1","Yes","1","At least one checked","0",61
,"2022","2022","Massachusetts","25","Vaginal","1","Yes","1","None checked","1",1640
,"2022","2022","Massachusetts","25","Vaginal","1","No","2","At least one checked","0",985
,"2022","2022","Massachusetts","25","Vaginal","1","No","2","None checked","1",43060
,"2022","2022","Massachusetts","25","Cesarean","2","Yes","1","At least one checked","0",133
,"2022","2022","Massachusetts","25","Cesarean","2","Yes","1","None checked","1",9116
,"2022","2022","Massachusetts","25","Cesarean","2","No","2","At least one checked","0",187
,"2022","2022","Massachusetts","25","Cesarean","2","No","2","None checked","1",13219
,"2022","2022","Massachusetts","25","Unknown or Not Stated","9","No","2","None checked","1",12
,"2022","2022","Massachusetts","25","Unknown or Not Stated","9","Unknown or Not Stated","9","Unknown or Not Stated","9",157
,"2022","2022","Michigan","26","Vaginal","1","Yes","1","At least one checked","0",56
,"2022","2022","Michigan","26","Vaginal","1","Yes","1","None checked","1",2374
,"2022","2022","Michigan","26","Vaginal","1","No","2","At least one checked","0",1036
,"2022","2022","Michigan","26","Vaginal","1","No","2","None checked","1",64605
,"2022","2022","Michigan","26","Vaginal","1","No","2","Unknown or Not Stated","9",128
,"2022","2022","Michigan","26","Vaginal","1","Unknown or Not Stated","9","None checked","1",160
,"2022","2022","Michigan","26","Vaginal","1","Unknown or Not Stated","9","Unknown or Not Stated","9",16
,"2022","2022","Michigan","26","Cesarean","2","Yes","1","At least one checked","0",182
,"2022","2022","Michigan","26","Cesarean","2","Yes","1","None checked","1",13468
,"2022","2022","Michigan","26","Cesarean","2","Yes","1","Unknown or Not Stated","9",18
,"2022","2022","Michigan","26","Cesarean","2","No","2","At least one checked","0",388
,"2022","2022","Michigan","26","Cesarean","2","No","2","None checked","1",19759
,"2022","2022","Michigan","26","Cesarean","2","No","2","Unknown or Not Stated","9",27
,"2022","2022","Michigan","26","Cesarean","2","Unknown or Not Stated","9","None checked","1",48
,"2022","2022","Michigan","26","Unknown or Not Stated","9","No","2","None checked","1",14
,"2022","2022","Michigan","26","Unknown or Not Stated","9","Unknown or Not Stated","9","Unknown or Not Stated","9",17
,"2022","2022","Minnesota","27","Vaginal","1","Yes","1","At least one checked","0",68
,"2022","2022","Minnesota","27","Vaginal","1","Yes","1","None checked","1",1906
,"2022","2022","Minnesota","27","Vaginal","1","No","2","At least one checked","0",953
,"2022","2022","Minnesota","27","Vaginal","1","No","2","None checked","1",41783
,"2022","2022","Minnesota","27","Vaginal","1","No","2","Unknown or Not Stated","9",34
,"2022","2022","Minnesota","27","Vaginal","1","Unknown or Not Stated","9","None checked","1",38
,"2022","2022","Minnesota","27","Cesarean","2","Yes","1","At least one checked","0",119
,"2022","2022","Minnesota","27","Cesarean","2","Yes","1","None checked","1",7456
,"2022","2022","Minnesota","27","Cesarean","2","No","2","At least one checked","0",181
,"2022","2022","Minnesota","27","Cesarean","2","No","2","None checked","1",11387
,"2022","2022","Minnesota","27","Unknown or Not Stated","9","No","2","None checked","1",40
,"2022","2022","Minnesota","27","Unknown or Not Stated","9","Unknown or Not Stated","9","Unknown or Not Stated","9",19
,"2022","2022","Mississippi","28","Vaginal","1","Yes","1","None checked","1",537
,"2022","2022","Mississippi","28","Vaginal","1","No","2","At least one checked","0",234
,"2022","2022","Mississippi","28","Vaginal","1","No","2","None checked","1",20545
,"2022","2022","Mississippi","28","Cesarean","2","Yes","1","At least one checked","0",70
,"2022","2022","Mississippi","28","Cesarean","2","Yes","1","None checked","1",6029
,"2022","2022","Mississippi","28","Cesarean","2","No","2","At least one checked","0",76
,"2022","2022","Mississippi","28","Cesarean","2","No","2","None checked","1",7161
,"2022","2022","Missouri","29","Vaginal","1","Yes","1","At least one checked","0",30
,"2022","2022","Missouri","29","Vaginal","1","Yes","1","None checked","1",1639
,"2022","2022","Missouri","29","Vaginal","1","No","2","At least one checked","0",680
,"2022","2022","Missouri","29","Vaginal","1","No","2","None checked","1",45613
,"2022","2022","Missouri","29","Cesarean","2","Yes","1","At least one checked","0",105
,"2022","2022","Missouri","29","Cesarean","2","Yes","1","None checked","1",7885
,"2022","2022","Missouri","29","Cesarean","2","No","2","At least one checked","0",207
,"2022","2022","Missouri","29","Cesarean","2","No","2","None checked","1",12763
,"2022","2022","Missouri","29","Unknown or Not Stated","9","No","2","None checked","1",55
,"2022","2022","Montana","30","Vaginal","1","Yes","1","At least one checked","0",11
,"2022","2022","Montana","30","Vaginal","1","Yes","1","None checked","1",286
,"2022","2022","Montana","30","Vaginal","1","No","2","At least one checked","0",129
,"2022","2022","Montana","30","Vaginal","1","No","2","None checked","1",7718
,"2022","2022","Montana","30","Cesarean","2","Yes","1","At least one checked","0",17
,"2022","2022","Montana","30","Cesarean","2","Yes","1","None checked","1",1187
,"2022","2022","Montana","30","Cesarean","2","No","2","At least one checked","0",39
,"2022","2022","Montana","30","Cesarean","2","No","2","None checked","1",1777
,"2022","2022","Nebraska","31","Vaginal","1","Yes","1","At least one checked","0",24
,"2022","2022","Nebraska","31","Vaginal","1","Yes","1","None checked","1",660
,"2022","2022","Nebraska","31","Vaginal","1","No","2","At least one checked","0",352
,"2022","2022","Nebraska","31","Vaginal","1","No","2","None checked","1",16232
,"2022","2022","Nebraska","31","Vaginal","1","No","2","Unknown or Not Stated","9",15
,"2022","2022","Nebraska","31","Vaginal","1","Unknown or Not Stated","9","None checked","1",26
,"2022","2022","Nebraska","31","Cesarean","2","Yes","1","At least one checked","0",46
,"2022","2022","Nebraska","31","Cesarean","2","Yes","1","None checked","1",2956
,"2022","2022","Nebraska","31","Cesarean","2","No","2","At least one checked","0",92
,"2022","2022","Nebraska","31","Cesarean","2","No","2","None checked","1",3930
,"2022","2022","Nevada","32","Vaginal","1","Yes","1","None checked","1",706
,"2022","2022","Nevada","32","Vaginal","1","No","2","At least one checked","0",284
,"2022","2022","Nevada","32","Vaginal","1","No","2","None checked","1",21283
,"2022","2022","Nevada","32","Cesarean","2","Yes","1","At least one checked","0",36
,"2022","2022","Nevada","32","Cesarean","2","Yes","1","None checked","1",3908
,"2022","2022","Nevada","32","Cesarean","2","No","2","At least one checked","0",81
,"2022","2022","Nevada","32","Cesarean","2","No","2","None checked","1",6881
,"2022","2022","New Hampshire","33","Vaginal","1","Yes","1","At least one checked","0",10
,"2022","2022","New Hampshire","33","Vaginal","1","Yes","1","None checked","1",268
,"2022","2022","New Hampshire","33","Vaginal","1","No","2","At least one checked","0",229
,"2022","2022","New Hampshire","33","Vaginal","1","No","2","None checked","1",7654
,"2022","2022","New Hampshire","33","Vaginal","1","No","2","Unknown or Not Stated","9",13
,"2022","2022","New Hampshire","33","Vaginal","1","Unknown or Not Stated","9","None checked","1",16
,"2022","2022","New Hampshire","33","Cesarean","2","Yes","1","At least one checked","0",24
,"2022","2022","New Hampshire","33","Cesarean","2","Yes","1","None checked","1",1368
,"2022","2022","New Hampshire","33","Cesarean","2","No","2","At least one checked","0",56
,"2022","2022","New Hampshire","33","Cesarean","2","No","2","None checked","1",2411
,"2022","2022","New Jersey","34","Vaginal","1","Yes","1","At least one checked","0",73
,"2022","2022","New Jersey","34","Vaginal","1","Yes","1","None checked","1",2605
,"2022","2022","New Jersey","34","Vaginal","1","Yes","1","Unknown or Not Stated","9",10
,"2022","2022","New Jersey","34","Vaginal","1","No","2","At least one checked","0",1294
,"2022","2022","New Jersey","34","Vaginal","1","No","2","None checked","1",64912
,"2022","2022","New Jersey","34","Vaginal","1","No","2","Unknown or Not Stated","9",145
,"2022","2022","New Jersey","34","Cesarean","2","Yes","1","At least one checked","0",231
,"2022","2022","New Jersey","34","Cesarean","2","Yes","1","None checked","1",14941
,"2022","2022","New Jersey","34","Cesarean","2","Yes","1","Unknown or Not Stated","9",36
,"2022","2022","New Jersey","34","Cesarean","2","No","2","At least one checked","0",330
,"2022","2022","New Jersey","34","Cesarean","2","No","2","None checked","1",18261
,"2022","2022","New Jersey","34","Cesarean","2","No","2","Unknown or Not Stated","9",45
,"2022","2022","New Mexico","35","Vaginal","1","Yes","1","None checked","1",512
,"2022","2022","New Mexico","35","Vaginal","1","No","2","At least one checked","0",240
,"2022","2022","New Mexico","35","Vaginal","1","No","2","None checked","1",15014
,"2022","2022","New Mexico","35","Cesarean","2","Yes","1","At least one checked","0",22
,"2022","2022","New Mexico","35","Cesarean","2","Yes","1","None checked","1",2205
,"2022","2022","New Mexico","35","Cesarean","2","No","2","At least one checked","0",37
,"2022","2022","New Mexico","35","Cesarean","2","No","2","None checked","1",3572
,"2022","2022","New York","36","Vaginal","1","Yes","1","At least one checked","0",119
,"2022","2022","New York","36","Vaginal","1","Yes","1","None checked","1",5099
,"2022","2022","New York","36","Vaginal","1","No","2","At least one checked","0",2211
,"2022","2022","New York","36","Vaginal","1","No","2","None checked","1",129144
,"2022","2022","New York","36","Vaginal","1","No","2","Unknown or Not Stated","9",236
,"2022","2022","New York","36","Vaginal","1","Unknown or Not Stated","9","None checked","1",133
,"2022","2022","New York","36","Vaginal","1","Unknown or Not Stated","9","Unknown or Not Stated","9",14
,"2022","2022","New York","36","Cesarean","2","Yes","1","At least one checked","0",511
,"2022","2022","New York","36","Cesarean","2","Yes","1","None checked","1",29762
,"2022","2022","New York","36","Cesarean","2","Yes","1","Unknown or Not Stated","9",60
,"2022","2022","New York","36","Cesarean","2","No","2","At least one checked","0",754
,"2022","2022","New York","36","Cesarean","2","No","2","None checked","1",39146
,"2022","2022","New York","36","Cesarean","2","No","2","Unknown or Not Stated","9",65
,"2022","2022","New York","36","Cesarean","2","Unknown or Not Stated","9","None checked","1",28
,"2022","2022","New York","36","Unknown or Not Stated","9","No","2","None checked","1",90
,"2022","2022","New York","36","Unknown or Not Stated","9","Unknown or Not Stated","9","None checked","1",22
,"2022","2022","New York","36","Unknown or Not Stated","9","Unknown or Not Stated","9","Unknown or Not Stated","9",353
,"2022","2022","North Carolina","37","Vaginal","1","Yes","1","At least one checked","0",49
,"2022","2022","North Carolina","37","Vaginal","1","Yes","1","None checked","1",3076
,"2022","2022","North Carolina","37","Vaginal","1","No","2","At least one checked","0",1187
,"2022","2022","North Carolina","37","Vaginal","1","No","2","None checked","1",80285
,"2022","2022","North Carolina","37","Vaginal","1","Unknown or Not Stated","9","None checked","1",13
,"2022","2022","North Carolina","37","Cesarean","2","Yes","1","At least one checked","0",200
,"2022","2022","North Carolina","37","Cesarean","2","Yes","1","None checked","1",14024
,"2022","2022","North Carolina","37","Cesarean","2","No","2","At least one checked","0",300
,"2022","2022","North Carolina","37","Cesarean","2","No","2","None checked","1",22130
,"2022","2022","North Carolina","37","Unknown or Not Stated","9","Yes","1","None checked","1",33
