"Notes","Year","Year Code","State of Residence","State of Residence Code","Delivery Method","Delivery Method Code","Previous Cesarean Delivery","Previous Cesarean Delivery Code","Maternal Morbidity Checked","Maternal Morbidity Checked Code",Births
,"2022","2022","North Carolina","37","Unknown or Not Stated","9","No","2","None checked","1",244
,"2022","2022","North Dakota","38","Vaginal","1","Yes","1","None checked","1",274
,"2022","2022","North Dakota","38","Vaginal","1","No","2","At least one checked","0",148
,"2022","2022","North Dakota","38","Vaginal","1","No","2","None checked","1",6650
,"2022","2022","North Dakota","38","Cesarean","2","Yes","1","At least one checked","0",25
,"2022","2022","North Dakota","38","Cesarean","2","Yes","1","None checked","1",1141
,"2022","2022","North Dakota","38","Cesarean","2","No","2","At least one checked","0",44
,"2022","2022","North Dakota","38","Cesarean","2","No","2","None checked","1",1278
,"2022","2022","Ohio","39","Vaginal","1","Yes","1","At least one checked","0",123
,"2022","2022","Ohio","39","Vaginal","1","Yes","1","None checked","1",3378
,"2022","2022","Ohio","39","Vaginal","1","No","2","At least one checked","0",1836
,"2022","2022","Ohio","39","Vaginal","1","No","2","None checked","1",82572
,"2022","2022","Ohio","39","Vaginal","1","Unknown or Not Stated","9","None checked","1",15
,"2022","2022","Ohio","39","Cesarean","2","Yes","1","At least one checked","0",280
,"2022","2022","Ohio","39","Cesarean","2","Yes","1","None checked","1",17131
,"2022","2022","Ohio","39","Cesarean","2","No","2","At least one checked","0",454
,"2022","2022","Ohio","39","Cesarean","2","No","2","None checked","1",22342
,"2022","2022","Ohio","39","Unknown or Not Stated","9","No","2","None checked","1",53
,"2022","2022","Oklahoma","40","Vaginal","1","Yes","1","At least one checked","0",11
,"2022","2022","Oklahoma","40","Vaginal","1","Yes","1","None checked","1",726
,"2022","2022","Oklahoma","40","Vaginal","1","No","2","At least one checked","0",471
,"2022","2022","Oklahoma","40","Vaginal","1","No","2","None checked","1",31413
,"2022","2022","Oklahoma","40","Cesarean","2","Yes","1","At least one checked","0",113
,"2022","2022","Oklahoma","40","Cesarean","2","Yes","1","None checked","1",6635
,"2022","2022","Oklahoma","40","Cesarean","2","No","2","At least one checked","0",203
,"2022","2022","Oklahoma","40","Cesarean","2","No","2","None checked","1",8721
,"2022","2022","Oklahoma","40","Unknown or Not Stated","9","No","2","None checked","1",26
,"2022","2022","Oregon","41","Vaginal","1","Yes","1","At least one checked","0",43
,"2022","2022","Oregon","41","Vaginal","1","Yes","1","None checked","1",955
,"2022","2022","Oregon","41","Vaginal","1","No","2","At least one checked","0",633
,"2022","2022","Oregon","41","Vaginal","1","No","2","None checked","1",26200
,"2022","2022","Oregon","41","Vaginal","1","No","2","Unknown or Not Stated","9",142
,"2022","2022","Oregon","41","Cesarean","2","Yes","1","At least one checked","0",48
,"2022","2022","Oregon","41","Cesarean","2","Yes","1","None checked","1",4153
,"2022","2022","Oregon","41","Cesarean","2","Yes","1","Unknown or Not Stated","9",16
,"2022","2022","Oregon","41","Cesarean","2","No","2","At least one checked","0",115
,"2022","2022","Oregon","41","Cesarean","2","No","2","None checked","1",7128
,"2022","2022","Oregon","41","Cesarean","2","No","2","Unknown or Not Stated","9",46
,"2022","2022","Pennsylvania","42","Vaginal","1","Yes","1","At least one checked","0",83
,"2022","2022","Pennsylvania","42","Vaginal","1","Yes","1","None checked","1",3555
,"2022","2022","Pennsylvania","42","Vaginal","1","Yes","1","Unknown or Not Stated","9",44
,"2022","2022","Pennsylvania","42","Vaginal","1","No","2","At least one checked","0",1193
,"2022","2022","Pennsylvania","42","Vaginal","1","No","2","None checked","1",83054
,"2022","2022","Pennsylvania","42","Vaginal","1","No","2","Unknown or Not Stated","9",845
,"2022","2022","Pennsylvania","42","Vaginal","1","Unknown or Not Stated","9","At least one checked","0",10
,"2022","2022","Pennsylvania","42","Vaginal","1","Unknown or Not Stated","9","None checked","1",651
,"2022","2022","Pennsylvania","42","Vaginal","1","Unknown or Not Stated","9","Unknown or Not Stated","9",245
,"2022","2022","Pennsylvania","42","Cesarean","2","Yes","1","At least one checked","0",196
,"2022","2022","Pennsylvania","42","Cesarean","2","Yes","1","None checked","1",15853
,"2022","2022","Pennsylvania","42","Cesarean","2","Yes","1","Unknown or Not Stated","9",221
,"2022","2022","Pennsylvania","42","Cesarean","2","No","2","At least one checked","0",389
,"2022","2022","Pennsylvania","42","Cesarean","2","No","2","None checked","1",22978
,"2022","2022","Pennsylvania","42","Cesarean","2","No","2","Unknown or Not Stated","9",339
,"2022","2022","Pennsylvania","42","Cesarean","2","Unknown or Not Stated","9","At least one checked","0",13
,"2022","2022","Pennsylvania","42","Cesarean","2","Unknown or Not Stated","9","None checked","1",340
,"2022","2022","Pennsylvania","42","Cesarean","2","Unknown or Not Stated","9","Unknown or Not Stated","9",113
,"2022","2022","Pennsylvania","42","Unknown or Not Stated","9","No","2","None checked","1",30
,"2022","2022","Pennsylvania","42","Unknown or Not Stated","9","No","2","Unknown or Not Stated","9",21
,"2022","2022","Pennsylvania","42","Unknown or Not Stated","9","Unknown or Not Stated","9","Unknown or Not Stated","9",60
,"2022","2022","Rhode Island","44","Vaginal","1","Yes","1","None checked","1",242
,"2022","2022","Rhode Island","44","Vaginal","1","No","2","At least one checked","0",143
,"2022","2022","Rhode Island","44","Vaginal","1","No","2","None checked","1",6239
,"2022","2022","Rhode Island","44","Vaginal","1","No","2","Unknown or Not Stated","9",13
,"2022","2022","Rhode Island","44","Vaginal","1","Unknown or Not Stated","9","None checked","1",11
,"2022","2022","Rhode Island","44","Cesarean","2","Yes","1","At least one checked","0",30
,"2022","2022","Rhode Island","44","Cesarean","2","Yes","1","None checked","1",1259
,"2022","2022","Rhode Island","44","Cesarean","2","No","2","At least one checked","0",42
,"2022","2022","Rhode Island","44","Cesarean","2","No","2","None checked","1",2216
,"2022","2022","Rhode Island","44","Unknown or Not Stated","9","No","2","None checked","1",41
,"2022","2022","South Carolina","45","Vaginal","1","Yes","1","At least one checked","0",21
,"2022","2022","South Carolina","45","Vaginal","1","Yes","1","None checked","1",1124
,"2022","2022","South Carolina","45","Vaginal","1","No","2","At least one checked","0",448
,"2022","2022","South Carolina","45","Vaginal","1","No","2","None checked","1",37150
,"2022","2022","South Carolina","45","Vaginal","1","No","2","Unknown or Not Stated","9",152
,"2022","2022","South Carolina","45","Vaginal","1","Unknown or Not Stated","9","None checked","1",36
,"2022","2022","South Carolina","45","Cesarean","2","Yes","1","At least one checked","0",67
,"2022","2022","South Carolina","45","Cesarean","2","Yes","1","None checked","1",7261
,"2022","2022","South Carolina","45","Cesarean","2","Yes","1","Unknown or Not Stated","9",24
,"2022","2022","South Carolina","45","Cesarean","2","No","2","At least one checked","0",90
,"2022","2022","South Carolina","45","Cesarean","2","No","2","None checked","1",11352
,"2022","2022","South Carolina","45","Cesarean","2","No","2","Unknown or Not Stated","9",49
,"2022","2022","South Carolina","45","Cesarean","2","Unknown or Not Stated","9","None checked","1",14
,"2022","2022","South Carolina","45","Unknown or Not Stated","9","No","2","None checked","1",12
,"2022","2022","South Dakota","46","Vaginal","1","Yes","1","At least one checked","0",11
,"2022","2022","South Dakota","46","Vaginal","1","Yes","1","None checked","1",317
,"2022","2022","South Dakota","46","Vaginal","1","No","2","At least one checked","0",162
,"2022","2022","South Dakota","46","Vaginal","1","No","2","None checked","1",8008
,"2022","2022","South Dakota","46","Vaginal","1","Unknown or Not Stated","9","None checked","1",10
,"2022","2022","South Dakota","46","Cesarean","2","Yes","1","At least one checked","0",13
,"2022","2022","South Dakota","46","Cesarean","2","Yes","1","None checked","1",1039
,"2022","2022","South Dakota","46","Cesarean","2","No","2","At least one checked","0",22
,"2022","2022","South Dakota","46","Cesarean","2","No","2","None checked","1",1611
,"2022","2022","Tennessee","47","Vaginal","1","Yes","1","At least one checked","0",28
,"2022","2022","Tennessee","47","Vaginal","1","Yes","1","None checked","1",1744
,"2022","2022","Tennessee","47","Vaginal","1","No","2","At least one checked","0",812
,"2022","2022","Tennessee","47","Vaginal","1","No","2","None checked","1",53285
,"2022","2022","Tennessee","47","Cesarean","2","Yes","1","At least one checked","0",137
,"2022","2022","Tennessee","47","Cesarean","2","Yes","1","None checked","1",10589
,"2022","2022","Tennessee","47","Cesarean","2","No","2","At least one checked","0",231
,"2022","2022","Tennessee","47","Cesarean","2","No","2","None checked","1",15432
,"2022","2022","Texas","48","Vaginal","1","Yes","1","At least one checked","0",77
,"2022","2022","Texas","48","Vaginal","1","Yes","1","None checked","1",5962
,"2022","2022","Texas","48","Vaginal","1","No","2","At least one checked","0",1841
,"2022","2022","Texas","48","Vaginal","1","No","2","None checked","1",245644
,"2022","2022","Texas","48","Vaginal","1","Unknown or Not Stated","9","None checked","1",1014
,"2022","2022","Texas","48","Cesarean","2","Yes","1","At least one checked","0",423
,"2022","2022","Texas","48","Cesarean","2","Yes","1","None checked","1",55100
,"2022","2022","Texas","48","Cesarean","2","No","2","At least one checked","0",621
,"2022","2022","Texas","48","Cesarean","2","No","2","None checked","1",78543
,"2022","2022","Texas","48","Cesarean","2","Unknown or Not Stated","9","None checked","1",284
,"2022","2022","Texas","48","Unknown or Not Stated","9","Yes","1","None checked","1",10
,"2022","2022","Texas","48","Unknown or Not Stated","9","No","2","None checked","1",128
,"2022","2022","Texas","48","Unknown or Not Stated","9","Unknown or Not Stated","9","None checked","1",65
,"2022","2022","Utah","49","Vaginal","1","Yes","1","At least one checked","0",41
,"2022","2022","Utah","49","Vaginal","1","Yes","1","None checked","1",1547
,"2022","2022","Utah","49","Vaginal","1","No","2","At least one checked","0",643
,"2022","2022","Utah","49","Vaginal","1","No","2","None checked","1",32535
,"2022","2022","Utah","49","Cesarean","2","Yes","1","At least one checked","0",119
,"2022","2022","Utah","49","Cesarean","2","Yes","1","None checked","1",4626
,"2022","2022","Utah","49","Cesarean","2","No","2","At least one checked","0",217
,"2022","2022","Utah","49","Cesarean","2","No","2","None checked","1",6025
,"2022","2022","Utah","49","Unknown or Not Stated","9","No","2","None checked","1",12
,"2022","2022","Vermont","50","Vaginal","1","Yes","1","None checked","1",143
,"2022","2022","Vermont","50","Vaginal","1","No","2","At least one checked","0",70
,"2022","2022","Vermont","50","Vaginal","1","No","2","None checked","1",3599
,"2022","2022","Vermont","50","Cesarean","2","Yes","1","At least one checked","0",11
,"2022","2022","Vermont","50","Cesarean","2","Yes","1","None checked","1",523
,"2022","2022","Vermont","50","Cesarean","2","No","2","At least one checked","0",31
,"2022","2022","Vermont","50","Cesarean","2","No","2","None checked","1",930
,"2022","2022","Virginia","51","Vaginal","1","Yes","1","At least one checked","0",52
,"2022","2022","Virginia","51","Vaginal","1","Yes","1","None checked","1",2687
,"2022","2022","Virginia","51","Vaginal","1","No","2","At least one checked","0",545
,"2022","2022","Virginia","51","Vaginal","1","No","2","None checked","1",61419
,"2022","2022","Virginia","51","Cesarean","2","Yes","1","At least one checked","0",84
,"2022","2022","Virginia","51","Cesarean","2","Yes","1","None checked","1",13843
,"2022","2022","Virginia","51","Cesarean","2","No","2","At least one checked","0",141
,"2022","2022","Virginia","51","Cesarean","2","No","2","None checked","1",16837
,"2022","2022","Virginia","51","Unknown or Not Stated","9","No","2","None checked","1",12
,"2022","2022","Washington","53","Vaginal","1","Yes","1","At least one checked","0",56
,"2022","2022","Washington","53","Vaginal","1","Yes","1","None checked","1",2151
,"2022","2022","Washington","53","Vaginal","1","No","2","At least one checked","0",1092
,"2022","2022","Washington","53","Vaginal","1","No","2","None checked","1",54448
,"2022","2022","Washington","53","Vaginal","1","No","2","Unknown or Not Stated","9",145
,"2022","2022","Washington","53","Vaginal","1","Unknown or Not Stated","9","None checked","1",224
,"2022","2022","Washington","53","Vaginal","1","Unknown or Not Stated","9","Unknown or Not Stated","9",100
,"2022","2022","Washington","53","Cesarean","2","Yes","1","At least one checked","0",108
,"2022","2022","Washington","53","Cesarean","2","Yes","1","None checked","1",8621
,"2022","2022","Washington","53","Cesarean","2","Yes","1","Unknown or Not Stated","9",27
,"2022","2022","Washington","53","Cesarean","2","No","2","At least one checked","0",255
,"2022","2022","Washington","53","Cesarean","2","No","2","None checked","1",15399
,"2022","2022","Washington","53","Cesarean","2","No","2","Unknown or Not Stated","9",59
,"2022","2022","Washington","53","Cesarean","2","Unknown or Not Stated","9","None checked","1",107
,"2022","2022","Washington","53","Cesarean","2","Unknown or Not Stated","9","Unknown or Not Stated","9",31
,"2022","2022","Washington","53","Unknown or Not Stated","9","Yes","1","None checked","1",20
,"2022","2022","Washington","53","Unknown or Not Stated","9","No","2","None checked","1",262
,"2022","2022","Washington","53","Unknown or Not Stated","9","No","2","Unknown or Not Stated","9",45
,"2022","2022","Washington","53","Unknown or Not Stated","9","Unknown or Not Stated","9","Unknown or Not Stated","9",163
,"2022","2022","West Virginia","54","Vaginal","1","Yes","1","None checked","1",267
,"2022","2022","West Virginia","54","Vaginal","1","No","2","At least one checked","0",116
,"2022","2022","West Virginia","54","Vaginal","1","No","2","None checked","1",10660
,"2022","2022","West Virginia","54","Vaginal","1","No","2","Unknown or Not Stated","9",21
,"2022","2022","West Virginia","54","Vaginal","1","Unknown or Not Stated","9","None checked","1",77
,"2022","2022","West Virginia","54","Cesarean","2","Yes","1","At least one checked","0",35
,"2022","2022","West Virginia","54","Cesarean","2","Yes","1","None checked","1",2268
,"2022","2022","West Virginia","54","Cesarean","2","Yes","1","Unknown or Not Stated","9",14
,"2022","2022","West Virginia","54","Cesarean","2","No","2","At least one checked","0",37
,"2022","2022","West Virginia","54","Cesarean","2","No","2","None checked","1",3375
,"2022","2022","West Virginia","54","Cesarean","2","No","2","Unknown or Not Stated","9",23
,"2022","2022","West Virginia","54","Cesarean","2","Unknown or Not Stated","9","None checked","1",25
,"2022","2022","Wisconsin","55","Vaginal","1","Yes","1","At least one checked","0",77
,"2022","2022","Wisconsin","55","Vaginal","1","Yes","1","None checked","1",1776
,"2022","2022","Wisconsin","55","Vaginal","1","No","2","At least one checked","0",1050
,"2022","2022","Wisconsin","55","Vaginal","1","No","2","None checked","1",40409
,"2022","2022","Wisconsin","55","Vaginal","1","No","2","Unknown or Not Stated","9",25
,"2022","2022","Wisconsin","55","Vaginal","1","Unknown or Not Stated","9","None checked","1",78
,"2022","2022","Wisconsin","55","Cesarean","2","Yes","1","At least one checked","0",133
,"2022","2022","Wisconsin","55","Cesarean","2","Yes","1","None checked","1",6651
,"2022","2022","Wisconsin","55","Cesarean","2","No","2","At least one checked","0",202
,"2022","2022","Wisconsin","55","Cesarean","2","No","2","None checked","1",9449
,"2022","2022","Wisconsin","55","Cesarean","2","No","2","Unknown or Not Stated","9",11
,"2022","2022","Wisconsin","55","Cesarean","2","Unknown or Not Stated","9","None checked","1",16
,"2022","2022","Wisconsin","55","Unknown or Not Stated","9","No","2","None checked","1",125
,"2022","2022","Wyoming","56","Vaginal","1","Yes","1","None checked","1",102
,"2022","2022","Wyoming","56","Vaginal","1","No","2","At least one checked","0",96
,"2022","2022","Wyoming","56","Vaginal","1","No","2","None checked","1",4192
,"2022","2022","Wyoming","56","Cesarean","2","Yes","1","At least one checked","0",16
,"2022","2022","Wyoming","56","Cesarean","2","Yes","1","None checked","1",660
,"2022","2022","Wyoming","56","Cesarean","2","No","2","At least one checked","0",17
,"2022","2022","Wyoming","56","Cesarean","2","No","2","None checked","1",960
,"2023","2023","Alabama","01","Vaginal","1","Yes","1","At least one checked","0",16
,"2023","2023","Alabama","01","Vaginal","1","Yes","1","None checked","1",1012
,"2023","2023","Alabama","01","Vaginal","1","No","2","At least one checked","0",471
,"2023","2023","Alabama","01","Vaginal","1","No","2","None checked","1",36567
,"2023","2023","Alabama","01","Cesarean","2","Yes","1","At least one checked","0",97
,"2023","2023","Alabama","01","Cesarean","2","Yes","1","None checked","1",7549
,"2023","2023","Alabama","01","Cesarean","2","No","2","At least one checked","0",144
,"2023","2023","Alabama","01","Cesarean","2","No","2","None checked","1",11993
,"2023","2023","Alaska","02","Vaginal","1","Yes","1","At least one checked","0",10
,"2023","2023","Alaska","02","Vaginal","1","Yes","1","None checked","1",277
,"2023","2023","Alaska","02","Vaginal","1","No","2","At least one checked","0",168
,"2023","2023","Alaska","02","Vaginal","1","No","2","None checked","1",6282
,"2023","2023","Alaska","02","Vaginal","1","No","2","Unknown or Not Stated","9",41
,"2023","2023","Alaska","02","Vaginal","1","Unknown or Not Stated","9","None checked","1",59
,"2023","2023","Alaska","02","Cesarean","2","Yes","1","At least one checked","0",31
,"2023","2023","Alaska","02","Cesarean","2","Yes","1","None checked","1",820
,"2023","2023","Alaska","02","Cesarean","2","No","2","At least one checked","0",56
,"2023","2023","Alaska","02","Cesarean","2","No","2","None checked","1",1237
,"2023","2023","Arizona","04","Vaginal","1","Yes","1","At least one checked","0",32
,"2023","2023","Arizona","04","Vaginal","1","Yes","1","None checked","1",1963
,"2023","2023","Arizona","04","Vaginal","1","No","2","At least one checked","0",616
,"2023","2023","Arizona","04","Vaginal","1","No","2","None checked","1",52806
,"2023","2023","Arizona","04","Cesarean","2","Yes","1","At least one checked","0",142
,"2023","2023","Arizona","04","Cesarean","2","Yes","1","None checked","1",8874
,"2023","2023","Arizona","04","Cesarean","2","No","2","At least one checked","0",253
,"2023","2023","Arizona","04","Cesarean","2","No","2","None checked","1",13406
,"2023","2023","Arkansas","05","Vaginal","1","Yes","1","At least one checked","0",19
,"2023","2023","Arkansas","05","Vaginal","1","Yes","1","None checked","1",611
,"2023","2023","Arkansas","05","Vaginal","1","No","2","At least one checked","0",446
,"2023","2023","Arkansas","05","Vaginal","1","No","2","None checked","1",22260
,"2023","2023","Arkansas","05","Cesarean","2","Yes","1","At least one checked","0",93
,"2023","2023","Arkansas","05","Cesarean","2","Yes","1","None checked","1",4963
,"2023","2023","Arkansas","05","Cesarean","2","No","2","At least one checked","0",129
,"2023","2023","Arkansas","05","Cesarean","2","No","2","None checked","1",6733
,"2023","2023","California","06","Vaginal","1","Yes","1","At least one checked","0",202
,"2023","2023","California","06","Vaginal","1","Yes","1","None checked","1",8384
,"2023","2023","California","06","Vaginal","1","Yes","1","Unknown or Not Stated","9",16
,"2023","2023","California","06","Vaginal","1","No","2","At least one checked","0",3656
,"2023","2023","California","06","Vaginal","1","No","2","None checked","1",261114
,"2023","2023","California","06","Vaginal","1","No","2","Unknown or Not Stated","9",457
,"2023","2023","California","06","Vaginal","1","Unknown or Not Stated","9","Unknown or Not Stated","9",157
,"2023","2023","California","06","Cesarean","2","Yes","1","At least one checked","0",443
,"2023","2023","California","06","Cesarean","2","Yes","1","None checked","1",54191
,"2023","2023","California","06","Cesarean","2","Yes","1","Unknown or Not Stated","9",17
,"2023","2023","California","06","Cesarean","2","No","2","At least one checked","0",715
,"2023","2023","California","06","Cesarean","2","No","2","None checked","1",70704
,"2023","2023","California","06","Cesarean","2","No","2","Unknown or Not Stated","9",22
,"2023","2023","California","06","Unknown or Not Stated","9","Unknown or Not Stated","9","Unknown or Not Stated","9",12
,"2023","2023","Colorado","08","Vaginal","1","Yes","1","At least one checked","0",46
,"2023","2023","Colorado","08","Vaginal","1","Yes","1","None checked","1",1659
,"2023","2023","Colorado","08","Vaginal","1","Yes","1","Unknown or Not Stated","9",36
,"2023","2023","Colorado","08","Vaginal","1","No","2","At least one checked","0",619
,"2023","2023","Colorado","08","Vaginal","1","No","2","None checked","1",41635
,"2023","2023","Colorado","08","Vaginal","1","No","2","Unknown or Not Stated","9",88
,"2023","2023","Colorado","08","Vaginal","1","Unknown or Not Stated","9","At least one checked","0",17
,"2023","2023","Colorado","08","Vaginal","1","Unknown or Not Stated","9","None checked","1",414
,"2023","2023","Colorado","08","Vaginal","1","Unknown or Not Stated","9","Unknown or Not Stated","9",80
,"2023","2023","Colorado","08","Cesarean","2","Yes","1","At least one checked","0",80
,"2023","2023","Colorado","08","Cesarean","2","Yes","1","None checked","1",5784
,"2023","2023","Colorado","08","Cesarean","2","Yes","1","Unknown or Not Stated","9",22
,"2023","2023","Colorado","08","Cesarean","2","No","2","At least one checked","0",159
,"2023","2023","Colorado","08","Cesarean","2","No","2","None checked","1",10694
,"2023","2023","Colorado","08","Cesarean","2","No","2","Unknown or Not Stated","9",33
,"2023","2023","Colorado","08","Cesarean","2","Unknown or Not Stated","9","None checked","1",97
,"2023","2023","Colorado","08","Cesarean","2","Unknown or Not Stated","9","Unknown or Not Stated","9",15
,"2023","2023","Colorado","08","Unknown or Not Stated","9","Unknown or Not Stated","9","Unknown or Not Stated","9",14
,"2023","2023","Connecticut","09","Vaginal","1","Yes","1","At least one checked","0",12
,"2023","2023","Connecticut","09","Vaginal","1","Yes","1","None checked","1",868
,"2023","2023","Connecticut","09","Vaginal","1","No","2","At least one checked","0",316
,"2023","2023","Connecticut","09","Vaginal","1","No","2","None checked","1",21228
,"2023","2023","Connecticut","09","Vaginal","1","Unknown or Not Stated","9","None checked","1",20
,"2023","2023","Connecticut","09","Cesarean","2","Yes","1","At least one checked","0",54
,"2023","2023","Connecticut","09","Cesarean","2","Yes","1","None checked","1",4791
,"2023","2023","Connecticut","09","Cesarean","2","No","2","At least one checked","0",118
,"2023","2023","Connecticut","09","Cesarean","2","No","2","None checked","1",7132
,"2023","2023","Delaware","10","Vaginal","1","Yes","1","None checked","1",198
,"2023","2023","Delaware","10","Vaginal","1","No","2","At least one checked","0",240
,"2023","2023","Delaware","10","Vaginal","1","No","2","None checked","1",6560
,"2023","2023","Delaware","10","Vaginal","1","Unknown or Not Stated","9","None checked","1",111
,"2023","2023","Delaware","10","Cesarean","2","Yes","1","At least one checked","0",79
,"2023","2023","Delaware","10","Cesarean","2","Yes","1","None checked","1",1204
,"2023","2023","Delaware","10","Cesarean","2","No","2","At least one checked","0",172
,"2023","2023","Delaware","10","Cesarean","2","No","2","None checked","1",1788
,"2023","2023","Delaware","10","Cesarean","2","Unknown or Not Stated","9","None checked","1",31
,"2023","2023","District of Columbia","11","Vaginal","1","Yes","1","None checked","1",199
,"2023","2023","District of Columbia","11","Vaginal","1","No","2","At least one checked","0",199
,"2023","2023","District of Columbia","11","Vaginal","1","No","2","None checked","1",4788
,"2023","2023","District of Columbia","11","Cesarean","2","Yes","1","At least one checked","0",16
,"2023","2023","District of Columbia","11","Cesarean","2","Yes","1","None checked","1",778
,"2023","2023","District of Columbia","11","Cesarean","2","No","2","At least one checked","0",71
,"2023","2023","District of Columbia","11","Cesarean","2","No","2","None checked","1",1830
,"2023","2023","Florida","12","Vaginal","1","Yes","1","At least one checked","0",38
,"2023","2023","Florida","12","Vaginal","1","Yes","1","None checked","1",3749
,"2023","2023","Florida","12","Vaginal","1","No","2","At least one checked","0",1159
,"2023","2023","Florida","12","Vaginal","1","No","2","None checked","1",135046
,"2023","2023","Florida","12","Vaginal","1","No","2","Unknown or Not Stated","9",459
,"2023","2023","Florida","12","Vaginal","1","Unknown or Not Stated","9","None checked","1",233
,"2023","2023","Florida","12","Vaginal","1","Unknown or Not Stated","9","Unknown or Not Stated","9",403
,"2023","2023","Florida","12","Cesarean","2","Yes","1","At least one checked","0",208
,"2023","2023","Florida","12","Cesarean","2","Yes","1","None checked","1",28380
,"2023","2023","Florida","12","Cesarean","2","Yes","1","Unknown or Not Stated","9",223
,"2023","2023","Florida","12","Cesarean","2","No","2","At least one checked","0",344
,"2023","2023","Florida","12","Cesarean","2","No","2","None checked","1",50590
,"2023","2023","Florida","12","Cesarean","2","No","2","Unknown or Not Stated","9",260
,"2023","2023","Florida","12","Cesarean","2","Unknown or Not Stated","9","None checked","1",43
,"2023","2023","Florida","12","Cesarean","2","Unknown or Not Stated","9","Unknown or Not Stated","9",88
,"2023","2023","Florida","12","Unknown or Not Stated","9","Yes","1","None checked","1",18
,"2023","2023","Florida","12","Unknown or Not Stated","9","No","2","None checked","1",143
,"2023","2023","Florida","12","Unknown or Not Stated","9","Unknown or Not Stated","9","Unknown or Not Stated","9",15
,"2023","2023","Georgia","13","Vaginal","1","Yes","1","At least one checked","0",26
,"2023","2023","Georgia","13","Vaginal","1","Yes","1","None checked","1",1576
,"2023","2023","Georgia","13","Vaginal","1","No","2","At least one checked","0",1088
,"2023","2023","Georgia","13","Vaginal","1","No","2","None checked","1",77455
,"2023","2023","Georgia","13","Vaginal","1","No","2","Unknown or Not Stated","9",42
,"2023","2023","Georgia","13","Vaginal","1","Unknown or Not Stated","9","None checked","1",109
,"2023","2023","Georgia","13","Vaginal","1","Unknown or Not Stated","9","Unknown or Not Stated","9",21
,"2023","2023","Georgia","13","Cesarean","2","Yes","1","At least one checked","0",250
,"2023","2023","Georgia","13","Cesarean","2","Yes","1","None checked","1",14971
,"2023","2023","Georgia","13","Cesarean","2","No","2","At least one checked","0",498
,"2023","2023","Georgia","13","Cesarean","2","No","2","None checked","1",28960
,"2023","2023","Georgia","13","Cesarean","2","No","2","Unknown or Not Stated","9",18
,"2023","2023","Georgia","13","Cesarean","2","Unknown or Not Stated","9","None checked","1",36
,"2023","2023","Georgia","13","Unknown or Not Stated","9","No","2","None checked","1",42
,"2023","2023","Hawaii","15","Vaginal","1","Yes","1","None checked","1",381
,"2023","2023","Hawaii","15","Vaginal","1","No","2","At least one checked","0",126
,"2023","2023","Hawaii","15","Vaginal","1","No","2","None checked","1",10237
,"2023","2023","Hawaii","15","Cesarean","2","Yes","1","At least one checked","0",23
,"2023","2023","Hawaii","15","Cesarean","2","Yes","1","None checked","1",1441
,"2023","2023","Hawaii","15","Cesarean","2","No","2","At least one checked","0",36
,"2023","2023","Hawaii","15","Cesarean","2","No","2","None checked","1",2556
,"2023","2023","Idaho","16","Vaginal","1","Yes","1","At least one checked","0",25
,"2023","2023","Idaho","16","Vaginal","1","Yes","1","None checked","1",620
,"2023","2023","Idaho","16","Vaginal","1","No","2","At least one checked","0",237
,"2023","2023","Idaho","16","Vaginal","1","No","2","None checked","1",16029
,"2023","2023","Idaho","16","Cesarean","2","Yes","1","At least one checked","0",37
,"2023","2023","Idaho","16","Cesarean","2","Yes","1","None checked","1",2069
,"2023","2023","Idaho","16","Cesarean","2","No","2","At least one checked","0",74
,"2023","2023","Idaho","16","Cesarean","2","No","2","None checked","1",3286
,"2023","2023","Illinois","17","Vaginal","1","Yes","1","At least one checked","0",101
,"2023","2023","Illinois","17","Vaginal","1","Yes","1","None checked","1",3344
,"2023","2023","Illinois","17","Vaginal","1","No","2","At least one checked","0",1428
,"2023","2023","Illinois","17","Vaginal","1","No","2","None checked","1",81070
,"2023","2023","Illinois","17","Vaginal","1","No","2","Unknown or Not Stated","9",34
,"2023","2023","Illinois","17","Vaginal","1","Unknown or Not Stated","9","None checked","1",65
,"2023","2023","Illinois","17","Vaginal","1","Unknown or Not Stated","9","Unknown or Not Stated","9",36
,"2023","2023","Illinois","17","Cesarean","2","Yes","1","At least one checked","0",326
,"2023","2023","Illinois","17","Cesarean","2","Yes","1","None checked","1",15675
,"2023","2023","Illinois","17","Cesarean","2","No","2","At least one checked","0",603
,"2023","2023","Illinois","17","Cesarean","2","No","2","None checked","1",22067
,"2023","2023","Illinois","17","Cesarean","2","No","2","Unknown or Not Stated","9",17
,"2023","2023","Illinois","17","Cesarean","2","Unknown or Not Stated","9","None checked","1",13
,"2023","2023","Illinois","17","Unknown or Not Stated","9","No","2","None checked","1",21
,"2023","2023","Indiana","18","Vaginal","1","Yes","1","At least one checked","0",48
,"2023","2023","Indiana","18","Vaginal","1","Yes","1","None checked","1",1766
,"2023","2023","Indiana","18","Vaginal","1","No","2","At least one checked","0",756
,"2023","2023","Indiana","18","Vaginal","1","No","2","None checked","1",51700
,"2023","2023","Indiana","18","Vaginal","1","No","2","Unknown or Not Stated","9",55
,"2023","2023","Indiana","18","Vaginal","1","Unknown or Not Stated","9","None checked","1",344
,"2023","2023","Indiana","18","Vaginal","1","Unknown or Not Stated","9","Unknown or Not Stated","9",30
