"Notes","Year","Year Code","State of Residence","State of Residence Code","Delivery Method","Delivery Method Code","Previous Cesarean Delivery","Previous Cesarean Delivery Code","Mother's Pre-pregnancy BMI","Mother's Pre-pregnancy BMI Code",Births
,"2019","2019","Arizona","04","Cesarean","2","Yes","1","Underweight <18.5","1",137
,"2019","2019","Arizona","04","Cesarean","2","Yes","1","Normal 18.5-24.9","2",2651
,"2019","2019","Arizona","04","Cesarean","2","Yes","1","Overweight 25.0-29.9","3",2673
,"2019","2019","Arizona","04","Cesarean","2","Yes","1","Obesity I 30.0-34.9","4",1931
,"2019","2019","Arizona","04","Cesarean","2","Yes","1","Obesity II 35.0-39.9","5",1158
,"2019","2019","Arizona","04","Cesarean","2","Yes","1","Extreme Obesity III > 39.9","6",925
,"2019","2019","Arizona","04","Cesarean","2","Yes","1","Unknown or Not Stated","9",49
,"2019","2019","Arizona","04","Cesarean","2","No","2","Underweight <18.5","1",333
,"2019","2019","Arizona","04","Cesarean","2","No","2","Normal 18.5-24.9","2",4283
,"2019","2019","Arizona","04","Cesarean","2","No","2","Overweight 25.0-29.9","3",3231
,"2019","2019","Arizona","04","Cesarean","2","No","2","Obesity I 30.0-34.9","4",2303
,"2019","2019","Arizona","04","Cesarean","2","No","2","Obesity II 35.0-39.9","5",1256
,"2019","2019","Arizona","04","Cesarean","2","No","2","Extreme Obesity III > 39.9","6",1046
,"2019","2019","Arizona","04","Cesarean","2","No","2","Unknown or Not Stated","9",63
,"2019","2019","Arkansas","05","Vaginal","1","Yes","1","Underweight <18.5","1",14
,"2019","2019","Arkansas","05","Vaginal","1","Yes","1","Normal 18.5-24.9","2",193
,"2019","2019","Arkansas","05","Vaginal","1","Yes","1","Overweight 25.0-29.9","3",179
,"2019","2019","Arkansas","05","Vaginal","1","Yes","1","Obesity I 30.0-34.9","4",91
,"2019","2019","Arkansas","05","Vaginal","1","Yes","1","Obesity II 35.0-39.9","5",51
,"2019","2019","Arkansas","05","Vaginal","1","Yes","1","Extreme Obesity III > 39.9","6",39
,"2019","2019","Arkansas","05","Vaginal","1","Yes","1","Unknown or Not Stated","9",16
,"2019","2019","Arkansas","05","Vaginal","1","No","2","Underweight <18.5","1",893
,"2019","2019","Arkansas","05","Vaginal","1","No","2","Normal 18.5-24.9","2",9181
,"2019","2019","Arkansas","05","Vaginal","1","No","2","Overweight 25.0-29.9","3",6031
,"2019","2019","Arkansas","05","Vaginal","1","No","2","Obesity I 30.0-34.9","4",3741
,"2019","2019","Arkansas","05","Vaginal","1","No","2","Obesity II 35.0-39.9","5",1794
,"2019","2019","Arkansas","05","Vaginal","1","No","2","Extreme Obesity III > 39.9","6",1257
,"2019","2019","Arkansas","05","Vaginal","1","No","2","Unknown or Not Stated","9",477
,"2019","2019","Arkansas","05","Cesarean","2","Yes","1","Underweight <18.5","1",80
,"2019","2019","Arkansas","05","Cesarean","2","Yes","1","Normal 18.5-24.9","2",1368
,"2019","2019","Arkansas","05","Cesarean","2","Yes","1","Overweight 25.0-29.9","3",1394
,"2019","2019","Arkansas","05","Cesarean","2","Yes","1","Obesity I 30.0-34.9","4",1163
,"2019","2019","Arkansas","05","Cesarean","2","Yes","1","Obesity II 35.0-39.9","5",746
,"2019","2019","Arkansas","05","Cesarean","2","Yes","1","Extreme Obesity III > 39.9","6",791
,"2019","2019","Arkansas","05","Cesarean","2","Yes","1","Unknown or Not Stated","9",100
,"2019","2019","Arkansas","05","Cesarean","2","No","2","Underweight <18.5","1",157
,"2019","2019","Arkansas","05","Cesarean","2","No","2","Normal 18.5-24.9","2",1995
,"2019","2019","Arkansas","05","Cesarean","2","No","2","Overweight 25.0-29.9","3",1613
,"2019","2019","Arkansas","05","Cesarean","2","No","2","Obesity I 30.0-34.9","4",1317
,"2019","2019","Arkansas","05","Cesarean","2","No","2","Obesity II 35.0-39.9","5",841
,"2019","2019","Arkansas","05","Cesarean","2","No","2","Extreme Obesity III > 39.9","6",864
,"2019","2019","Arkansas","05","Cesarean","2","No","2","Unknown or Not Stated","9",175
,"2019","2019","California","06","Vaginal","1","Yes","1","Underweight <18.5","1",160
,"2019","2019","California","06","Vaginal","1","Yes","1","Normal 18.5-24.9","2",3188
,"2019","2019","California","06","Vaginal","1","Yes","1","Overweight 25.0-29.9","3",2543
,"2019","2019","California","06","Vaginal","1","Yes","1","Obesity I 30.0-34.9","4",1364
,"2019","2019","California","06","Vaginal","1","Yes","1","Obesity II 35.0-39.9","5",590
,"2019","2019","California","06","Vaginal","1","Yes","1","Extreme Obesity III > 39.9","6",285
,"2019","2019","California","06","Vaginal","1","Yes","1","Unknown or Not Stated","9",220
,"2019","2019","California","06","Vaginal","1","No","2","Underweight <18.5","1",10478
,"2019","2019","California","06","Vaginal","1","No","2","Normal 18.5-24.9","2",134077
,"2019","2019","California","06","Vaginal","1","No","2","Overweight 25.0-29.9","3",81116
,"2019","2019","California","06","Vaginal","1","No","2","Obesity I 30.0-34.9","4",41706
,"2019","2019","California","06","Vaginal","1","No","2","Obesity II 35.0-39.9","5",17627
,"2019","2019","California","06","Vaginal","1","No","2","Extreme Obesity III > 39.9","6",9090
,"2019","2019","California","06","Vaginal","1","No","2","Unknown or Not Stated","9",6365
,"2019","2019","California","06","Vaginal","1","Unknown or Not Stated","9","Underweight <18.5","1",16
,"2019","2019","California","06","Vaginal","1","Unknown or Not Stated","9","Normal 18.5-24.9","2",189
,"2019","2019","California","06","Vaginal","1","Unknown or Not Stated","9","Overweight 25.0-29.9","3",60
,"2019","2019","California","06","Vaginal","1","Unknown or Not Stated","9","Obesity I 30.0-34.9","4",19
,"2019","2019","California","06","Vaginal","1","Unknown or Not Stated","9","Unknown or Not Stated","9",31
,"2019","2019","California","06","Cesarean","2","Yes","1","Underweight <18.5","1",1119
,"2019","2019","California","06","Cesarean","2","Yes","1","Normal 18.5-24.9","2",19840
,"2019","2019","California","06","Cesarean","2","Yes","1","Overweight 25.0-29.9","3",17911
,"2019","2019","California","06","Cesarean","2","Yes","1","Obesity I 30.0-34.9","4",12487
,"2019","2019","California","06","Cesarean","2","Yes","1","Obesity II 35.0-39.9","5",6592
,"2019","2019","California","06","Cesarean","2","Yes","1","Extreme Obesity III > 39.9","6",4959
,"2019","2019","California","06","Cesarean","2","Yes","1","Unknown or Not Stated","9",1543
,"2019","2019","California","06","Cesarean","2","No","2","Underweight <18.5","1",1903
,"2019","2019","California","06","Cesarean","2","No","2","Normal 18.5-24.9","2",28457
,"2019","2019","California","06","Cesarean","2","No","2","Overweight 25.0-29.9","3",19422
,"2019","2019","California","06","Cesarean","2","No","2","Obesity I 30.0-34.9","4",11716
,"2019","2019","California","06","Cesarean","2","No","2","Obesity II 35.0-39.9","5",5787
,"2019","2019","California","06","Cesarean","2","No","2","Extreme Obesity III > 39.9","6",4134
,"2019","2019","California","06","Cesarean","2","No","2","Unknown or Not Stated","9",1454
,"2019","2019","Colorado","08","Vaginal","1","Yes","1","Underweight <18.5","1",40
,"2019","2019","Colorado","08","Vaginal","1","Yes","1","Normal 18.5-24.9","2",660
,"2019","2019","Colorado","08","Vaginal","1","Yes","1","Overweight 25.0-29.9","3",419
,"2019","2019","Colorado","08","Vaginal","1","Yes","1","Obesity I 30.0-34.9","4",225
,"2019","2019","Colorado","08","Vaginal","1","Yes","1","Obesity II 35.0-39.9","5",108
,"2019","2019","Colorado","08","Vaginal","1","Yes","1","Extreme Obesity III > 39.9","6",58
,"2019","2019","Colorado","08","Vaginal","1","Yes","1","Unknown or Not Stated","9",105
,"2019","2019","Colorado","08","Vaginal","1","No","2","Underweight <18.5","1",1456
,"2019","2019","Colorado","08","Vaginal","1","No","2","Normal 18.5-24.9","2",20579
,"2019","2019","Colorado","08","Vaginal","1","No","2","Overweight 25.0-29.9","3",11107
,"2019","2019","Colorado","08","Vaginal","1","No","2","Obesity I 30.0-34.9","4",5379
,"2019","2019","Colorado","08","Vaginal","1","No","2","Obesity II 35.0-39.9","5",2217
,"2019","2019","Colorado","08","Vaginal","1","No","2","Extreme Obesity III > 39.9","6",1296
,"2019","2019","Colorado","08","Vaginal","1","No","2","Unknown or Not Stated","9",2384
,"2019","2019","Colorado","08","Cesarean","2","Yes","1","Underweight <18.5","1",106
,"2019","2019","Colorado","08","Cesarean","2","Yes","1","Normal 18.5-24.9","2",2041
,"2019","2019","Colorado","08","Cesarean","2","Yes","1","Overweight 25.0-29.9","3",1800
,"2019","2019","Colorado","08","Cesarean","2","Yes","1","Obesity I 30.0-34.9","4",999
,"2019","2019","Colorado","08","Cesarean","2","Yes","1","Obesity II 35.0-39.9","5",555
,"2019","2019","Colorado","08","Cesarean","2","Yes","1","Extreme Obesity III > 39.9","6",428
,"2019","2019","Colorado","08","Cesarean","2","Yes","1","Unknown or Not Stated","9",297
,"2019","2019","Colorado","08","Cesarean","2","No","2","Underweight <18.5","1",233
,"2019","2019","Colorado","08","Cesarean","2","No","2","Normal 18.5-24.9","2",4163
,"2019","2019","Colorado","08","Cesarean","2","No","2","Overweight 25.0-29.9","3",2734
,"2019","2019","Colorado","08","Cesarean","2","No","2","Obesity I 30.0-34.9","4",1509
,"2019","2019","Colorado","08","Cesarean","2","No","2","Obesity II 35.0-39.9","5",798
,"2019","2019","Colorado","08","Cesarean","2","No","2","Extreme Obesity III > 39.9","6",573
,"2019","2019","Colorado","08","Cesarean","2","No","2","Unknown or Not Stated","9",587
,"2019","2019","Connecticut","09","Vaginal","1","Yes","1","Underweight <18.5","1",17
,"2019","2019","Connecticut","09","Vaginal","1","Yes","1","Normal 18.5-24.9","2",410
,"2019","2019","Connecticut","09","Vaginal","1","Yes","1","Overweight 25.0-29.9","3",241
,"2019","2019","Connecticut","09","Vaginal","1","Yes","1","Obesity I 30.0-34.9","4",142
,"2019","2019","Connecticut","09","Vaginal","1","Yes","1","Obesity II 35.0-39.9","5",58
,"2019","2019","Connecticut","09","Vaginal","1","Yes","1","Extreme Obesity III > 39.9","6",25
,"2019","2019","Connecticut","09","Vaginal","1","No","2","Underweight <18.5","1",629
,"2019","2019","Connecticut","09","Vaginal","1","No","2","Normal 18.5-24.9","2",10313
,"2019","2019","Connecticut","09","Vaginal","1","No","2","Overweight 25.0-29.9","3",5719
,"2019","2019","Connecticut","09","Vaginal","1","No","2","Obesity I 30.0-34.9","4",2761
,"2019","2019","Connecticut","09","Vaginal","1","No","2","Obesity II 35.0-39.9","5",1203
,"2019","2019","Connecticut","09","Vaginal","1","No","2","Extreme Obesity III > 39.9","6",699
,"2019","2019","Connecticut","09","Vaginal","1","No","2","Unknown or Not Stated","9",73
,"2019","2019","Connecticut","09","Vaginal","1","Unknown or Not Stated","9","Normal 18.5-24.9","2",41
,"2019","2019","Connecticut","09","Vaginal","1","Unknown or Not Stated","9","Overweight 25.0-29.9","3",18
,"2019","2019","Connecticut","09","Vaginal","1","Unknown or Not Stated","9","Obesity I 30.0-34.9","4",12
,"2019","2019","Connecticut","09","Cesarean","2","Yes","1","Underweight <18.5","1",65
,"2019","2019","Connecticut","09","Cesarean","2","Yes","1","Normal 18.5-24.9","2",1653
,"2019","2019","Connecticut","09","Cesarean","2","Yes","1","Overweight 25.0-29.9","3",1385
,"2019","2019","Connecticut","09","Cesarean","2","Yes","1","Obesity I 30.0-34.9","4",925
,"2019","2019","Connecticut","09","Cesarean","2","Yes","1","Obesity II 35.0-39.9","5",457
,"2019","2019","Connecticut","09","Cesarean","2","Yes","1","Extreme Obesity III > 39.9","6",353
,"2019","2019","Connecticut","09","Cesarean","2","Yes","1","Unknown or Not Stated","9",14
,"2019","2019","Connecticut","09","Cesarean","2","No","2","Underweight <18.5","1",139
,"2019","2019","Connecticut","09","Cesarean","2","No","2","Normal 18.5-24.9","2",2711
,"2019","2019","Connecticut","09","Cesarean","2","No","2","Overweight 25.0-29.9","3",1924
,"2019","2019","Connecticut","09","Cesarean","2","No","2","Obesity I 30.0-34.9","4",1085
,"2019","2019","Connecticut","09","Cesarean","2","No","2","Obesity II 35.0-39.9","5",592
,"2019","2019","Connecticut","09","Cesarean","2","No","2","Extreme Obesity III > 39.9","6",510
,"2019","2019","Connecticut","09","Cesarean","2","No","2","Unknown or Not Stated","9",26
,"2019","2019","Delaware","10","Vaginal","1","Yes","1","Normal 18.5-24.9","2",79
,"2019","2019","Delaware","10","Vaginal","1","Yes","1","Overweight 25.0-29.9","3",51
,"2019","2019","Delaware","10","Vaginal","1","Yes","1","Obesity I 30.0-34.9","4",33
,"2019","2019","Delaware","10","Vaginal","1","Yes","1","Obesity II 35.0-39.9","5",14
,"2019","2019","Delaware","10","Vaginal","1","Yes","1","Extreme Obesity III > 39.9","6",12
,"2019","2019","Delaware","10","Vaginal","1","No","2","Underweight <18.5","1",185
,"2019","2019","Delaware","10","Vaginal","1","No","2","Normal 18.5-24.9","2",2796
,"2019","2019","Delaware","10","Vaginal","1","No","2","Overweight 25.0-29.9","3",1952
,"2019","2019","Delaware","10","Vaginal","1","No","2","Obesity I 30.0-34.9","4",1116
,"2019","2019","Delaware","10","Vaginal","1","No","2","Obesity II 35.0-39.9","5",506
,"2019","2019","Delaware","10","Vaginal","1","No","2","Extreme Obesity III > 39.9","6",364
,"2019","2019","Delaware","10","Vaginal","1","No","2","Unknown or Not Stated","9",97
,"2019","2019","Delaware","10","Cesarean","2","Yes","1","Underweight <18.5","1",17
,"2019","2019","Delaware","10","Cesarean","2","Yes","1","Normal 18.5-24.9","2",307
,"2019","2019","Delaware","10","Cesarean","2","Yes","1","Overweight 25.0-29.9","3",360
,"2019","2019","Delaware","10","Cesarean","2","Yes","1","Obesity I 30.0-34.9","4",307
,"2019","2019","Delaware","10","Cesarean","2","Yes","1","Obesity II 35.0-39.9","5",159
,"2019","2019","Delaware","10","Cesarean","2","Yes","1","Extreme Obesity III > 39.9","6",143
,"2019","2019","Delaware","10","Cesarean","2","Yes","1","Unknown or Not Stated","9",21
,"2019","2019","Delaware","10","Cesarean","2","No","2","Underweight <18.5","1",35
,"2019","2019","Delaware","10","Cesarean","2","No","2","Normal 18.5-24.9","2",587
,"2019","2019","Delaware","10","Cesarean","2","No","2","Overweight 25.0-29.9","3",558
,"2019","2019","Delaware","10","Cesarean","2","No","2","Obesity I 30.0-34.9","4",379
,"2019","2019","Delaware","10","Cesarean","2","No","2","Obesity II 35.0-39.9","5",210
,"2019","2019","Delaware","10","Cesarean","2","No","2","Extreme Obesity III > 39.9","6",216
,"2019","2019","Delaware","10","Cesarean","2","No","2","Unknown or Not Stated","9",23
,"2019","2019","District of Columbia","11","Vaginal","1","Yes","1","Normal 18.5-24.9","2",130
,"2019","2019","District of Columbia","11","Vaginal","1","Yes","1","Overweight 25.0-29.9","3",78
,"2019","2019","District of Columbia","11","Vaginal","1","Yes","1","Obesity I 30.0-34.9","4",57
,"2019","2019","District of Columbia","11","Vaginal","1","Yes","1","Obesity II 35.0-39.9","5",19
,"2019","2019","District of Columbia","11","Vaginal","1","Yes","1","Extreme Obesity III > 39.9","6",20
,"2019","2019","District of Columbia","11","Vaginal","1","No","2","Underweight <18.5","1",234
,"2019","2019","District of Columbia","11","Vaginal","1","No","2","Normal 18.5-24.9","2",3046
,"2019","2019","District of Columbia","11","Vaginal","1","No","2","Overweight 25.0-29.9","3",1409
,"2019","2019","District of Columbia","11","Vaginal","1","No","2","Obesity I 30.0-34.9","4",637
,"2019","2019","District of Columbia","11","Vaginal","1","No","2","Obesity II 35.0-39.9","5",289
,"2019","2019","District of Columbia","11","Vaginal","1","No","2","Extreme Obesity III > 39.9","6",166
,"2019","2019","District of Columbia","11","Vaginal","1","No","2","Unknown or Not Stated","9",84
,"2019","2019","District of Columbia","11","Cesarean","2","Yes","1","Underweight <18.5","1",24
,"2019","2019","District of Columbia","11","Cesarean","2","Yes","1","Normal 18.5-24.9","2",386
,"2019","2019","District of Columbia","11","Cesarean","2","Yes","1","Overweight 25.0-29.9","3",290
,"2019","2019","District of Columbia","11","Cesarean","2","Yes","1","Obesity I 30.0-34.9","4",174
,"2019","2019","District of Columbia","11","Cesarean","2","Yes","1","Obesity II 35.0-39.9","5",114
,"2019","2019","District of Columbia","11","Cesarean","2","Yes","1","Extreme Obesity III > 39.9","6",94
,"2019","2019","District of Columbia","11","Cesarean","2","Yes","1","Unknown or Not Stated","9",18
,"2019","2019","District of Columbia","11","Cesarean","2","No","2","Underweight <18.5","1",47
,"2019","2019","District of Columbia","11","Cesarean","2","No","2","Normal 18.5-24.9","2",813
,"2019","2019","District of Columbia","11","Cesarean","2","No","2","Overweight 25.0-29.9","3",458
,"2019","2019","District of Columbia","11","Cesarean","2","No","2","Obesity I 30.0-34.9","4",214
,"2019","2019","District of Columbia","11","Cesarean","2","No","2","Obesity II 35.0-39.9","5",111
,"2019","2019","District of Columbia","11","Cesarean","2","No","2","Extreme Obesity III > 39.9","6",125
,"2019","2019","District of Columbia","11","Cesarean","2","No","2","Unknown or Not Stated","9",27
,"2019","2019","Florida","12","Vaginal","1","Yes","1","Underweight <18.5","1",89
,"2019","2019","Florida","12","Vaginal","1","Yes","1","Normal 18.5-24.9","2",1380
,"2019","2019","Florida","12","Vaginal","1","Yes","1","Overweight 25.0-29.9","3",1029
,"2019","2019","Florida","12","Vaginal","1","Yes","1","Obesity I 30.0-34.9","4",544
,"2019","2019","Florida","12","Vaginal","1","Yes","1","Obesity II 35.0-39.9","5",248
,"2019","2019","Florida","12","Vaginal","1","Yes","1","Extreme Obesity III > 39.9","6",184
,"2019","2019","Florida","12","Vaginal","1","Yes","1","Unknown or Not Stated","9",176
,"2019","2019","Florida","12","Vaginal","1","No","2","Underweight <18.5","1",5622
,"2019","2019","Florida","12","Vaginal","1","No","2","Normal 18.5-24.9","2",59193
,"2019","2019","Florida","12","Vaginal","1","No","2","Overweight 25.0-29.9","3",35243
,"2019","2019","Florida","12","Vaginal","1","No","2","Obesity I 30.0-34.9","4",17605
,"2019","2019","Florida","12","Vaginal","1","No","2","Obesity II 35.0-39.9","5",7596
,"2019","2019","Florida","12","Vaginal","1","No","2","Extreme Obesity III > 39.9","6",4436
,"2019","2019","Florida","12","Vaginal","1","No","2","Unknown or Not Stated","9",5952
,"2019","2019","Florida","12","Vaginal","1","Unknown or Not Stated","9","Underweight <18.5","1",11
,"2019","2019","Florida","12","Vaginal","1","Unknown or Not Stated","9","Normal 18.5-24.9","2",80
,"2019","2019","Florida","12","Vaginal","1","Unknown or Not Stated","9","Overweight 25.0-29.9","3",50
,"2019","2019","Florida","12","Vaginal","1","Unknown or Not Stated","9","Obesity I 30.0-34.9","4",22
,"2019","2019","Florida","12","Vaginal","1","Unknown or Not Stated","9","Unknown or Not Stated","9",67
,"2019","2019","Florida","12","Cesarean","2","Yes","1","Underweight <18.5","1",619
,"2019","2019","Florida","12","Cesarean","2","Yes","1","Normal 18.5-24.9","2",9668
,"2019","2019","Florida","12","Cesarean","2","Yes","1","Overweight 25.0-29.9","3",8642
,"2019","2019","Florida","12","Cesarean","2","Yes","1","Obesity I 30.0-34.9","4",5805
,"2019","2019","Florida","12","Cesarean","2","Yes","1","Obesity II 35.0-39.9","5",3101
,"2019","2019","Florida","12","Cesarean","2","Yes","1","Extreme Obesity III > 39.9","6",2460
,"2019","2019","Florida","12","Cesarean","2","Yes","1","Unknown or Not Stated","9",1456
,"2019","2019","Florida","12","Cesarean","2","No","2","Underweight <18.5","1",1262
,"2019","2019","Florida","12","Cesarean","2","No","2","Normal 18.5-24.9","2",17161
,"2019","2019","Florida","12","Cesarean","2","No","2","Overweight 25.0-29.9","3",12855
,"2019","2019","Florida","12","Cesarean","2","No","2","Obesity I 30.0-34.9","4",7858
,"2019","2019","Florida","12","Cesarean","2","No","2","Obesity II 35.0-39.9","5",3987
,"2019","2019","Florida","12","Cesarean","2","No","2","Extreme Obesity III > 39.9","6",3041
,"2019","2019","Florida","12","Cesarean","2","No","2","Unknown or Not Stated","9",2333
,"2019","2019","Florida","12","Cesarean","2","Unknown or Not Stated","9","Normal 18.5-24.9","2",16
,"2019","2019","Florida","12","Cesarean","2","Unknown or Not Stated","9","Overweight 25.0-29.9","3",21
,"2019","2019","Florida","12","Cesarean","2","Unknown or Not Stated","9","Obesity II 35.0-39.9","5",10
,"2019","2019","Florida","12","Cesarean","2","Unknown or Not Stated","9","Unknown or Not Stated","9",11
,"2019","2019","Florida","12","Unknown or Not Stated","9","No","2","Normal 18.5-24.9","2",59
,"2019","2019","Florida","12","Unknown or Not Stated","9","No","2","Overweight 25.0-29.9","3",40
,"2019","2019","Florida","12","Unknown or Not Stated","9","No","2","Obesity I 30.0-34.9","4",18
,"2019","2019","Florida","12","Unknown or Not Stated","9","No","2","Obesity II 35.0-39.9","5",10
,"2019","2019","Georgia","13","Vaginal","1","Yes","1","Underweight <18.5","1",26
,"2019","2019","Georgia","13","Vaginal","1","Yes","1","Normal 18.5-24.9","2",531
,"2019","2019","Georgia","13","Vaginal","1","Yes","1","Overweight 25.0-29.9","3",438
,"2019","2019","Georgia","13","Vaginal","1","Yes","1","Obesity I 30.0-34.9","4",244
,"2019","2019","Georgia","13","Vaginal","1","Yes","1","Obesity II 35.0-39.9","5",144
,"2019","2019","Georgia","13","Vaginal","1","Yes","1","Extreme Obesity III > 39.9","6",84
,"2019","2019","Georgia","13","Vaginal","1","Yes","1","Unknown or Not Stated","9",19
