"Notes","Year","Year Code","State of Residence","State of Residence Code","Age of Mother 9","Age of Mother 9 Code","Mother's Pre-pregnancy BMI","Mother's Pre-pregnancy BMI Code","Maternal Morbidity Checked","Maternal Morbidity Checked Code",Births
,"2024","2024","Idaho","16","40-44 years","40-44","Underweight <18.5","1","None checked","1",13
,"2024","2024","Idaho","16","40-44 years","40-44","Normal 18.5-24.9","2","None checked","1",243
,"2024","2024","Idaho","16","40-44 years","40-44","Overweight 25.0-29.9","3","None checked","1",181
,"2024","2024","Idaho","16","40-44 years","40-44","Obesity I 30.0-34.9","4","None checked","1",130
,"2024","2024","Idaho","16","40-44 years","40-44","Obesity II 35.0-39.9","5","None checked","1",59
,"2024","2024","Idaho","16","40-44 years","40-44","Extreme Obesity III > 39.9","6","None checked","1",51
,"2024","2024","Idaho","16","45-49 years","45-49","Normal 18.5-24.9","2","None checked","1",17
,"2024","2024","Idaho","16","45-49 years","45-49","Overweight 25.0-29.9","3","None checked","1",11
,"2024","2024","Illinois","17","Under 15 years","15","Normal 18.5-24.9","2","None checked","1",26
,"2024","2024","Illinois","17","Under 15 years","15","Overweight 25.0-29.9","3","None checked","1",14
,"2024","2024","Illinois","17","15-19 years","15-19","Underweight <18.5","1","None checked","1",248
,"2024","2024","Illinois","17","15-19 years","15-19","Normal 18.5-24.9","2","At least one checked","0",46
,"2024","2024","Illinois","17","15-19 years","15-19","Normal 18.5-24.9","2","None checked","1",1941
,"2024","2024","Illinois","17","15-19 years","15-19","Overweight 25.0-29.9","3","At least one checked","0",20
,"2024","2024","Illinois","17","15-19 years","15-19","Overweight 25.0-29.9","3","None checked","1",933
,"2024","2024","Illinois","17","15-19 years","15-19","Obesity I 30.0-34.9","4","At least one checked","0",13
,"2024","2024","Illinois","17","15-19 years","15-19","Obesity I 30.0-34.9","4","None checked","1",473
,"2024","2024","Illinois","17","15-19 years","15-19","Obesity II 35.0-39.9","5","None checked","1",239
,"2024","2024","Illinois","17","15-19 years","15-19","Extreme Obesity III > 39.9","6","None checked","1",142
,"2024","2024","Illinois","17","15-19 years","15-19","Unknown or Not Stated","9","None checked","1",158
,"2024","2024","Illinois","17","20-24 years","20-24","Underweight <18.5","1","At least one checked","0",15
,"2024","2024","Illinois","17","20-24 years","20-24","Underweight <18.5","1","None checked","1",695
,"2024","2024","Illinois","17","20-24 years","20-24","Normal 18.5-24.9","2","At least one checked","0",116
,"2024","2024","Illinois","17","20-24 years","20-24","Normal 18.5-24.9","2","None checked","1",6457
,"2024","2024","Illinois","17","20-24 years","20-24","Overweight 25.0-29.9","3","At least one checked","0",56
,"2024","2024","Illinois","17","20-24 years","20-24","Overweight 25.0-29.9","3","None checked","1",4683
,"2024","2024","Illinois","17","20-24 years","20-24","Obesity I 30.0-34.9","4","At least one checked","0",49
,"2024","2024","Illinois","17","20-24 years","20-24","Obesity I 30.0-34.9","4","None checked","1",3108
,"2024","2024","Illinois","17","20-24 years","20-24","Obesity II 35.0-39.9","5","At least one checked","0",20
,"2024","2024","Illinois","17","20-24 years","20-24","Obesity II 35.0-39.9","5","None checked","1",1647
,"2024","2024","Illinois","17","20-24 years","20-24","Extreme Obesity III > 39.9","6","At least one checked","0",24
,"2024","2024","Illinois","17","20-24 years","20-24","Extreme Obesity III > 39.9","6","None checked","1",1254
,"2024","2024","Illinois","17","20-24 years","20-24","Unknown or Not Stated","9","At least one checked","0",14
,"2024","2024","Illinois","17","20-24 years","20-24","Unknown or Not Stated","9","None checked","1",499
,"2024","2024","Illinois","17","25-29 years","25-29","Underweight <18.5","1","At least one checked","0",19
,"2024","2024","Illinois","17","25-29 years","25-29","Underweight <18.5","1","None checked","1",597
,"2024","2024","Illinois","17","25-29 years","25-29","Normal 18.5-24.9","2","At least one checked","0",218
,"2024","2024","Illinois","17","25-29 years","25-29","Normal 18.5-24.9","2","None checked","1",9697
,"2024","2024","Illinois","17","25-29 years","25-29","Overweight 25.0-29.9","3","At least one checked","0",158
,"2024","2024","Illinois","17","25-29 years","25-29","Overweight 25.0-29.9","3","None checked","1",8811
,"2024","2024","Illinois","17","25-29 years","25-29","Obesity I 30.0-34.9","4","At least one checked","0",113
,"2024","2024","Illinois","17","25-29 years","25-29","Obesity I 30.0-34.9","4","None checked","1",5985
,"2024","2024","Illinois","17","25-29 years","25-29","Obesity II 35.0-39.9","5","At least one checked","0",51
,"2024","2024","Illinois","17","25-29 years","25-29","Obesity II 35.0-39.9","5","None checked","1",3262
,"2024","2024","Illinois","17","25-29 years","25-29","Extreme Obesity III > 39.9","6","At least one checked","0",52
,"2024","2024","Illinois","17","25-29 years","25-29","Extreme Obesity III > 39.9","6","None checked","1",2563
,"2024","2024","Illinois","17","25-29 years","25-29","Unknown or Not Stated","9","At least one checked","0",24
,"2024","2024","Illinois","17","25-29 years","25-29","Unknown or Not Stated","9","None checked","1",756
,"2024","2024","Illinois","17","30-34 years","30-34","Underweight <18.5","1","At least one checked","0",23
,"2024","2024","Illinois","17","30-34 years","30-34","Underweight <18.5","1","None checked","1",534
,"2024","2024","Illinois","17","30-34 years","30-34","Normal 18.5-24.9","2","At least one checked","0",316
,"2024","2024","Illinois","17","30-34 years","30-34","Normal 18.5-24.9","2","None checked","1",13616
,"2024","2024","Illinois","17","30-34 years","30-34","Normal 18.5-24.9","2","Unknown or Not Stated","9",15
,"2024","2024","Illinois","17","30-34 years","30-34","Overweight 25.0-29.9","3","At least one checked","0",214
,"2024","2024","Illinois","17","30-34 years","30-34","Overweight 25.0-29.9","3","None checked","1",11347
,"2024","2024","Illinois","17","30-34 years","30-34","Obesity I 30.0-34.9","4","At least one checked","0",136
,"2024","2024","Illinois","17","30-34 years","30-34","Obesity I 30.0-34.9","4","None checked","1",7053
,"2024","2024","Illinois","17","30-34 years","30-34","Obesity II 35.0-39.9","5","At least one checked","0",54
,"2024","2024","Illinois","17","30-34 years","30-34","Obesity II 35.0-39.9","5","None checked","1",3655
,"2024","2024","Illinois","17","30-34 years","30-34","Extreme Obesity III > 39.9","6","At least one checked","0",50
,"2024","2024","Illinois","17","30-34 years","30-34","Extreme Obesity III > 39.9","6","None checked","1",2779
,"2024","2024","Illinois","17","30-34 years","30-34","Unknown or Not Stated","9","At least one checked","0",26
,"2024","2024","Illinois","17","30-34 years","30-34","Unknown or Not Stated","9","None checked","1",1365
,"2024","2024","Illinois","17","30-34 years","30-34","Unknown or Not Stated","9","Unknown or Not Stated","9",10
,"2024","2024","Illinois","17","35-39 years","35-39","Underweight <18.5","1","None checked","1",279
,"2024","2024","Illinois","17","35-39 years","35-39","Normal 18.5-24.9","2","At least one checked","0",156
,"2024","2024","Illinois","17","35-39 years","35-39","Normal 18.5-24.9","2","None checked","1",7418
,"2024","2024","Illinois","17","35-39 years","35-39","Overweight 25.0-29.9","3","At least one checked","0",135
,"2024","2024","Illinois","17","35-39 years","35-39","Overweight 25.0-29.9","3","None checked","1",6702
,"2024","2024","Illinois","17","35-39 years","35-39","Obesity I 30.0-34.9","4","At least one checked","0",64
,"2024","2024","Illinois","17","35-39 years","35-39","Obesity I 30.0-34.9","4","None checked","1",4074
,"2024","2024","Illinois","17","35-39 years","35-39","Obesity II 35.0-39.9","5","At least one checked","0",26
,"2024","2024","Illinois","17","35-39 years","35-39","Obesity II 35.0-39.9","5","None checked","1",2164
,"2024","2024","Illinois","17","35-39 years","35-39","Extreme Obesity III > 39.9","6","At least one checked","0",35
,"2024","2024","Illinois","17","35-39 years","35-39","Extreme Obesity III > 39.9","6","None checked","1",1607
,"2024","2024","Illinois","17","35-39 years","35-39","Unknown or Not Stated","9","At least one checked","0",38
,"2024","2024","Illinois","17","35-39 years","35-39","Unknown or Not Stated","9","None checked","1",980
,"2024","2024","Illinois","17","40-44 years","40-44","Underweight <18.5","1","None checked","1",52
,"2024","2024","Illinois","17","40-44 years","40-44","Normal 18.5-24.9","2","At least one checked","0",48
,"2024","2024","Illinois","17","40-44 years","40-44","Normal 18.5-24.9","2","None checked","1",1476
,"2024","2024","Illinois","17","40-44 years","40-44","Overweight 25.0-29.9","3","At least one checked","0",33
,"2024","2024","Illinois","17","40-44 years","40-44","Overweight 25.0-29.9","3","None checked","1",1432
,"2024","2024","Illinois","17","40-44 years","40-44","Obesity I 30.0-34.9","4","At least one checked","0",24
,"2024","2024","Illinois","17","40-44 years","40-44","Obesity I 30.0-34.9","4","None checked","1",985
,"2024","2024","Illinois","17","40-44 years","40-44","Obesity II 35.0-39.9","5","At least one checked","0",10
,"2024","2024","Illinois","17","40-44 years","40-44","Obesity II 35.0-39.9","5","None checked","1",491
,"2024","2024","Illinois","17","40-44 years","40-44","Extreme Obesity III > 39.9","6","None checked","1",367
,"2024","2024","Illinois","17","40-44 years","40-44","Unknown or Not Stated","9","At least one checked","0",10
,"2024","2024","Illinois","17","40-44 years","40-44","Unknown or Not Stated","9","None checked","1",241
,"2024","2024","Illinois","17","45-49 years","45-49","Normal 18.5-24.9","2","None checked","1",104
,"2024","2024","Illinois","17","45-49 years","45-49","Overweight 25.0-29.9","3","None checked","1",102
,"2024","2024","Illinois","17","45-49 years","45-49","Obesity I 30.0-34.9","4","None checked","1",57
,"2024","2024","Illinois","17","45-49 years","45-49","Obesity II 35.0-39.9","5","None checked","1",20
,"2024","2024","Illinois","17","45-49 years","45-49","Extreme Obesity III > 39.9","6","None checked","1",24
,"2024","2024","Illinois","17","45-49 years","45-49","Unknown or Not Stated","9","None checked","1",24
,"2024","2024","Indiana","18","Under 15 years","15","Normal 18.5-24.9","2","None checked","1",23
,"2024","2024","Indiana","18","Under 15 years","15","Overweight 25.0-29.9","3","None checked","1",14
,"2024","2024","Indiana","18","15-19 years","15-19","Underweight <18.5","1","None checked","1",298
,"2024","2024","Indiana","18","15-19 years","15-19","Normal 18.5-24.9","2","At least one checked","0",20
,"2024","2024","Indiana","18","15-19 years","15-19","Normal 18.5-24.9","2","None checked","1",1581
,"2024","2024","Indiana","18","15-19 years","15-19","Overweight 25.0-29.9","3","None checked","1",731
,"2024","2024","Indiana","18","15-19 years","15-19","Obesity I 30.0-34.9","4","None checked","1",395
,"2024","2024","Indiana","18","15-19 years","15-19","Obesity II 35.0-39.9","5","None checked","1",169
,"2024","2024","Indiana","18","15-19 years","15-19","Extreme Obesity III > 39.9","6","None checked","1",103
,"2024","2024","Indiana","18","15-19 years","15-19","Unknown or Not Stated","9","None checked","1",136
,"2024","2024","Indiana","18","20-24 years","20-24","Underweight <18.5","1","None checked","1",684
,"2024","2024","Indiana","18","20-24 years","20-24","Normal 18.5-24.9","2","At least one checked","0",82
,"2024","2024","Indiana","18","20-24 years","20-24","Normal 18.5-24.9","2","None checked","1",5948
,"2024","2024","Indiana","18","20-24 years","20-24","Normal 18.5-24.9","2","Unknown or Not Stated","9",20
,"2024","2024","Indiana","18","20-24 years","20-24","Overweight 25.0-29.9","3","At least one checked","0",53
,"2024","2024","Indiana","18","20-24 years","20-24","Overweight 25.0-29.9","3","None checked","1",3894
,"2024","2024","Indiana","18","20-24 years","20-24","Overweight 25.0-29.9","3","Unknown or Not Stated","9",12
,"2024","2024","Indiana","18","20-24 years","20-24","Obesity I 30.0-34.9","4","At least one checked","0",35
,"2024","2024","Indiana","18","20-24 years","20-24","Obesity I 30.0-34.9","4","None checked","1",2653
,"2024","2024","Indiana","18","20-24 years","20-24","Obesity I 30.0-34.9","4","Unknown or Not Stated","9",11
,"2024","2024","Indiana","18","20-24 years","20-24","Obesity II 35.0-39.9","5","None checked","1",1447
,"2024","2024","Indiana","18","20-24 years","20-24","Extreme Obesity III > 39.9","6","At least one checked","0",10
,"2024","2024","Indiana","18","20-24 years","20-24","Extreme Obesity III > 39.9","6","None checked","1",1173
,"2024","2024","Indiana","18","20-24 years","20-24","Unknown or Not Stated","9","At least one checked","0",13
,"2024","2024","Indiana","18","20-24 years","20-24","Unknown or Not Stated","9","None checked","1",491
,"2024","2024","Indiana","18","25-29 years","25-29","Underweight <18.5","1","At least one checked","0",12
,"2024","2024","Indiana","18","25-29 years","25-29","Underweight <18.5","1","None checked","1",503
,"2024","2024","Indiana","18","25-29 years","25-29","Normal 18.5-24.9","2","At least one checked","0",116
,"2024","2024","Indiana","18","25-29 years","25-29","Normal 18.5-24.9","2","None checked","1",7837
,"2024","2024","Indiana","18","25-29 years","25-29","Normal 18.5-24.9","2","Unknown or Not Stated","9",27
,"2024","2024","Indiana","18","25-29 years","25-29","Overweight 25.0-29.9","3","At least one checked","0",109
,"2024","2024","Indiana","18","25-29 years","25-29","Overweight 25.0-29.9","3","None checked","1",6474
,"2024","2024","Indiana","18","25-29 years","25-29","Overweight 25.0-29.9","3","Unknown or Not Stated","9",23
,"2024","2024","Indiana","18","25-29 years","25-29","Obesity I 30.0-34.9","4","At least one checked","0",59
,"2024","2024","Indiana","18","25-29 years","25-29","Obesity I 30.0-34.9","4","None checked","1",4489
,"2024","2024","Indiana","18","25-29 years","25-29","Obesity I 30.0-34.9","4","Unknown or Not Stated","9",12
,"2024","2024","Indiana","18","25-29 years","25-29","Obesity II 35.0-39.9","5","At least one checked","0",32
,"2024","2024","Indiana","18","25-29 years","25-29","Obesity II 35.0-39.9","5","None checked","1",2608
,"2024","2024","Indiana","18","25-29 years","25-29","Obesity II 35.0-39.9","5","Unknown or Not Stated","9",10
,"2024","2024","Indiana","18","25-29 years","25-29","Extreme Obesity III > 39.9","6","At least one checked","0",20
,"2024","2024","Indiana","18","25-29 years","25-29","Extreme Obesity III > 39.9","6","None checked","1",2186
,"2024","2024","Indiana","18","25-29 years","25-29","Unknown or Not Stated","9","None checked","1",664
,"2024","2024","Indiana","18","30-34 years","30-34","Underweight <18.5","1","None checked","1",292
,"2024","2024","Indiana","18","30-34 years","30-34","Normal 18.5-24.9","2","At least one checked","0",100
,"2024","2024","Indiana","18","30-34 years","30-34","Normal 18.5-24.9","2","None checked","1",7105
,"2024","2024","Indiana","18","30-34 years","30-34","Normal 18.5-24.9","2","Unknown or Not Stated","9",15
,"2024","2024","Indiana","18","30-34 years","30-34","Overweight 25.0-29.9","3","At least one checked","0",84
,"2024","2024","Indiana","18","30-34 years","30-34","Overweight 25.0-29.9","3","None checked","1",6049
,"2024","2024","Indiana","18","30-34 years","30-34","Overweight 25.0-29.9","3","Unknown or Not Stated","9",10
,"2024","2024","Indiana","18","30-34 years","30-34","Obesity I 30.0-34.9","4","At least one checked","0",55
,"2024","2024","Indiana","18","30-34 years","30-34","Obesity I 30.0-34.9","4","None checked","1",3956
,"2024","2024","Indiana","18","30-34 years","30-34","Obesity II 35.0-39.9","5","At least one checked","0",22
,"2024","2024","Indiana","18","30-34 years","30-34","Obesity II 35.0-39.9","5","None checked","1",2171
