"Notes","Year","Year Code","State of Residence","State of Residence Code","Month Prenatal Care Began","Month Prenatal Care Began Code","Delivery Method","Delivery Method Code","Maternal Morbidity Checked","Maternal Morbidity Checked Code",Births
,"2019","2019","Alabama","01","No prenatal care","00","Vaginal","1","At least one checked","0",17
,"2019","2019","Alabama","01","No prenatal care","00","Vaginal","1","None checked","1",1126
,"2019","2019","Alabama","01","No prenatal care","00","Cesarean","2","At least one checked","0",18
,"2019","2019","Alabama","01","No prenatal care","00","Cesarean","2","None checked","1",316
,"2019","2019","Alabama","01","1st month","01","Vaginal","1","At least one checked","0",11
,"2019","2019","Alabama","01","1st month","01","Vaginal","1","None checked","1",974
,"2019","2019","Alabama","01","1st month","01","Cesarean","2","At least one checked","0",11
,"2019","2019","Alabama","01","1st month","01","Cesarean","2","None checked","1",679
,"2019","2019","Alabama","01","2nd month","02","Vaginal","1","At least one checked","0",166
,"2019","2019","Alabama","01","2nd month","02","Vaginal","1","None checked","1",13167
,"2019","2019","Alabama","01","2nd month","02","Cesarean","2","At least one checked","0",66
,"2019","2019","Alabama","01","2nd month","02","Cesarean","2","None checked","1",7534
,"2019","2019","Alabama","01","3rd month","03","Vaginal","1","At least one checked","0",120
,"2019","2019","Alabama","01","3rd month","03","Vaginal","1","None checked","1",11900
,"2019","2019","Alabama","01","3rd month","03","Cesarean","2","At least one checked","0",62
,"2019","2019","Alabama","01","3rd month","03","Cesarean","2","None checked","1",6430
,"2019","2019","Alabama","01","4th month","04","Vaginal","1","At least one checked","0",36
,"2019","2019","Alabama","01","4th month","04","Vaginal","1","None checked","1",4481
,"2019","2019","Alabama","01","4th month","04","Cesarean","2","At least one checked","0",15
,"2019","2019","Alabama","01","4th month","04","Cesarean","2","None checked","1",2244
,"2019","2019","Alabama","01","5th month","05","Vaginal","1","At least one checked","0",21
,"2019","2019","Alabama","01","5th month","05","Vaginal","1","None checked","1",2432
,"2019","2019","Alabama","01","5th month","05","Cesarean","2","At least one checked","0",18
,"2019","2019","Alabama","01","5th month","05","Cesarean","2","None checked","1",1161
,"2019","2019","Alabama","01","6th month","06","Vaginal","1","At least one checked","0",14
,"2019","2019","Alabama","01","6th month","06","Vaginal","1","None checked","1",1448
,"2019","2019","Alabama","01","6th month","06","Cesarean","2","None checked","1",650
,"2019","2019","Alabama","01","7th month","07","Vaginal","1","None checked","1",1114
,"2019","2019","Alabama","01","7th month","07","Cesarean","2","None checked","1",504
,"2019","2019","Alabama","01","8th month","08","Vaginal","1","None checked","1",762
,"2019","2019","Alabama","01","8th month","08","Cesarean","2","None checked","1",324
,"2019","2019","Alabama","01","9th month","09","Vaginal","1","None checked","1",256
,"2019","2019","Alabama","01","9th month","09","Cesarean","2","None checked","1",104
,"2019","2019","Alabama","01","Unknown or Not Stated","99","Vaginal","1","None checked","1",267
,"2019","2019","Alabama","01","Unknown or Not Stated","99","Cesarean","2","None checked","1",96
,"2019","2019","Alaska","02","No prenatal care","00","Vaginal","1","None checked","1",63
,"2019","2019","Alaska","02","No prenatal care","00","Cesarean","2","None checked","1",21
,"2019","2019","Alaska","02","1st month","01","Vaginal","1","None checked","1",165
,"2019","2019","Alaska","02","1st month","01","Cesarean","2","None checked","1",48
,"2019","2019","Alaska","02","2nd month","02","Vaginal","1","At least one checked","0",76
,"2019","2019","Alaska","02","2nd month","02","Vaginal","1","None checked","1",2586
,"2019","2019","Alaska","02","2nd month","02","Vaginal","1","Unknown or Not Stated","9",23
,"2019","2019","Alaska","02","2nd month","02","Cesarean","2","At least one checked","0",10
,"2019","2019","Alaska","02","2nd month","02","Cesarean","2","None checked","1",766
,"2019","2019","Alaska","02","3rd month","03","Vaginal","1","At least one checked","0",68
,"2019","2019","Alaska","02","3rd month","03","Vaginal","1","None checked","1",2667
,"2019","2019","Alaska","02","3rd month","03","Vaginal","1","Unknown or Not Stated","9",17
,"2019","2019","Alaska","02","3rd month","03","Cesarean","2","At least one checked","0",17
,"2019","2019","Alaska","02","3rd month","03","Cesarean","2","None checked","1",706
,"2019","2019","Alaska","02","4th month","04","Vaginal","1","At least one checked","0",17
,"2019","2019","Alaska","02","4th month","04","Vaginal","1","None checked","1",770
,"2019","2019","Alaska","02","4th month","04","Vaginal","1","Unknown or Not Stated","9",10
,"2019","2019","Alaska","02","4th month","04","Cesarean","2","None checked","1",175
,"2019","2019","Alaska","02","5th month","05","Vaginal","1","None checked","1",411
,"2019","2019","Alaska","02","5th month","05","Cesarean","2","None checked","1",93
,"2019","2019","Alaska","02","6th month","06","Vaginal","1","None checked","1",218
,"2019","2019","Alaska","02","6th month","06","Cesarean","2","None checked","1",56
,"2019","2019","Alaska","02","7th month","07","Vaginal","1","None checked","1",197
,"2019","2019","Alaska","02","7th month","07","Cesarean","2","None checked","1",33
,"2019","2019","Alaska","02","8th month","08","Vaginal","1","None checked","1",114
,"2019","2019","Alaska","02","8th month","08","Cesarean","2","None checked","1",49
,"2019","2019","Alaska","02","9th month","09","Vaginal","1","None checked","1",47
,"2019","2019","Alaska","02","9th month","09","Cesarean","2","None checked","1",14
,"2019","2019","Alaska","02","Unknown or Not Stated","99","Vaginal","1","None checked","1",194
,"2019","2019","Alaska","02","Unknown or Not Stated","99","Cesarean","2","None checked","1",105
,"2019","2019","Arizona","04","No prenatal care","00","Vaginal","1","At least one checked","0",23
,"2019","2019","Arizona","04","No prenatal care","00","Vaginal","1","None checked","1",1523
,"2019","2019","Arizona","04","No prenatal care","00","Cesarean","2","At least one checked","0",39
,"2019","2019","Arizona","04","No prenatal care","00","Cesarean","2","None checked","1",498
,"2019","2019","Arizona","04","1st month","01","Vaginal","1","At least one checked","0",19
,"2019","2019","Arizona","04","1st month","01","Vaginal","1","None checked","1",2749
,"2019","2019","Arizona","04","1st month","01","Cesarean","2","None checked","1",1124
,"2019","2019","Arizona","04","2nd month","02","Vaginal","1","At least one checked","0",244
,"2019","2019","Arizona","04","2nd month","02","Vaginal","1","None checked","1",21859
,"2019","2019","Arizona","04","2nd month","02","Cesarean","2","At least one checked","0",125
,"2019","2019","Arizona","04","2nd month","02","Cesarean","2","None checked","1",8506
,"2019","2019","Arizona","04","3rd month","03","Vaginal","1","At least one checked","0",154
,"2019","2019","Arizona","04","3rd month","03","Vaginal","1","None checked","1",14679
,"2019","2019","Arizona","04","3rd month","03","Cesarean","2","At least one checked","0",109
,"2019","2019","Arizona","04","3rd month","03","Cesarean","2","None checked","1",5785
,"2019","2019","Arizona","04","4th month","04","Vaginal","1","At least one checked","0",76
,"2019","2019","Arizona","04","4th month","04","Vaginal","1","None checked","1",5330
,"2019","2019","Arizona","04","4th month","04","Cesarean","2","At least one checked","0",22
,"2019","2019","Arizona","04","4th month","04","Cesarean","2","None checked","1",1964
,"2019","2019","Arizona","04","5th month","05","Vaginal","1","At least one checked","0",26
,"2019","2019","Arizona","04","5th month","05","Vaginal","1","None checked","1",3049
,"2019","2019","Arizona","04","5th month","05","Cesarean","2","At least one checked","0",25
,"2019","2019","Arizona","04","5th month","05","Cesarean","2","None checked","1",1047
,"2019","2019","Arizona","04","6th month","06","Vaginal","1","At least one checked","0",17
,"2019","2019","Arizona","04","6th month","06","Vaginal","1","None checked","1",2109
,"2019","2019","Arizona","04","6th month","06","Cesarean","2","At least one checked","0",11
,"2019","2019","Arizona","04","6th month","06","Cesarean","2","None checked","1",737
,"2019","2019","Arizona","04","7th month","07","Vaginal","1","At least one checked","0",31
,"2019","2019","Arizona","04","7th month","07","Vaginal","1","None checked","1",1750
,"2019","2019","Arizona","04","7th month","07","Cesarean","2","At least one checked","0",14
,"2019","2019","Arizona","04","7th month","07","Cesarean","2","None checked","1",683
,"2019","2019","Arizona","04","8th month","08","Vaginal","1","At least one checked","0",14
,"2019","2019","Arizona","04","8th month","08","Vaginal","1","None checked","1",1532
,"2019","2019","Arizona","04","8th month","08","Cesarean","2","None checked","1",567
,"2019","2019","Arizona","04","9th month","09","Vaginal","1","At least one checked","0",10
,"2019","2019","Arizona","04","9th month","09","Vaginal","1","None checked","1",656
,"2019","2019","Arizona","04","9th month","09","Cesarean","2","None checked","1",260
,"2019","2019","Arizona","04","Unknown or Not Stated","99","Vaginal","1","At least one checked","0",17
,"2019","2019","Arizona","04","Unknown or Not Stated","99","Vaginal","1","None checked","1",1455
,"2019","2019","Arizona","04","Unknown or Not Stated","99","Cesarean","2","At least one checked","0",12
,"2019","2019","Arizona","04","Unknown or Not Stated","99","Cesarean","2","None checked","1",483
,"2019","2019","Arkansas","05","No prenatal care","00","Vaginal","1","None checked","1",529
,"2019","2019","Arkansas","05","No prenatal care","00","Cesarean","2","None checked","1",250
,"2019","2019","Arkansas","05","1st month","01","Vaginal","1","None checked","1",510
,"2019","2019","Arkansas","05","1st month","01","Cesarean","2","None checked","1",276
,"2019","2019","Arkansas","05","2nd month","02","Vaginal","1","At least one checked","0",147
,"2019","2019","Arkansas","05","2nd month","02","Vaginal","1","None checked","1",9073
,"2019","2019","Arkansas","05","2nd month","02","Cesarean","2","At least one checked","0",44
,"2019","2019","Arkansas","05","2nd month","02","Cesarean","2","None checked","1",4976
,"2019","2019","Arkansas","05","3rd month","03","Vaginal","1","At least one checked","0",77
,"2019","2019","Arkansas","05","3rd month","03","Vaginal","1","None checked","1",7112
,"2019","2019","Arkansas","05","3rd month","03","Cesarean","2","At least one checked","0",27
,"2019","2019","Arkansas","05","3rd month","03","Cesarean","2","None checked","1",3754
,"2019","2019","Arkansas","05","4th month","04","Vaginal","1","At least one checked","0",28
,"2019","2019","Arkansas","05","4th month","04","Vaginal","1","None checked","1",2341
,"2019","2019","Arkansas","05","4th month","04","Cesarean","2","At least one checked","0",11
,"2019","2019","Arkansas","05","4th month","04","Cesarean","2","None checked","1",1205
,"2019","2019","Arkansas","05","5th month","05","Vaginal","1","None checked","1",1368
,"2019","2019","Arkansas","05","5th month","05","Cesarean","2","At least one checked","0",15
,"2019","2019","Arkansas","05","5th month","05","Cesarean","2","None checked","1",647
,"2019","2019","Arkansas","05","6th month","06","Vaginal","1","None checked","1",901
,"2019","2019","Arkansas","05","6th month","06","Cesarean","2","None checked","1",492
,"2019","2019","Arkansas","05","7th month","07","Vaginal","1","At least one checked","0",11
,"2019","2019","Arkansas","05","7th month","07","Vaginal","1","None checked","1",797
,"2019","2019","Arkansas","05","7th month","07","Cesarean","2","None checked","1",391
,"2019","2019","Arkansas","05","8th month","08","Vaginal","1","None checked","1",601
,"2019","2019","Arkansas","05","8th month","08","Cesarean","2","None checked","1",257
,"2019","2019","Arkansas","05","9th month","09","Vaginal","1","None checked","1",195
,"2019","2019","Arkansas","05","9th month","09","Cesarean","2","None checked","1",84
,"2019","2019","Arkansas","05","Unknown or Not Stated","99","Vaginal","1","None checked","1",226
,"2019","2019","Arkansas","05","Unknown or Not Stated","99","Cesarean","2","None checked","1",147
,"2019","2019","California","06","No prenatal care","00","Vaginal","1","At least one checked","0",26
,"2019","2019","California","06","No prenatal care","00","Vaginal","1","None checked","1",2433
,"2019","2019","California","06","No prenatal care","00","Vaginal","1","Unknown or Not Stated","9",24
,"2019","2019","California","06","No prenatal care","00","Cesarean","2","At least one checked","0",42
,"2019","2019","California","06","No prenatal care","00","Cesarean","2","None checked","1",888
,"2019","2019","California","06","1st month","01","Vaginal","1","At least one checked","0",273
,"2019","2019","California","06","1st month","01","Vaginal","1","None checked","1",31467
,"2019","2019","California","06","1st month","01","Vaginal","1","Unknown or Not Stated","9",41
,"2019","2019","California","06","1st month","01","Cesarean","2","At least one checked","0",140
,"2019","2019","California","06","1st month","01","Cesarean","2","None checked","1",15950
,"2019","2019","California","06","2nd month","02","Vaginal","1","At least one checked","0",2161
,"2019","2019","California","06","2nd month","02","Vaginal","1","None checked","1",152271
,"2019","2019","California","06","2nd month","02","Vaginal","1","Unknown or Not Stated","9",167
,"2019","2019","California","06","2nd month","02","Cesarean","2","At least one checked","0",539
,"2019","2019","California","06","2nd month","02","Cesarean","2","None checked","1",67363
,"2019","2019","California","06","2nd month","02","Cesarean","2","Unknown or Not Stated","9",15
,"2019","2019","California","06","3rd month","03","Vaginal","1","At least one checked","0",899
,"2019","2019","California","06","3rd month","03","Vaginal","1","None checked","1",73237
,"2019","2019","California","06","3rd month","03","Vaginal","1","Unknown or Not Stated","9",178
,"2019","2019","California","06","3rd month","03","Cesarean","2","At least one checked","0",245
,"2019","2019","California","06","3rd month","03","Cesarean","2","None checked","1",32977
,"2019","2019","California","06","3rd month","03","Cesarean","2","Unknown or Not Stated","9",11
,"2019","2019","California","06","4th month","04","Vaginal","1","At least one checked","0",189
,"2019","2019","California","06","4th month","04","Vaginal","1","None checked","1",18737
,"2019","2019","California","06","4th month","04","Vaginal","1","Unknown or Not Stated","9",63
,"2019","2019","California","06","4th month","04","Cesarean","2","At least one checked","0",110
,"2019","2019","California","06","4th month","04","Cesarean","2","None checked","1",7877
,"2019","2019","California","06","5th month","05","Vaginal","1","At least one checked","0",85
,"2019","2019","California","06","5th month","05","Vaginal","1","None checked","1",8835
,"2019","2019","California","06","5th month","05","Vaginal","1","Unknown or Not Stated","9",37
,"2019","2019","California","06","5th month","05","Cesarean","2","At least one checked","0",43
,"2019","2019","California","06","5th month","05","Cesarean","2","None checked","1",3665
,"2019","2019","California","06","6th month","06","Vaginal","1","At least one checked","0",51
,"2019","2019","California","06","6th month","06","Vaginal","1","None checked","1",5212
,"2019","2019","California","06","6th month","06","Vaginal","1","Unknown or Not Stated","9",24
,"2019","2019","California","06","6th month","06","Cesarean","2","At least one checked","0",22
,"2019","2019","California","06","6th month","06","Cesarean","2","None checked","1",2156
,"2019","2019","California","06","7th month","07","Vaginal","1","At least one checked","0",36
,"2019","2019","California","06","7th month","07","Vaginal","1","None checked","1",4206
,"2019","2019","California","06","7th month","07","Vaginal","1","Unknown or Not Stated","9",23
,"2019","2019","California","06","7th month","07","Cesarean","2","At least one checked","0",15
,"2019","2019","California","06","7th month","07","Cesarean","2","None checked","1",1765
,"2019","2019","California","06","8th month","08","Vaginal","1","At least one checked","0",32
,"2019","2019","California","06","8th month","08","Vaginal","1","None checked","1",3464
,"2019","2019","California","06","8th month","08","Vaginal","1","Unknown or Not Stated","9",17
,"2019","2019","California","06","8th month","08","Cesarean","2","At least one checked","0",13
,"2019","2019","California","06","8th month","08","Cesarean","2","None checked","1",1427
,"2019","2019","California","06","9th month","09","Vaginal","1","At least one checked","0",13
,"2019","2019","California","06","9th month","09","Vaginal","1","None checked","1",1124
,"2019","2019","California","06","9th month","09","Cesarean","2","None checked","1",431
,"2019","2019","California","06","10th month","10","Vaginal","1","None checked","1",15
,"2019","2019","California","06","Unknown or Not Stated","99","Vaginal","1","At least one checked","0",16
,"2019","2019","California","06","Unknown or Not Stated","99","Vaginal","1","None checked","1",3737
,"2019","2019","California","06","Unknown or Not Stated","99","Vaginal","1","Unknown or Not Stated","9",37
,"2019","2019","California","06","Unknown or Not Stated","99","Cesarean","2","At least one checked","0",24
,"2019","2019","California","06","Unknown or Not Stated","99","Cesarean","2","None checked","1",1586
,"2019","2019","California","06","Unknown or Not Stated","99","Cesarean","2","Unknown or Not Stated","9",10
,"2019","2019","Colorado","08","No prenatal care","00","Vaginal","1","At least one checked","0",12
,"2019","2019","Colorado","08","No prenatal care","00","Vaginal","1","None checked","1",685
,"2019","2019","Colorado","08","No prenatal care","00","Cesarean","2","None checked","1",208
,"2019","2019","Colorado","08","1st month","01","Vaginal","1","At least one checked","0",13
,"2019","2019","Colorado","08","1st month","01","Vaginal","1","None checked","1",863
,"2019","2019","Colorado","08","1st month","01","Cesarean","2","None checked","1",348
,"2019","2019","Colorado","08","2nd month","02","Vaginal","1","At least one checked","0",279
,"2019","2019","Colorado","08","2nd month","02","Vaginal","1","None checked","1",19341
,"2019","2019","Colorado","08","2nd month","02","Cesarean","2","At least one checked","0",85
,"2019","2019","Colorado","08","2nd month","02","Cesarean","2","None checked","1",7136
,"2019","2019","Colorado","08","3rd month","03","Vaginal","1","At least one checked","0",215
,"2019","2019","Colorado","08","3rd month","03","Vaginal","1","None checked","1",15247
,"2019","2019","Colorado","08","3rd month","03","Cesarean","2","At least one checked","0",58
,"2019","2019","Colorado","08","3rd month","03","Cesarean","2","None checked","1",5705
,"2019","2019","Colorado","08","4th month","04","Vaginal","1","At least one checked","0",42
,"2019","2019","Colorado","08","4th month","04","Vaginal","1","None checked","1",3616
,"2019","2019","Colorado","08","4th month","04","Cesarean","2","At least one checked","0",12
,"2019","2019","Colorado","08","4th month","04","Cesarean","2","None checked","1",1205
,"2019","2019","Colorado","08","5th month","05","Vaginal","1","At least one checked","0",20
,"2019","2019","Colorado","08","5th month","05","Vaginal","1","None checked","1",1661
,"2019","2019","Colorado","08","5th month","05","Cesarean","2","None checked","1",555
,"2019","2019","Colorado","08","6th month","06","Vaginal","1","At least one checked","0",13
,"2019","2019","Colorado","08","6th month","06","Vaginal","1","None checked","1",1067
,"2019","2019","Colorado","08","6th month","06","Cesarean","2","None checked","1",369
,"2019","2019","Colorado","08","7th month","07","Vaginal","1","At least one checked","0",18
,"2019","2019","Colorado","08","7th month","07","Vaginal","1","None checked","1",931
,"2019","2019","Colorado","08","7th month","07","Cesarean","2","None checked","1",294
,"2019","2019","Colorado","08","8th month","08","Vaginal","1","At least one checked","0",10
,"2019","2019","Colorado","08","8th month","08","Vaginal","1","None checked","1",689
,"2019","2019","Colorado","08","8th month","08","Cesarean","2","None checked","1",223
,"2019","2019","Colorado","08","9th month","09","Vaginal","1","At least one checked","0",12
,"2019","2019","Colorado","08","9th month","09","Vaginal","1","None checked","1",278
,"2019","2019","Colorado","08","9th month","09","Cesarean","2","None checked","1",92
,"2019","2019","Colorado","08","Unknown or Not Stated","99","Vaginal","1","At least one checked","0",12
,"2019","2019","Colorado","08","Unknown or Not Stated","99","Vaginal","1","None checked","1",1009
,"2019","2019","Colorado","08","Unknown or Not Stated","99","Cesarean","2","At least one checked","0",11
,"2019","2019","Colorado","08","Unknown or Not Stated","99","Cesarean","2","None checked","1",489
,"2019","2019","Connecticut","09","No prenatal care","00","Vaginal","1","None checked","1",97
,"2019","2019","Connecticut","09","No prenatal care","00","Cesarean","2","None checked","1",38
,"2019","2019","Connecticut","09","1st month","01","Vaginal","1","None checked","1",346
,"2019","2019","Connecticut","09","1st month","01","Cesarean","2","None checked","1",207
,"2019","2019","Connecticut","09","2nd month","02","Vaginal","1","At least one checked","0",168
,"2019","2019","Connecticut","09","2nd month","02","Vaginal","1","None checked","1",10174
,"2019","2019","Connecticut","09","2nd month","02","Cesarean","2","At least one checked","0",41
,"2019","2019","Connecticut","09","2nd month","02","Cesarean","2","None checked","1",5329
,"2019","2019","Connecticut","09","3rd month","03","Vaginal","1","At least one checked","0",125
,"2019","2019","Connecticut","09","3rd month","03","Vaginal","1","None checked","1",7932
,"2019","2019","Connecticut","09","3rd month","03","Cesarean","2","At least one checked","0",53
,"2019","2019","Connecticut","09","3rd month","03","Cesarean","2","None checked","1",4435
,"2019","2019","Connecticut","09","4th month","04","Vaginal","1","At least one checked","0",21
,"2019","2019","Connecticut","09","4th month","04","Vaginal","1","None checked","1",1547
,"2019","2019","Connecticut","09","4th month","04","Cesarean","2","At least one checked","0",13
,"2019","2019","Connecticut","09","4th month","04","Cesarean","2","None checked","1",807
,"2019","2019","Connecticut","09","5th month","05","Vaginal","1","At least one checked","0",10
,"2019","2019","Connecticut","09","5th month","05","Vaginal","1","None checked","1",628
,"2019","2019","Connecticut","09","5th month","05","Cesarean","2","None checked","1",323
,"2019","2019","Connecticut","09","6th month","06","Vaginal","1","None checked","1",408
,"2019","2019","Connecticut","09","6th month","06","Cesarean","2","None checked","1",203
,"2019","2019","Connecticut","09","7th month","07","Vaginal","1","At least one checked","0",10
,"2019","2019","Connecticut","09","7th month","07","Vaginal","1","None checked","1",321
,"2019","2019","Connecticut","09","7th month","07","Cesarean","2","None checked","1",155
,"2019","2019","Connecticut","09","8th month","08","Vaginal","1","None checked","1",287
,"2019","2019","Connecticut","09","8th month","08","Cesarean","2","None checked","1",124
,"2019","2019","Connecticut","09","9th month","09","Vaginal","1","None checked","1",119
,"2019","2019","Connecticut","09","9th month","09","Cesarean","2","None checked","1",39
,"2019","2019","Connecticut","09","Unknown or Not Stated","99","Vaginal","1","None checked","1",148
,"2019","2019","Connecticut","09","Unknown or Not Stated","99","Cesarean","2","None checked","1",58
,"2019","2019","Delaware","10","No prenatal care","00","Vaginal","1","None checked","1",152
,"2019","2019","Delaware","10","No prenatal care","00","Cesarean","2","None checked","1",71
,"2019","2019","Delaware","10","1st month","01","Vaginal","1","None checked","1",362
,"2019","2019","Delaware","10","1st month","01","Cesarean","2","None checked","1",232
,"2019","2019","Delaware","10","2nd month","02","Vaginal","1","At least one checked","0",69
,"2019","2019","Delaware","10","2nd month","02","Vaginal","1","None checked","1",2983
,"2019","2019","Delaware","10","2nd month","02","Cesarean","2","At least one checked","0",21
,"2019","2019","Delaware","10","2nd month","02","Cesarean","2","None checked","1",1356
,"2019","2019","Delaware","10","3rd month","03","Vaginal","1","At least one checked","0",48
,"2019","2019","Delaware","10","3rd month","03","Vaginal","1","None checked","1",1982
,"2019","2019","Delaware","10","3rd month","03","Cesarean","2","At least one checked","0",16
,"2019","2019","Delaware","10","3rd month","03","Cesarean","2","None checked","1",900
,"2019","2019","Delaware","10","4th month","04","Vaginal","1","At least one checked","0",13
,"2019","2019","Delaware","10","4th month","04","Vaginal","1","None checked","1",598
,"2019","2019","Delaware","10","4th month","04","Cesarean","2","None checked","1",270
,"2019","2019","Delaware","10","5th month","05","Vaginal","1","None checked","1",308
,"2019","2019","Delaware","10","5th month","05","Cesarean","2","None checked","1",152
,"2019","2019","Delaware","10","6th month","06","Vaginal","1","None checked","1",229
,"2019","2019","Delaware","10","6th month","06","Cesarean","2","None checked","1",105
,"2019","2019","Delaware","10","7th month","07","Vaginal","1","None checked","1",169
,"2019","2019","Delaware","10","7th month","07","Cesarean","2","None checked","1",65
,"2019","2019","Delaware","10","8th month","08","Vaginal","1","None checked","1",125
,"2019","2019","Delaware","10","8th month","08","Cesarean","2","None checked","1",39
,"2019","2019","Delaware","10","9th month","09","Vaginal","1","None checked","1",43
,"2019","2019","Delaware","10","9th month","09","Cesarean","2","None checked","1",24
,"2019","2019","Delaware","10","Unknown or Not Stated","99","Vaginal","1","None checked","1",106
,"2019","2019","Delaware","10","Unknown or Not Stated","99","Cesarean","2","None checked","1",46
,"2019","2019","District of Columbia","11","No prenatal care","00","Vaginal","1","None checked","1",126
,"2019","2019","District of Columbia","11","No prenatal care","00","Cesarean","2","None checked","1",54
,"2019","2019","District of Columbia","11","1st month","01","Vaginal","1","At least one checked","0",11
,"2019","2019","District of Columbia","11","1st month","01","Vaginal","1","None checked","1",305
,"2019","2019","District of Columbia","11","1st month","01","Cesarean","2","None checked","1",169
,"2019","2019","District of Columbia","11","2nd month","02","Vaginal","1","At least one checked","0",50
,"2019","2019","District of Columbia","11","2nd month","02","Vaginal","1","None checked","1",1831
,"2019","2019","District of Columbia","11","2nd month","02","Cesarean","2","At least one checked","0",13
,"2019","2019","District of Columbia","11","2nd month","02","Cesarean","2","None checked","1",881
,"2019","2019","District of Columbia","11","3rd month","03","Vaginal","1","At least one checked","0",46
,"2019","2019","District of Columbia","11","3rd month","03","Vaginal","1","None checked","1",2016
,"2019","2019","District of Columbia","11","3rd month","03","Cesarean","2","At least one checked","0",13
,"2019","2019","District of Columbia","11","3rd month","03","Cesarean","2","None checked","1",966
,"2019","2019","District of Columbia","11","4th month","04","Vaginal","1","None checked","1",686
,"2019","2019","District of Columbia","11","4th month","04","Cesarean","2","None checked","1",302
,"2019","2019","District of Columbia","11","5th month","05","Vaginal","1","None checked","1",329
,"2019","2019","District of Columbia","11","5th month","05","Cesarean","2","None checked","1",158
,"2019","2019","District of Columbia","11","6th month","06","Vaginal","1","None checked","1",213
,"2019","2019","District of Columbia","11","6th month","06","Cesarean","2","None checked","1",90
,"2019","2019","District of Columbia","11","7th month","07","Vaginal","1","None checked","1",150
,"2019","2019","District of Columbia","11","7th month","07","Cesarean","2","None checked","1",57
,"2019","2019","District of Columbia","11","8th month","08","Vaginal","1","None checked","1",132
,"2019","2019","District of Columbia","11","8th month","08","Cesarean","2","None checked","1",56
,"2019","2019","District of Columbia","11","9th month","09","Vaginal","1","None checked","1",54
,"2019","2019","District of Columbia","11","9th month","09","Cesarean","2","None checked","1",15
,"2019","2019","District of Columbia","11","Unknown or Not Stated","99","Vaginal","1","None checked","1",212
,"2019","2019","District of Columbia","11","Unknown or Not Stated","99","Cesarean","2","None checked","1",113
,"2019","2019","Florida","12","No prenatal care","00","Vaginal","1","At least one checked","0",29
,"2019","2019","Florida","12","No prenatal care","00","Vaginal","1","None checked","1",3318
,"2019","2019","Florida","12","No prenatal care","00","Vaginal","1","Unknown or Not Stated","9",19
,"2019","2019","Florida","12","No prenatal care","00","Cesarean","2","At least one checked","0",25
,"2019","2019","Florida","12","No prenatal care","00","Cesarean","2","None checked","1",1297
,"2019","2019","Florida","12","1st month","01","Vaginal","1","At least one checked","0",95
,"2019","2019","Florida","12","1st month","01","Vaginal","1","None checked","1",11286
,"2019","2019","Florida","12","1st month","01","Vaginal","1","Unknown or Not Stated","9",12
,"2019","2019","Florida","12","1st month","01","Cesarean","2","At least one checked","0",63
,"2019","2019","Florida","12","1st month","01","Cesarean","2","None checked","1",8176
,"2019","2019","Florida","12","1st month","01","Unknown or Not Stated","9","None checked","1",14
,"2019","2019","Florida","12","2nd month","02","Vaginal","1","At least one checked","0",406
,"2019","2019","Florida","12","2nd month","02","Vaginal","1","None checked","1",42976
,"2019","2019","Florida","12","2nd month","02","Vaginal","1","Unknown or Not Stated","9",70
,"2019","2019","Florida","12","2nd month","02","Cesarean","2","At least one checked","0",138
,"2019","2019","Florida","12","2nd month","02","Cesarean","2","None checked","1",26366
,"2019","2019","Florida","12","2nd month","02","Cesarean","2","Unknown or Not Stated","9",19
,"2019","2019","Florida","12","2nd month","02","Unknown or Not Stated","9","None checked","1",41
,"2019","2019","Florida","12","3rd month","03","Vaginal","1","At least one checked","0",325
,"2019","2019","Florida","12","3rd month","03","Vaginal","1","None checked","1",38442
,"2019","2019","Florida","12","3rd month","03","Vaginal","1","Unknown or Not Stated","9",56
,"2019","2019","Florida","12","3rd month","03","Cesarean","2","At least one checked","0",137
,"2019","2019","Florida","12","3rd month","03","Cesarean","2","None checked","1",21859
,"2019","2019","Florida","12","3rd month","03","Cesarean","2","Unknown or Not Stated","9",18
,"2019","2019","Florida","12","3rd month","03","Unknown or Not Stated","9","None checked","1",39
,"2019","2019","Florida","12","4th month","04","Vaginal","1","At least one checked","0",80
,"2019","2019","Florida","12","4th month","04","Vaginal","1","None checked","1",13855
,"2019","2019","Florida","12","4th month","04","Vaginal","1","Unknown or Not Stated","9",18
,"2019","2019","Florida","12","4th month","04","Cesarean","2","At least one checked","0",42
,"2019","2019","Florida","12","4th month","04","Cesarean","2","None checked","1",7275
,"2019","2019","Florida","12","4th month","04","Unknown or Not Stated","9","None checked","1",10
,"2019","2019","Florida","12","5th month","05","Vaginal","1","At least one checked","0",41
,"2019","2019","Florida","12","5th month","05","Vaginal","1","None checked","1",7494
,"2019","2019","Florida","12","5th month","05","Vaginal","1","Unknown or Not Stated","9",14
,"2019","2019","Florida","12","5th month","05","Cesarean","2","At least one checked","0",22
,"2019","2019","Florida","12","5th month","05","Cesarean","2","None checked","1",3821
,"2019","2019","Florida","12","6th month","06","Vaginal","1","At least one checked","0",38
,"2019","2019","Florida","12","6th month","06","Vaginal","1","None checked","1",4756
,"2019","2019","Florida","12","6th month","06","Cesarean","2","At least one checked","0",13
,"2019","2019","Florida","12","6th month","06","Cesarean","2","None checked","1",2411
