"Notes","Year","Year Code","State of Residence","State of Residence Code","Month Prenatal Care Began","Month Prenatal Care Began Code","Delivery Method","Delivery Method Code","Maternal Morbidity Checked","Maternal Morbidity Checked Code",Births
,"2023","2023","Oregon","41","7th month","07","Vaginal","1","None checked","1",422
,"2023","2023","Oregon","41","7th month","07","Cesarean","2","None checked","1",145
,"2023","2023","Oregon","41","8th month","08","Vaginal","1","None checked","1",350
,"2023","2023","Oregon","41","8th month","08","Cesarean","2","None checked","1",146
,"2023","2023","Oregon","41","9th month","09","Vaginal","1","None checked","1",164
,"2023","2023","Oregon","41","9th month","09","Cesarean","2","None checked","1",51
,"2023","2023","Oregon","41","Unknown or Not Stated","99","Vaginal","1","None checked","1",183
,"2023","2023","Oregon","41","Unknown or Not Stated","99","Cesarean","2","None checked","1",105
,"2023","2023","Pennsylvania","42","No prenatal care","00","Vaginal","1","At least one checked","0",21
,"2023","2023","Pennsylvania","42","No prenatal care","00","Vaginal","1","None checked","1",1649
,"2023","2023","Pennsylvania","42","No prenatal care","00","Cesarean","2","At least one checked","0",19
,"2023","2023","Pennsylvania","42","No prenatal care","00","Cesarean","2","None checked","1",581
,"2023","2023","Pennsylvania","42","1st month","01","Vaginal","1","At least one checked","0",26
,"2023","2023","Pennsylvania","42","1st month","01","Vaginal","1","None checked","1",1227
,"2023","2023","Pennsylvania","42","1st month","01","Cesarean","2","At least one checked","0",14
,"2023","2023","Pennsylvania","42","1st month","01","Cesarean","2","None checked","1",579
,"2023","2023","Pennsylvania","42","2nd month","02","Vaginal","1","At least one checked","0",462
,"2023","2023","Pennsylvania","42","2nd month","02","Vaginal","1","None checked","1",30495
,"2023","2023","Pennsylvania","42","2nd month","02","Vaginal","1","Unknown or Not Stated","9",70
,"2023","2023","Pennsylvania","42","2nd month","02","Cesarean","2","At least one checked","0",159
,"2023","2023","Pennsylvania","42","2nd month","02","Cesarean","2","None checked","1",14686
,"2023","2023","Pennsylvania","42","2nd month","02","Cesarean","2","Unknown or Not Stated","9",57
,"2023","2023","Pennsylvania","42","3rd month","03","Vaginal","1","At least one checked","0",505
,"2023","2023","Pennsylvania","42","3rd month","03","Vaginal","1","None checked","1",31194
,"2023","2023","Pennsylvania","42","3rd month","03","Vaginal","1","Unknown or Not Stated","9",86
,"2023","2023","Pennsylvania","42","3rd month","03","Cesarean","2","At least one checked","0",199
,"2023","2023","Pennsylvania","42","3rd month","03","Cesarean","2","None checked","1",14934
,"2023","2023","Pennsylvania","42","3rd month","03","Cesarean","2","Unknown or Not Stated","9",42
,"2023","2023","Pennsylvania","42","4th month","04","Vaginal","1","At least one checked","0",100
,"2023","2023","Pennsylvania","42","4th month","04","Vaginal","1","None checked","1",8026
,"2023","2023","Pennsylvania","42","4th month","04","Vaginal","1","Unknown or Not Stated","9",26
,"2023","2023","Pennsylvania","42","4th month","04","Cesarean","2","At least one checked","0",36
,"2023","2023","Pennsylvania","42","4th month","04","Cesarean","2","None checked","1",2918
,"2023","2023","Pennsylvania","42","4th month","04","Cesarean","2","Unknown or Not Stated","9",15
,"2023","2023","Pennsylvania","42","5th month","05","Vaginal","1","At least one checked","0",58
,"2023","2023","Pennsylvania","42","5th month","05","Vaginal","1","None checked","1",3969
,"2023","2023","Pennsylvania","42","5th month","05","Vaginal","1","Unknown or Not Stated","9",17
,"2023","2023","Pennsylvania","42","5th month","05","Cesarean","2","At least one checked","0",26
,"2023","2023","Pennsylvania","42","5th month","05","Cesarean","2","None checked","1",1557
,"2023","2023","Pennsylvania","42","5th month","05","Cesarean","2","Unknown or Not Stated","9",10
,"2023","2023","Pennsylvania","42","6th month","06","Vaginal","1","At least one checked","0",33
,"2023","2023","Pennsylvania","42","6th month","06","Vaginal","1","None checked","1",2469
,"2023","2023","Pennsylvania","42","6th month","06","Cesarean","2","At least one checked","0",21
,"2023","2023","Pennsylvania","42","6th month","06","Cesarean","2","None checked","1",1007
,"2023","2023","Pennsylvania","42","7th month","07","Vaginal","1","At least one checked","0",32
,"2023","2023","Pennsylvania","42","7th month","07","Vaginal","1","None checked","1",2027
,"2023","2023","Pennsylvania","42","7th month","07","Cesarean","2","At least one checked","0",10
,"2023","2023","Pennsylvania","42","7th month","07","Cesarean","2","None checked","1",825
,"2023","2023","Pennsylvania","42","8th month","08","Vaginal","1","At least one checked","0",17
,"2023","2023","Pennsylvania","42","8th month","08","Vaginal","1","None checked","1",1650
,"2023","2023","Pennsylvania","42","8th month","08","Cesarean","2","None checked","1",724
,"2023","2023","Pennsylvania","42","9th month","09","Vaginal","1","At least one checked","0",13
,"2023","2023","Pennsylvania","42","9th month","09","Vaginal","1","None checked","1",833
,"2023","2023","Pennsylvania","42","9th month","09","Cesarean","2","None checked","1",291
,"2023","2023","Pennsylvania","42","10th month","10","Vaginal","1","None checked","1",20
,"2023","2023","Pennsylvania","42","Unknown or Not Stated","99","Vaginal","1","At least one checked","0",36
,"2023","2023","Pennsylvania","42","Unknown or Not Stated","99","Vaginal","1","None checked","1",2049
,"2023","2023","Pennsylvania","42","Unknown or Not Stated","99","Vaginal","1","Unknown or Not Stated","9",12
,"2023","2023","Pennsylvania","42","Unknown or Not Stated","99","Cesarean","2","At least one checked","0",30
,"2023","2023","Pennsylvania","42","Unknown or Not Stated","99","Cesarean","2","None checked","1",933
,"2023","2023","Pennsylvania","42","Unknown or Not Stated","99","Unknown or Not Stated","9","Unknown or Not Stated","9",40
,"2023","2023","Rhode Island","44","No prenatal care","00","Vaginal","1","None checked","1",46
,"2023","2023","Rhode Island","44","No prenatal care","00","Cesarean","2","None checked","1",14
,"2023","2023","Rhode Island","44","1st month","01","Vaginal","1","None checked","1",102
,"2023","2023","Rhode Island","44","1st month","01","Cesarean","2","None checked","1",40
,"2023","2023","Rhode Island","44","2nd month","02","Vaginal","1","At least one checked","0",31
,"2023","2023","Rhode Island","44","2nd month","02","Vaginal","1","None checked","1",1851
,"2023","2023","Rhode Island","44","2nd month","02","Cesarean","2","At least one checked","0",23
,"2023","2023","Rhode Island","44","2nd month","02","Cesarean","2","None checked","1",969
,"2023","2023","Rhode Island","44","3rd month","03","Vaginal","1","At least one checked","0",69
,"2023","2023","Rhode Island","44","3rd month","03","Vaginal","1","None checked","1",3411
,"2023","2023","Rhode Island","44","3rd month","03","Cesarean","2","At least one checked","0",47
,"2023","2023","Rhode Island","44","3rd month","03","Cesarean","2","None checked","1",1648
,"2023","2023","Rhode Island","44","4th month","04","Vaginal","1","At least one checked","0",10
,"2023","2023","Rhode Island","44","4th month","04","Vaginal","1","None checked","1",636
,"2023","2023","Rhode Island","44","4th month","04","Cesarean","2","None checked","1",321
,"2023","2023","Rhode Island","44","5th month","05","Vaginal","1","None checked","1",155
,"2023","2023","Rhode Island","44","5th month","05","Cesarean","2","None checked","1",74
,"2023","2023","Rhode Island","44","6th month","06","Vaginal","1","None checked","1",75
,"2023","2023","Rhode Island","44","6th month","06","Cesarean","2","None checked","1",43
,"2023","2023","Rhode Island","44","7th month","07","Vaginal","1","None checked","1",58
,"2023","2023","Rhode Island","44","7th month","07","Cesarean","2","None checked","1",27
,"2023","2023","Rhode Island","44","8th month","08","Vaginal","1","None checked","1",31
,"2023","2023","Rhode Island","44","8th month","08","Cesarean","2","None checked","1",18
,"2023","2023","Rhode Island","44","9th month","09","Vaginal","1","None checked","1",11
,"2023","2023","Rhode Island","44","Unknown or Not Stated","99","Vaginal","1","None checked","1",37
,"2023","2023","South Carolina","45","No prenatal care","00","Vaginal","1","None checked","1",788
,"2023","2023","South Carolina","45","No prenatal care","00","Cesarean","2","At least one checked","0",17
,"2023","2023","South Carolina","45","No prenatal care","00","Cesarean","2","None checked","1",345
,"2023","2023","South Carolina","45","1st month","01","Vaginal","1","None checked","1",770
,"2023","2023","South Carolina","45","1st month","01","Cesarean","2","None checked","1",393
,"2023","2023","South Carolina","45","2nd month","02","Vaginal","1","At least one checked","0",237
,"2023","2023","South Carolina","45","2nd month","02","Vaginal","1","None checked","1",14825
,"2023","2023","South Carolina","45","2nd month","02","Vaginal","1","Unknown or Not Stated","9",25
,"2023","2023","South Carolina","45","2nd month","02","Cesarean","2","At least one checked","0",72
,"2023","2023","South Carolina","45","2nd month","02","Cesarean","2","None checked","1",7553
,"2023","2023","South Carolina","45","3rd month","03","Vaginal","1","At least one checked","0",165
,"2023","2023","South Carolina","45","3rd month","03","Vaginal","1","None checked","1",12714
,"2023","2023","South Carolina","45","3rd month","03","Vaginal","1","Unknown or Not Stated","9",13
,"2023","2023","South Carolina","45","3rd month","03","Cesarean","2","At least one checked","0",69
,"2023","2023","South Carolina","45","3rd month","03","Cesarean","2","None checked","1",6348
,"2023","2023","South Carolina","45","3rd month","03","Cesarean","2","Unknown or Not Stated","9",10
,"2023","2023","South Carolina","45","4th month","04","Vaginal","1","At least one checked","0",45
,"2023","2023","South Carolina","45","4th month","04","Vaginal","1","None checked","1",3888
,"2023","2023","South Carolina","45","4th month","04","Cesarean","2","At least one checked","0",23
,"2023","2023","South Carolina","45","4th month","04","Cesarean","2","None checked","1",1758
,"2023","2023","South Carolina","45","5th month","05","Vaginal","1","At least one checked","0",18
,"2023","2023","South Carolina","45","5th month","05","Vaginal","1","None checked","1",2033
,"2023","2023","South Carolina","45","5th month","05","Cesarean","2","At least one checked","0",11
,"2023","2023","South Carolina","45","5th month","05","Cesarean","2","None checked","1",882
,"2023","2023","South Carolina","45","6th month","06","Vaginal","1","At least one checked","0",12
,"2023","2023","South Carolina","45","6th month","06","Vaginal","1","None checked","1",1195
,"2023","2023","South Carolina","45","6th month","06","Cesarean","2","None checked","1",476
,"2023","2023","South Carolina","45","7th month","07","Vaginal","1","At least one checked","0",13
,"2023","2023","South Carolina","45","7th month","07","Vaginal","1","None checked","1",972
,"2023","2023","South Carolina","45","7th month","07","Cesarean","2","None checked","1",368
,"2023","2023","South Carolina","45","8th month","08","Vaginal","1","None checked","1",708
,"2023","2023","South Carolina","45","8th month","08","Cesarean","2","None checked","1",284
,"2023","2023","South Carolina","45","9th month","09","Vaginal","1","None checked","1",302
,"2023","2023","South Carolina","45","9th month","09","Cesarean","2","None checked","1",117
,"2023","2023","South Carolina","45","Unknown or Not Stated","99","Vaginal","1","None checked","1",107
,"2023","2023","South Carolina","45","Unknown or Not Stated","99","Cesarean","2","None checked","1",53
,"2023","2023","South Dakota","46","No prenatal care","00","Vaginal","1","None checked","1",218
,"2023","2023","South Dakota","46","No prenatal care","00","Cesarean","2","None checked","1",51
,"2023","2023","South Dakota","46","1st month","01","Vaginal","1","None checked","1",128
,"2023","2023","South Dakota","46","1st month","01","Cesarean","2","None checked","1",39
,"2023","2023","South Dakota","46","2nd month","02","Vaginal","1","At least one checked","0",70
,"2023","2023","South Dakota","46","2nd month","02","Vaginal","1","None checked","1",3442
,"2023","2023","South Dakota","46","2nd month","02","Cesarean","2","None checked","1",1169
,"2023","2023","South Dakota","46","3rd month","03","Vaginal","1","At least one checked","0",57
,"2023","2023","South Dakota","46","3rd month","03","Vaginal","1","None checked","1",2787
,"2023","2023","South Dakota","46","3rd month","03","Cesarean","2","At least one checked","0",12
,"2023","2023","South Dakota","46","3rd month","03","Cesarean","2","None checked","1",916
,"2023","2023","South Dakota","46","4th month","04","Vaginal","1","At least one checked","0",12
,"2023","2023","South Dakota","46","4th month","04","Vaginal","1","None checked","1",671
,"2023","2023","South Dakota","46","4th month","04","Cesarean","2","None checked","1",187
,"2023","2023","South Dakota","46","5th month","05","Vaginal","1","None checked","1",397
,"2023","2023","South Dakota","46","5th month","05","Cesarean","2","None checked","1",107
,"2023","2023","South Dakota","46","6th month","06","Vaginal","1","None checked","1",193
,"2023","2023","South Dakota","46","6th month","06","Cesarean","2","None checked","1",67
,"2023","2023","South Dakota","46","7th month","07","Vaginal","1","None checked","1",188
,"2023","2023","South Dakota","46","7th month","07","Cesarean","2","None checked","1",55
,"2023","2023","South Dakota","46","8th month","08","Vaginal","1","None checked","1",154
,"2023","2023","South Dakota","46","8th month","08","Cesarean","2","None checked","1",51
,"2023","2023","South Dakota","46","9th month","09","Vaginal","1","None checked","1",78
,"2023","2023","South Dakota","46","9th month","09","Cesarean","2","None checked","1",28
,"2023","2023","South Dakota","46","Unknown or Not Stated","99","Vaginal","1","None checked","1",49
,"2023","2023","South Dakota","46","Unknown or Not Stated","99","Cesarean","2","None checked","1",22
,"2023","2023","Tennessee","47","No prenatal care","00","Vaginal","1","At least one checked","0",22
,"2023","2023","Tennessee","47","No prenatal care","00","Vaginal","1","None checked","1",1907
,"2023","2023","Tennessee","47","No prenatal care","00","Cesarean","2","At least one checked","0",22
,"2023","2023","Tennessee","47","No prenatal care","00","Cesarean","2","None checked","1",806
,"2023","2023","Tennessee","47","1st month","01","Vaginal","1","At least one checked","0",19
,"2023","2023","Tennessee","47","1st month","01","Vaginal","1","None checked","1",1683
,"2023","2023","Tennessee","47","1st month","01","Cesarean","2","None checked","1",959
,"2023","2023","Tennessee","47","2nd month","02","Vaginal","1","At least one checked","0",295
,"2023","2023","Tennessee","47","2nd month","02","Vaginal","1","None checked","1",18083
,"2023","2023","Tennessee","47","2nd month","02","Cesarean","2","At least one checked","0",116
,"2023","2023","Tennessee","47","2nd month","02","Cesarean","2","None checked","1",9088
,"2023","2023","Tennessee","47","3rd month","03","Vaginal","1","At least one checked","0",290
,"2023","2023","Tennessee","47","3rd month","03","Vaginal","1","None checked","1",19079
,"2023","2023","Tennessee","47","3rd month","03","Cesarean","2","At least one checked","0",107
,"2023","2023","Tennessee","47","3rd month","03","Cesarean","2","None checked","1",9416
,"2023","2023","Tennessee","47","4th month","04","Vaginal","1","At least one checked","0",74
,"2023","2023","Tennessee","47","4th month","04","Vaginal","1","None checked","1",5961
,"2023","2023","Tennessee","47","4th month","04","Cesarean","2","At least one checked","0",30
,"2023","2023","Tennessee","47","4th month","04","Cesarean","2","None checked","1",2616
,"2023","2023","Tennessee","47","5th month","05","Vaginal","1","At least one checked","0",32
,"2023","2023","Tennessee","47","5th month","05","Vaginal","1","None checked","1",2954
,"2023","2023","Tennessee","47","5th month","05","Cesarean","2","At least one checked","0",22
,"2023","2023","Tennessee","47","5th month","05","Cesarean","2","None checked","1",1265
,"2023","2023","Tennessee","47","6th month","06","Vaginal","1","At least one checked","0",18
,"2023","2023","Tennessee","47","6th month","06","Vaginal","1","None checked","1",1859
,"2023","2023","Tennessee","47","6th month","06","Cesarean","2","At least one checked","0",16
,"2023","2023","Tennessee","47","6th month","06","Cesarean","2","None checked","1",753
,"2023","2023","Tennessee","47","7th month","07","Vaginal","1","At least one checked","0",23
,"2023","2023","Tennessee","47","7th month","07","Vaginal","1","None checked","1",1505
,"2023","2023","Tennessee","47","7th month","07","Cesarean","2","None checked","1",618
,"2023","2023","Tennessee","47","8th month","08","Vaginal","1","None checked","1",1041
,"2023","2023","Tennessee","47","8th month","08","Cesarean","2","None checked","1",400
,"2023","2023","Tennessee","47","9th month","09","Vaginal","1","None checked","1",394
,"2023","2023","Tennessee","47","9th month","09","Cesarean","2","None checked","1",158
,"2023","2023","Tennessee","47","Unknown or Not Stated","99","Vaginal","1","None checked","1",968
,"2023","2023","Tennessee","47","Unknown or Not Stated","99","Cesarean","2","None checked","1",359
,"2023","2023","Texas","48","No prenatal care","00","Vaginal","1","At least one checked","0",60
,"2023","2023","Texas","48","No prenatal care","00","Vaginal","1","None checked","1",10685
,"2023","2023","Texas","48","No prenatal care","00","Cesarean","2","At least one checked","0",72
,"2023","2023","Texas","48","No prenatal care","00","Cesarean","2","None checked","1",4434
,"2023","2023","Texas","48","1st month","01","Vaginal","1","At least one checked","0",131
,"2023","2023","Texas","48","1st month","01","Vaginal","1","None checked","1",15030
,"2023","2023","Texas","48","1st month","01","Cesarean","2","At least one checked","0",80
,"2023","2023","Texas","48","1st month","01","Cesarean","2","None checked","1",9384
,"2023","2023","Texas","48","2nd month","02","Vaginal","1","At least one checked","0",682
,"2023","2023","Texas","48","2nd month","02","Vaginal","1","None checked","1",75395
,"2023","2023","Texas","48","2nd month","02","Cesarean","2","At least one checked","0",329
,"2023","2023","Texas","48","2nd month","02","Cesarean","2","None checked","1",40964
,"2023","2023","Texas","48","2nd month","02","Unknown or Not Stated","9","None checked","1",20
,"2023","2023","Texas","48","3rd month","03","Vaginal","1","At least one checked","0",680
,"2023","2023","Texas","48","3rd month","03","Vaginal","1","None checked","1",72167
,"2023","2023","Texas","48","3rd month","03","Cesarean","2","At least one checked","0",316
,"2023","2023","Texas","48","3rd month","03","Cesarean","2","None checked","1",38064
,"2023","2023","Texas","48","3rd month","03","Unknown or Not Stated","9","None checked","1",25
,"2023","2023","Texas","48","4th month","04","Vaginal","1","At least one checked","0",254
,"2023","2023","Texas","48","4th month","04","Vaginal","1","None checked","1",29610
,"2023","2023","Texas","48","4th month","04","Cesarean","2","At least one checked","0",121
,"2023","2023","Texas","48","4th month","04","Cesarean","2","None checked","1",15194
,"2023","2023","Texas","48","4th month","04","Unknown or Not Stated","9","None checked","1",10
,"2023","2023","Texas","48","5th month","05","Vaginal","1","At least one checked","0",114
,"2023","2023","Texas","48","5th month","05","Vaginal","1","None checked","1",14809
,"2023","2023","Texas","48","5th month","05","Cesarean","2","At least one checked","0",66
,"2023","2023","Texas","48","5th month","05","Cesarean","2","None checked","1",7651
,"2023","2023","Texas","48","6th month","06","Vaginal","1","At least one checked","0",65
,"2023","2023","Texas","48","6th month","06","Vaginal","1","None checked","1",9121
,"2023","2023","Texas","48","6th month","06","Cesarean","2","At least one checked","0",48
,"2023","2023","Texas","48","6th month","06","Cesarean","2","None checked","1",4606
,"2023","2023","Texas","48","7th month","07","Vaginal","1","At least one checked","0",60
,"2023","2023","Texas","48","7th month","07","Vaginal","1","None checked","1",7865
,"2023","2023","Texas","48","7th month","07","Cesarean","2","At least one checked","0",41
,"2023","2023","Texas","48","7th month","07","Cesarean","2","None checked","1",4009
,"2023","2023","Texas","48","8th month","08","Vaginal","1","At least one checked","0",54
,"2023","2023","Texas","48","8th month","08","Vaginal","1","None checked","1",6133
,"2023","2023","Texas","48","8th month","08","Cesarean","2","At least one checked","0",27
,"2023","2023","Texas","48","8th month","08","Cesarean","2","None checked","1",3082
,"2023","2023","Texas","48","9th month","09","Vaginal","1","At least one checked","0",22
,"2023","2023","Texas","48","9th month","09","Vaginal","1","None checked","1",2723
,"2023","2023","Texas","48","9th month","09","Cesarean","2","At least one checked","0",10
,"2023","2023","Texas","48","9th month","09","Cesarean","2","None checked","1",1363
,"2023","2023","Texas","48","10th month","10","Vaginal","1","None checked","1",92
,"2023","2023","Texas","48","10th month","10","Cesarean","2","None checked","1",20
,"2023","2023","Texas","48","Unknown or Not Stated","99","Vaginal","1","At least one checked","0",34
,"2023","2023","Texas","48","Unknown or Not Stated","99","Vaginal","1","None checked","1",8099
,"2023","2023","Texas","48","Unknown or Not Stated","99","Cesarean","2","At least one checked","0",46
,"2023","2023","Texas","48","Unknown or Not Stated","99","Cesarean","2","None checked","1",3987
,"2023","2023","Texas","48","Unknown or Not Stated","99","Unknown or Not Stated","9","None checked","1",45
,"2023","2023","Utah","49","No prenatal care","00","Vaginal","1","At least one checked","0",12
,"2023","2023","Utah","49","No prenatal care","00","Vaginal","1","None checked","1",280
,"2023","2023","Utah","49","No prenatal care","00","Cesarean","2","None checked","1",88
,"2023","2023","Utah","49","1st month","01","Vaginal","1","None checked","1",373
,"2023","2023","Utah","49","1st month","01","Cesarean","2","None checked","1",155
,"2023","2023","Utah","49","2nd month","02","Vaginal","1","At least one checked","0",253
,"2023","2023","Utah","49","2nd month","02","Vaginal","1","None checked","1",11825
,"2023","2023","Utah","49","2nd month","02","Cesarean","2","At least one checked","0",111
,"2023","2023","Utah","49","2nd month","02","Cesarean","2","None checked","1",3835
,"2023","2023","Utah","49","3rd month","03","Vaginal","1","At least one checked","0",281
,"2023","2023","Utah","49","3rd month","03","Vaginal","1","None checked","1",13889
,"2023","2023","Utah","49","3rd month","03","Cesarean","2","At least one checked","0",128
,"2023","2023","Utah","49","3rd month","03","Cesarean","2","None checked","1",4282
,"2023","2023","Utah","49","4th month","04","Vaginal","1","At least one checked","0",57
,"2023","2023","Utah","49","4th month","04","Vaginal","1","None checked","1",2962
,"2023","2023","Utah","49","4th month","04","Cesarean","2","At least one checked","0",29
,"2023","2023","Utah","49","4th month","04","Cesarean","2","None checked","1",945
,"2023","2023","Utah","49","5th month","05","Vaginal","1","At least one checked","0",24
,"2023","2023","Utah","49","5th month","05","Vaginal","1","None checked","1",1180
,"2023","2023","Utah","49","5th month","05","Cesarean","2","At least one checked","0",20
,"2023","2023","Utah","49","5th month","05","Cesarean","2","None checked","1",373
,"2023","2023","Utah","49","6th month","06","Vaginal","1","At least one checked","0",26
,"2023","2023","Utah","49","6th month","06","Vaginal","1","None checked","1",866
,"2023","2023","Utah","49","6th month","06","Cesarean","2","None checked","1",260
,"2023","2023","Utah","49","7th month","07","Vaginal","1","At least one checked","0",17
,"2023","2023","Utah","49","7th month","07","Vaginal","1","None checked","1",722
,"2023","2023","Utah","49","7th month","07","Cesarean","2","None checked","1",225
,"2023","2023","Utah","49","8th month","08","Vaginal","1","At least one checked","0",16
,"2023","2023","Utah","49","8th month","08","Vaginal","1","None checked","1",535
,"2023","2023","Utah","49","8th month","08","Cesarean","2","None checked","1",201
,"2023","2023","Utah","49","9th month","09","Vaginal","1","None checked","1",278
,"2023","2023","Utah","49","9th month","09","Cesarean","2","None checked","1",70
,"2023","2023","Utah","49","Unknown or Not Stated","99","Vaginal","1","None checked","1",451
,"2023","2023","Utah","49","Unknown or Not Stated","99","Cesarean","2","None checked","1",156
,"2023","2023","Vermont","50","No prenatal care","00","Vaginal","1","None checked","1",27
,"2023","2023","Vermont","50","1st month","01","Vaginal","1","None checked","1",119
,"2023","2023","Vermont","50","1st month","01","Cesarean","2","None checked","1",58
,"2023","2023","Vermont","50","2nd month","02","Vaginal","1","At least one checked","0",53
,"2023","2023","Vermont","50","2nd month","02","Vaginal","1","None checked","1",1741
,"2023","2023","Vermont","50","2nd month","02","Cesarean","2","At least one checked","0",12
,"2023","2023","Vermont","50","2nd month","02","Cesarean","2","None checked","1",633
,"2023","2023","Vermont","50","3rd month","03","Vaginal","1","At least one checked","0",30
,"2023","2023","Vermont","50","3rd month","03","Vaginal","1","None checked","1",1318
,"2023","2023","Vermont","50","3rd month","03","Cesarean","2","At least one checked","0",19
,"2023","2023","Vermont","50","3rd month","03","Cesarean","2","None checked","1",523
,"2023","2023","Vermont","50","4th month","04","Vaginal","1","None checked","1",181
,"2023","2023","Vermont","50","4th month","04","Cesarean","2","None checked","1",65
,"2023","2023","Vermont","50","5th month","05","Vaginal","1","None checked","1",58
,"2023","2023","Vermont","50","5th month","05","Cesarean","2","None checked","1",34
,"2023","2023","Vermont","50","6th month","06","Vaginal","1","None checked","1",50
,"2023","2023","Vermont","50","6th month","06","Cesarean","2","None checked","1",12
,"2023","2023","Vermont","50","7th month","07","Vaginal","1","None checked","1",34
,"2023","2023","Vermont","50","8th month","08","Vaginal","1","None checked","1",26
,"2023","2023","Vermont","50","9th month","09","Vaginal","1","None checked","1",15
,"2023","2023","Virginia","51","No prenatal care","00","Vaginal","1","At least one checked","0",13
,"2023","2023","Virginia","51","No prenatal care","00","Vaginal","1","None checked","1",1652
,"2023","2023","Virginia","51","No prenatal care","00","Cesarean","2","At least one checked","0",11
,"2023","2023","Virginia","51","No prenatal care","00","Cesarean","2","None checked","1",603
,"2023","2023","Virginia","51","1st month","01","Vaginal","1","At least one checked","0",10
,"2023","2023","Virginia","51","1st month","01","Vaginal","1","None checked","1",2326
,"2023","2023","Virginia","51","1st month","01","Cesarean","2","At least one checked","0",10
,"2023","2023","Virginia","51","1st month","01","Cesarean","2","None checked","1",1451
,"2023","2023","Virginia","51","2nd month","02","Vaginal","1","At least one checked","0",217
,"2023","2023","Virginia","51","2nd month","02","Vaginal","1","None checked","1",23864
,"2023","2023","Virginia","51","2nd month","02","Cesarean","2","At least one checked","0",96
,"2023","2023","Virginia","51","2nd month","02","Cesarean","2","None checked","1",11886
,"2023","2023","Virginia","51","3rd month","03","Vaginal","1","At least one checked","0",237
,"2023","2023","Virginia","51","3rd month","03","Vaginal","1","None checked","1",21375
,"2023","2023","Virginia","51","3rd month","03","Cesarean","2","At least one checked","0",57
,"2023","2023","Virginia","51","3rd month","03","Cesarean","2","None checked","1",10100
,"2023","2023","Virginia","51","4th month","04","Vaginal","1","At least one checked","0",42
,"2023","2023","Virginia","51","4th month","04","Vaginal","1","None checked","1",5547
,"2023","2023","Virginia","51","4th month","04","Cesarean","2","At least one checked","0",14
,"2023","2023","Virginia","51","4th month","04","Cesarean","2","None checked","1",2457
,"2023","2023","Virginia","51","5th month","05","Vaginal","1","At least one checked","0",16
,"2023","2023","Virginia","51","5th month","05","Vaginal","1","None checked","1",2571
,"2023","2023","Virginia","51","5th month","05","Cesarean","2","None checked","1",1085
,"2023","2023","Virginia","51","6th month","06","Vaginal","1","At least one checked","0",16
,"2023","2023","Virginia","51","6th month","06","Vaginal","1","None checked","1",1493
,"2023","2023","Virginia","51","6th month","06","Cesarean","2","None checked","1",703
,"2023","2023","Virginia","51","7th month","07","Vaginal","1","None checked","1",1153
,"2023","2023","Virginia","51","7th month","07","Cesarean","2","None checked","1",519
,"2023","2023","Virginia","51","8th month","08","Vaginal","1","At least one checked","0",10
,"2023","2023","Virginia","51","8th month","08","Vaginal","1","None checked","1",883
,"2023","2023","Virginia","51","8th month","08","Cesarean","2","None checked","1",388
,"2023","2023","Virginia","51","9th month","09","Vaginal","1","None checked","1",353
,"2023","2023","Virginia","51","9th month","09","Cesarean","2","None checked","1",155
,"2023","2023","Virginia","51","10th month","10","Vaginal","1","None checked","1",11
,"2023","2023","Virginia","51","Unknown or Not Stated","99","Vaginal","1","None checked","1",914
,"2023","2023","Virginia","51","Unknown or Not Stated","99","Cesarean","2","At least one checked","0",11
,"2023","2023","Virginia","51","Unknown or Not Stated","99","Cesarean","2","None checked","1",355
,"2023","2023","Washington","53","No prenatal care","00","Vaginal","1","At least one checked","0",13
,"2023","2023","Washington","53","No prenatal care","00","Vaginal","1","None checked","1",762
,"2023","2023","Washington","53","No prenatal care","00","Vaginal","1","Unknown or Not Stated","9",15
,"2023","2023","Washington","53","No prenatal care","00","Cesarean","2","At least one checked","0",14
,"2023","2023","Washington","53","No prenatal care","00","Cesarean","2","None checked","1",284
,"2023","2023","Washington","53","1st month","01","Vaginal","1","At least one checked","0",24
,"2023","2023","Washington","53","1st month","01","Vaginal","1","None checked","1",1170
,"2023","2023","Washington","53","1st month","01","Cesarean","2","None checked","1",551
,"2023","2023","Washington","53","1st month","01","Unknown or Not Stated","9","None checked","1",14
,"2023","2023","Washington","53","2nd month","02","Vaginal","1","At least one checked","0",399
,"2023","2023","Washington","53","2nd month","02","Vaginal","1","None checked","1",17726
,"2023","2023","Washington","53","2nd month","02","Vaginal","1","Unknown or Not Stated","9",62
,"2023","2023","Washington","53","2nd month","02","Cesarean","2","At least one checked","0",102
,"2023","2023","Washington","53","2nd month","02","Cesarean","2","None checked","1",7646
,"2023","2023","Washington","53","2nd month","02","Cesarean","2","Unknown or Not Stated","9",47
,"2023","2023","Washington","53","2nd month","02","Unknown or Not Stated","9","None checked","1",65
,"2023","2023","Washington","53","2nd month","02","Unknown or Not Stated","9","Unknown or Not Stated","9",15
,"2023","2023","Washington","53","3rd month","03","Vaginal","1","At least one checked","0",442
,"2023","2023","Washington","53","3rd month","03","Vaginal","1","None checked","1",19231
,"2023","2023","Washington","53","3rd month","03","Vaginal","1","Unknown or Not Stated","9",84
,"2023","2023","Washington","53","3rd month","03","Cesarean","2","At least one checked","0",125
,"2023","2023","Washington","53","3rd month","03","Cesarean","2","None checked","1",8375
